customer_id,region,marketing_channel,campaign_type,before_campaign_sales,after_campaign_sales,before_campaign_visits,after_campaign_visits,conversion_rate_before,conversion_rate_after,campaign_cost_usd,customer_retained
9741,Europe,Google Ads,Brand Awareness,1658,1917,2,65,1.33,3.31,5699,1
9742,Middle East,Email,New Product Launch,4047,3707,25,76,1.16,11.89,7623,1
9743,Europe,TV Ads,New Product Launch,1186,4793,36,58,3.59,10.97,19847,1
9744,South America,Social Media,Brand Awareness,3852,6133,2,19,2.61,3.72,16502,1
9745,Middle East,Social Media,New Product Launch,2739,8016,40,5,4.28,5.9,2488,1
9746,North America,Google Ads,Brand Awareness,2638,503,12,103,4.84,7.39,4336,1
9747,South America,Social Media,Discount,2596,366,41,41,3.89,2.68,5871,1
9748,Middle East,Influencer,Brand Awareness,2285,6435,43,41,2.98,10.89,5950,0
9749,Middle East,TV Ads,New Product Launch,4701,8306,2,80,2.4,6.92,19872,1
9750,Europe,Social Media,New Product Launch,1298,3543,24,88,1.91,1.72,10485,0
9751,Middle East,Social Media,Discount,3113,5791,12,11,1.38,10.52,19420,0
9752,North America,Influencer,New Product Launch,2751,2649,33,40,3.06,2.4,1039,0
9753,South America,Email,Brand Awareness,4179,2432,2,96,4.2,3.9,17096,1
9754,Europe,TV Ads,Discount,336,1488,25,71,4.93,9.62,7447,1
9755,Asia,TV Ads,Brand Awareness,2492,6564,31,119,3.55,5.17,16012,0
9756,North America,Email,New Product Launch,1732,5172,41,108,2.72,11.44,15009,1
9757,Europe,Influencer,New Product Launch,3209,8672,18,41,1.96,5.46,19782,1
9758,Europe,TV Ads,Brand Awareness,1379,4688,44,93,3.51,5.12,8158,0
9759,Middle East,Email,New Product Launch,3660,4275,34,27,1.85,7.18,7243,0
9760,Europe,Email,Discount,365,5849,2,73,1.15,7.04,14935,1
9761,Middle East,Email,New Product Launch,4912,5170,11,5,4.07,2.31,17220,1
9762,North America,Email,New Product Launch,3301,4954,31,24,2.22,1.79,1337,0
9763,Middle East,Email,New Product Launch,1869,7714,2,83,1.37,9.05,3279,0
9764,North America,Influencer,Discount,1090,2256,44,18,0.61,8.25,15429,1
9765,Middle East,Social Media,New Product Launch,4001,6896,48,118,3.32,2.4,6187,1
9766,Middle East,Social Media,Discount,2213,6736,14,96,2.49,11.47,18876,0
9767,South America,Email,Brand Awareness,3072,485,36,60,3.14,7.85,5240,0
9768,North America,Social Media,Discount,2216,3615,12,6,2.66,9.0,14818,1
9769,North America,Email,New Product Launch,4228,5418,13,21,3.72,3.56,15054,1
9770,South America,Google Ads,New Product Launch,1693,8735,7,62,2.86,9.79,18617,0
9771,Asia,TV Ads,New Product Launch,1006,7153,30,72,1.7,2.42,741,1
9772,North America,Email,Discount,3799,6228,42,57,4.11,3.5,17537,1
9773,Asia,TV Ads,New Product Launch,2561,2092,48,17,2.8,7.71,16528,1
9774,Asia,Email,New Product Launch,305,2694,21,63,1.97,3.12,17543,1
9775,Asia,Google Ads,Discount,3270,4724,33,55,2.1,6.58,10260,1
9776,Asia,Email,New Product Launch,1336,778,41,81,3.58,2.52,7750,1
9777,Middle East,Influencer,Discount,2846,1347,2,89,1.94,7.21,15724,1
9778,North America,Social Media,Brand Awareness,4016,8032,47,40,2.29,3.23,3194,1
9779,South America,TV Ads,New Product Launch,4919,7350,19,57,0.7,2.07,9096,1
9780,Middle East,Social Media,New Product Launch,2396,4036,40,108,1.56,11.23,7750,1
9781,Middle East,TV Ads,New Product Launch,3564,5650,13,12,1.66,9.99,9840,0
9782,South America,Influencer,Brand Awareness,1655,5205,4,55,0.71,8.82,8905,1
9783,Asia,Social Media,New Product Launch,817,4853,22,28,2.8,3.98,17660,0
9784,Middle East,TV Ads,Brand Awareness,198,6789,9,102,2.02,11.32,13196,1
9785,Europe,Google Ads,New Product Launch,3017,8039,6,70,4.54,10.46,8734,1
9786,Middle East,Google Ads,New Product Launch,134,7610,14,91,3.3,6.76,19831,1
9787,Asia,Email,New Product Launch,209,6806,45,12,2.13,2.98,17966,1
9788,North America,Influencer,Discount,3920,5864,24,88,4.1,6.24,10875,1
9789,Middle East,Social Media,Discount,4262,4801,42,78,4.82,1.8,11940,0
9790,South America,Email,New Product Launch,284,279,22,61,0.72,8.3,2071,1
9791,Middle East,Social Media,New Product Launch,4552,8712,5,88,4.87,1.83,830,1
9792,Asia,TV Ads,New Product Launch,4703,3715,40,70,3.44,5.29,8910,1
9793,South America,Influencer,Brand Awareness,3480,7259,30,18,2.66,9.08,1544,1
9794,North America,Social Media,New Product Launch,4605,6870,9,8,4.64,9.76,19114,0
9795,North America,Influencer,Brand Awareness,2757,1864,18,114,1.3,7.85,9997,0
9796,Middle East,TV Ads,Brand Awareness,4497,351,43,90,3.53,1.31,9938,1
9797,Asia,TV Ads,Brand Awareness,2709,6382,37,67,3.84,8.66,4159,0
9798,North America,Google Ads,New Product Launch,1109,1724,42,60,4.96,1.86,7263,0
9799,Middle East,Social Media,Brand Awareness,3867,6436,32,59,3.31,4.51,1656,1
9800,Middle East,Email,New Product Launch,1779,6185,22,60,4.01,5.07,3752,1
9801,Middle East,Influencer,Brand Awareness,3357,3577,25,22,4.3,8.55,6063,0
9802,Middle East,TV Ads,Discount,217,4141,19,28,1.2,2.21,9806,1
9803,Middle East,Email,Discount,1376,6111,25,119,1.25,6.38,11458,1
9804,South America,TV Ads,New Product Launch,3566,4429,41,8,1.83,6.71,11855,1
9805,North America,TV Ads,Discount,421,2008,37,5,0.81,6.9,17848,1
9806,Middle East,Email,Discount,4682,7510,27,74,3.5,7.39,4889,1
9807,South America,Email,New Product Launch,1530,5869,35,103,1.97,4.93,18149,1
9808,Asia,Google Ads,New Product Launch,1739,6932,15,74,4.77,3.68,16147,0
9809,Middle East,Google Ads,New Product Launch,2884,4668,29,52,1.31,10.69,3514,1
9810,Asia,Social Media,Brand Awareness,1843,7171,6,74,1.77,2.37,1124,1
9811,Middle East,Influencer,Discount,4782,5965,42,118,0.96,3.23,8403,1
9812,Middle East,Google Ads,Discount,1712,823,19,29,0.65,9.71,11723,1
9813,Middle East,Social Media,Discount,712,8267,15,8,4.19,2.76,16617,1
9814,North America,TV Ads,Brand Awareness,3894,4190,5,97,3.92,9.51,14275,1
9815,Europe,Influencer,New Product Launch,3439,8155,17,27,0.71,5.74,2260,1
9816,North America,TV Ads,Brand Awareness,3911,6569,39,57,2.31,2.56,8980,1
9817,Asia,Email,Discount,278,5906,43,10,2.87,2.79,14601,1
9818,South America,TV Ads,New Product Launch,2774,8042,2,45,3.02,5.73,7348,0
9819,North America,Email,Discount,4431,1247,20,42,1.63,3.49,16593,1
9820,North America,Google Ads,New Product Launch,3802,2999,21,62,3.2,5.49,9517,0
9821,Asia,Google Ads,Discount,3844,1431,32,19,4.37,3.51,2967,1
9822,Asia,Influencer,New Product Launch,4651,1645,21,44,4.55,6.04,2479,1
9823,Asia,Google Ads,Discount,615,8832,23,32,4.39,8.37,2476,1
9824,South America,Email,New Product Launch,2496,1421,25,17,3.78,11.71,2876,0
9825,Europe,TV Ads,Discount,1445,4444,1,61,3.91,11.13,19949,0
9826,Europe,Email,Discount,2487,6359,39,104,2.37,7.3,11057,1
9827,South America,TV Ads,New Product Launch,4769,8340,21,16,4.5,9.79,14971,0
9828,Europe,Google Ads,New Product Launch,3904,6855,33,80,1.85,1.24,16132,1
9829,South America,TV Ads,New Product Launch,4627,8945,40,27,1.33,9.21,4226,1
9830,Middle East,TV Ads,Brand Awareness,2229,6318,46,47,4.81,7.87,10642,0
9831,North America,Influencer,Brand Awareness,869,8456,8,102,3.73,10.82,5883,0
9832,North America,Influencer,Brand Awareness,4359,7868,10,53,1.83,4.61,5915,1
9833,North America,Social Media,Discount,1691,8842,15,73,2.13,2.93,2735,1
9834,South America,TV Ads,New Product Launch,3035,4636,49,40,3.33,4.24,13441,0
9835,Asia,Google Ads,New Product Launch,3777,6696,35,35,4.95,5.27,16529,1
9836,North America,Email,New Product Launch,2959,6667,33,37,3.76,1.1,7274,1
9837,Middle East,Influencer,Brand Awareness,1428,5898,25,63,0.73,9.41,1365,1
9838,Middle East,Social Media,Discount,858,2842,24,22,3.42,4.71,617,0
9839,North America,TV Ads,Discount,3990,7603,47,32,1.36,7.68,4498,1
9840,North America,Influencer,Brand Awareness,2138,5732,12,30,1.62,2.28,10966,0
9841,Europe,Influencer,Brand Awareness,996,1594,11,60,1.99,3.37,2819,0
9842,South America,Email,Discount,377,2173,21,29,1.18,4.61,19089,1
9843,Middle East,Social Media,New Product Launch,3054,7329,9,7,3.79,2.72,18598,1
9844,Middle East,Google Ads,Brand Awareness,4249,3900,6,60,2.37,2.12,18365,0
9845,North America,TV Ads,Discount,4133,8291,10,70,3.12,2.59,17536,1
9846,Middle East,Google Ads,New Product Launch,1667,6807,38,33,0.6,3.76,11994,1
9847,South America,Social Media,New Product Launch,644,3488,48,92,2.09,3.98,5608,1
9848,North America,Influencer,Discount,3110,3450,28,28,1.31,4.94,16079,0
9849,South America,Email,Brand Awareness,3892,4457,26,31,4.8,6.03,15319,1
9850,North America,TV Ads,Discount,945,1107,32,14,4.3,6.69,14539,0
9851,Asia,Social Media,Brand Awareness,2030,8564,31,114,4.42,10.39,15955,1
9852,Middle East,Social Media,Discount,4497,8614,23,109,3.05,9.97,10935,0
9853,Middle East,Google Ads,Discount,4750,8259,26,81,1.06,1.47,13405,1
9854,Middle East,Social Media,Brand Awareness,1047,1897,49,75,1.15,1.33,16633,0
9855,Europe,Social Media,Discount,4695,5309,5,78,4.68,7.35,11940,0
9856,South America,TV Ads,New Product Launch,2021,1401,48,24,3.82,8.92,10809,1
9857,Middle East,Influencer,Brand Awareness,2891,2558,29,15,2.17,3.47,11220,1
9858,Asia,Email,Discount,4188,213,28,71,3.95,7.75,6828,1
9859,Middle East,Google Ads,New Product Launch,3394,1407,3,99,3.43,10.77,14488,1
9860,South America,Google Ads,Discount,591,6479,48,100,4.74,3.79,17973,1
9861,North America,Influencer,Discount,1362,4692,34,69,0.5,1.34,13405,0
9862,North America,Email,Discount,490,1863,26,10,2.49,3.4,18043,0
9863,Europe,Email,New Product Launch,985,1006,34,118,2.63,6.54,19517,1
9864,North America,Social Media,New Product Launch,2198,5604,39,6,2.26,2.27,11814,1
9865,Middle East,Email,New Product Launch,2242,1424,19,92,4.84,1.08,10182,1
9866,Middle East,Google Ads,Discount,1555,8564,11,113,1.64,3.56,2724,1
9867,Middle East,Influencer,New Product Launch,2981,5422,2,88,3.98,3.09,19251,0
9868,Middle East,Social Media,New Product Launch,525,6057,8,35,1.55,8.91,11676,1
9869,Asia,Google Ads,New Product Launch,3194,8064,11,38,3.49,9.27,4039,1
9870,Middle East,Social Media,Brand Awareness,132,6275,4,46,0.97,1.16,11803,0
9871,Asia,Social Media,New Product Launch,1589,737,38,5,4.12,2.76,19114,1
9872,North America,Social Media,Discount,211,2441,13,84,2.1,11.12,13909,1
9873,Europe,TV Ads,Brand Awareness,2889,5355,19,15,4.41,5.46,7279,0
9874,Asia,Social Media,Brand Awareness,4007,628,33,95,3.79,4.81,7147,0
9875,Europe,Social Media,New Product Launch,4713,497,33,79,0.81,9.91,8531,0
9876,South America,Email,New Product Launch,594,3014,32,87,0.89,8.45,11175,1
9877,Middle East,TV Ads,Discount,1244,421,36,19,4.12,7.84,13346,1
9878,Asia,Influencer,New Product Launch,2627,6480,21,118,2.52,5.75,14512,1
9879,South America,Social Media,Brand Awareness,558,6041,24,81,3.07,8.41,4523,1
9880,South America,Social Media,Discount,4215,4761,47,18,3.64,11.38,13514,0
9881,North America,Influencer,Discount,981,1107,33,72,3.25,8.71,16868,1
9882,Europe,Email,Discount,4077,8228,28,29,4.7,10.2,7065,1
9883,South America,Email,Brand Awareness,2098,5002,31,74,0.69,3.31,11823,1
9884,South America,TV Ads,New Product Launch,4938,6893,35,80,1.98,1.65,3822,1
9885,South America,Social Media,New Product Launch,4707,1516,11,48,2.62,4.24,9987,0
9886,Middle East,TV Ads,Discount,3450,2791,18,71,2.45,5.31,16594,1
9887,Middle East,Google Ads,New Product Launch,1990,5427,29,92,3.76,9.66,6595,1
9888,South America,TV Ads,Discount,1825,5249,14,80,4.55,6.63,18943,0
9889,North America,Influencer,New Product Launch,3079,3574,19,68,2.54,9.63,16938,1
9890,Europe,Influencer,Discount,2439,8317,29,12,1.84,9.51,3941,1
9891,Europe,Google Ads,New Product Launch,4043,7321,26,105,4.75,7.81,5446,1
9892,Middle East,Social Media,Discount,1972,6869,13,36,2.58,9.0,11072,1
9893,Middle East,Email,Discount,3632,2831,29,85,3.3,3.02,18243,1
9894,North America,Google Ads,New Product Launch,1653,2808,37,21,1.5,11.59,5215,1
9895,South America,Influencer,Brand Awareness,4253,3629,38,74,3.88,2.55,15117,1
9896,Asia,Email,Discount,3428,1767,46,84,3.77,8.77,18520,1
9897,Asia,TV Ads,Discount,3451,2490,26,65,1.88,11.4,15052,1
9898,Asia,Google Ads,New Product Launch,3699,2256,5,24,1.67,2.04,7842,1
9899,South America,Influencer,Brand Awareness,3777,5662,33,43,3.37,1.45,5364,1
9900,Middle East,Influencer,Discount,4361,2204,13,21,4.56,8.59,15097,0
9901,Middle East,Google Ads,Brand Awareness,3407,2067,41,116,3.46,7.95,15633,0
9902,Asia,Google Ads,Discount,2994,6371,41,24,1.29,8.04,6347,0
9903,Middle East,TV Ads,New Product Launch,3935,870,33,73,0.75,11.26,5951,1
9904,North America,Google Ads,Discount,2837,8868,14,111,1.77,7.78,16626,0
9905,Europe,Google Ads,Brand Awareness,2591,5699,33,87,1.92,3.72,12283,1
9906,Asia,Social Media,Brand Awareness,1698,3943,22,87,2.16,11.1,10412,1
9907,North America,TV Ads,New Product Launch,4842,8076,20,89,0.54,11.02,16005,0
9908,North America,Email,Brand Awareness,926,5670,8,105,2.26,8.47,4174,1
9909,South America,Influencer,Brand Awareness,4552,3004,9,12,2.87,8.15,8546,1
9910,Europe,TV Ads,Brand Awareness,4185,2891,28,5,2.89,7.09,2144,1
9911,North America,Social Media,Brand Awareness,2544,3115,37,88,3.29,10.3,3434,0
9912,Asia,Social Media,Discount,4461,8464,38,96,4.28,3.99,15006,0
9913,Asia,Influencer,Discount,1688,1388,7,81,1.93,4.67,4209,0
9914,Middle East,TV Ads,Brand Awareness,103,4579,35,29,0.89,6.59,14040,1
9915,North America,Social Media,New Product Launch,3109,3015,9,49,4.04,6.93,15111,1
9916,Europe,Email,Brand Awareness,659,3868,21,26,3.43,10.36,13852,0
9917,North America,Email,New Product Launch,120,1594,25,22,3.81,9.94,9483,1
9918,Asia,Google Ads,Discount,3067,2711,23,42,0.66,3.7,17109,1
9919,Middle East,Google Ads,Discount,2668,4558,18,119,1.73,7.65,541,1
9920,Asia,TV Ads,Discount,3863,687,14,6,1.62,5.47,16073,1
9921,Asia,Influencer,New Product Launch,1325,375,30,90,0.62,7.83,5615,0
9922,Asia,TV Ads,Discount,1002,2569,19,112,2.37,7.23,18325,1
9923,Asia,Social Media,Brand Awareness,3963,2385,25,53,3.64,6.59,3767,1
9924,Middle East,Influencer,New Product Launch,125,1004,46,7,4.04,4.03,14515,0
9925,Asia,Email,Discount,4666,7417,22,27,1.51,1.07,4553,1
9926,South America,Social Media,New Product Launch,804,2614,14,39,3.25,7.64,2710,1
9927,South America,Google Ads,Discount,514,2025,5,69,0.84,6.91,10622,1
9928,North America,Google Ads,Discount,1726,4860,19,109,4.7,6.84,2935,0
9929,Europe,Social Media,Brand Awareness,4890,4837,30,56,3.94,6.76,13867,0
9930,Asia,Email,Discount,2855,8468,49,110,4.93,7.83,2700,1
9931,South America,Influencer,Brand Awareness,1882,2348,25,97,3.06,6.52,14702,1
9932,Europe,Influencer,Brand Awareness,4397,1029,40,79,4.41,2.82,17696,1
9933,Middle East,Email,New Product Launch,1438,3200,20,43,4.8,3.45,14136,1
9934,South America,Social Media,Brand Awareness,2645,7235,21,22,3.27,2.01,9840,1
9935,Middle East,Google Ads,Discount,1114,1348,6,32,3.43,11.89,11749,1
9936,Asia,Social Media,Discount,2846,3198,15,58,2.42,6.9,16073,0
9937,North America,TV Ads,Brand Awareness,3144,8417,2,95,3.87,7.9,2665,0
9938,South America,Social Media,New Product Launch,4296,3721,5,59,2.64,2.76,7288,0
9939,Europe,Google Ads,New Product Launch,2565,5769,25,113,4.18,9.53,979,0
9940,South America,TV Ads,New Product Launch,3946,8519,4,70,0.89,6.22,12415,1
9941,North America,Google Ads,New Product Launch,3243,6552,42,35,4.86,2.84,8926,1
9942,South America,Email,Discount,2624,1374,42,115,4.12,6.27,16107,0
9943,South America,Google Ads,Discount,4711,4866,13,111,1.54,6.72,914,0
9944,Asia,Social Media,Brand Awareness,3272,4941,19,20,0.7,8.02,2394,1
9945,North America,Influencer,Discount,560,7864,26,52,1.16,3.45,6008,1
9946,Middle East,TV Ads,Discount,2314,8158,35,57,0.75,1.32,18432,0
9947,Middle East,Google Ads,Discount,2030,1104,41,22,4.17,5.45,3797,1
9948,Europe,Influencer,Discount,3033,5158,29,34,4.11,7.32,19867,1
9949,Middle East,Influencer,Brand Awareness,363,4744,34,115,4.95,5.65,6690,1
9950,Middle East,Influencer,Discount,3334,4219,23,73,0.94,2.67,1768,1
9951,Middle East,Influencer,Discount,930,7231,16,86,2.2,1.78,12241,0
9952,Asia,TV Ads,Brand Awareness,512,8332,9,13,4.39,10.89,13084,1
9953,Middle East,Email,Discount,493,6029,19,81,4.02,11.49,9091,0
9954,Europe,Google Ads,New Product Launch,1903,2705,49,55,2.79,3.51,2695,0
9955,North America,Google Ads,Discount,464,3382,14,22,3.22,4.3,12354,0
9956,North America,Social Media,Discount,418,6242,10,20,3.11,7.09,759,1
9957,Europe,Google Ads,New Product Launch,4287,5839,17,11,3.69,3.27,13035,1
9958,Europe,Google Ads,Discount,3025,935,49,102,4.17,7.66,1667,1
9959,Europe,Google Ads,Discount,1648,6688,16,71,3.39,7.1,9857,0
9960,South America,TV Ads,Brand Awareness,300,8254,2,83,3.12,6.29,1950,0
9961,South America,Email,New Product Launch,653,6935,29,65,3.86,6.61,3982,1
9962,North America,Email,Discount,3698,6136,47,86,0.77,3.68,5809,0
9963,North America,Social Media,Brand Awareness,2080,350,35,56,3.97,5.87,17986,1
9964,Europe,TV Ads,New Product Launch,4422,7274,40,42,3.83,2.6,7268,0
9965,Middle East,TV Ads,New Product Launch,2754,7465,20,113,1.21,8.42,4246,1
9966,Asia,Email,New Product Launch,2421,3584,21,102,3.79,8.63,16717,1
9967,South America,Google Ads,New Product Launch,3662,3818,24,91,3.71,8.43,957,1
9968,North America,Email,New Product Launch,3756,1922,32,65,4.88,6.81,4504,1
9969,Middle East,Influencer,New Product Launch,194,7850,2,110,2.89,7.64,16240,1
9970,Asia,TV Ads,New Product Launch,2320,4149,42,94,0.71,7.72,845,1
9971,Asia,Social Media,New Product Launch,299,7269,9,31,3.29,3.0,8329,1
9972,Europe,Social Media,Brand Awareness,2690,3999,20,106,1.18,3.04,9453,0
9973,North America,Influencer,New Product Launch,2710,8325,29,69,0.78,11.89,1526,1
9974,Europe,TV Ads,Brand Awareness,1778,8377,1,58,1.54,7.12,7543,1
9975,Middle East,TV Ads,Discount,4640,6246,45,47,0.9,11.94,9238,1
9976,North America,Google Ads,New Product Launch,833,6143,39,40,1.21,1.96,17659,1
9977,Europe,TV Ads,Discount,4797,7860,44,21,4.9,2.05,17790,1
9978,Middle East,Google Ads,Brand Awareness,2302,5059,26,118,4.35,4.65,11348,1
9979,North America,Social Media,Discount,1931,1012,25,71,0.68,10.42,10929,1
9980,Middle East,TV Ads,Discount,1765,582,31,60,0.96,10.05,11879,1
9981,North America,Influencer,Brand Awareness,3506,6642,4,37,4.48,7.24,7840,1
9982,Europe,TV Ads,Brand Awareness,3222,6498,32,83,2.18,5.94,6257,1
9983,Asia,Email,New Product Launch,4310,3645,5,95,4.68,4.89,14088,1
9984,Europe,Google Ads,Discount,1569,8251,22,67,4.3,5.97,10338,1
9985,North America,Email,New Product Launch,3272,6792,28,119,2.07,3.04,6364,1
9986,Europe,Google Ads,New Product Launch,2151,2660,9,62,2.1,6.01,3023,1
9987,Middle East,TV Ads,Discount,1763,1722,48,89,1.34,10.69,10488,1
9988,South America,Google Ads,New Product Launch,4788,489,5,101,4.35,7.45,16182,0
9989,North America,Social Media,New Product Launch,4281,8773,6,103,1.73,7.14,1582,0
9990,North America,Google Ads,Brand Awareness,4845,6474,34,89,0.73,5.88,15385,1
9991,Middle East,Influencer,New Product Launch,2197,5192,27,57,2.93,6.48,13059,0
9992,Europe,Social Media,Brand Awareness,4407,6811,41,66,3.96,1.99,14404,0
9993,Europe,Google Ads,New Product Launch,1187,1066,15,49,3.04,5.46,12258,1
9994,South America,Influencer,Discount,1506,7076,2,10,4.44,3.14,7786,0
9995,South America,Google Ads,New Product Launch,737,8124,24,19,2.33,4.04,10090,1
9996,South America,Email,Brand Awareness,1731,6906,31,88,4.25,1.29,19472,1
9997,Asia,Google Ads,Discount,3638,8214,40,68,1.09,3.77,16407,1
9998,Europe,Email,New Product Launch,3388,2773,8,102,2.98,3.91,7217,1
9999,Asia,TV Ads,New Product Launch,2459,6916,8,98,2.87,11.53,6186,0
10000,Middle East,Google Ads,Brand Awareness,2416,730,2,92,3.61,11.51,681,1
10001,North America,Influencer,Discount,3237,2700,43,56,2.47,7.08,7760,0
10002,Europe,Social Media,Discount,1272,7165,12,116,1.11,5.61,4577,0
10003,South America,Social Media,New Product Launch,2982,7722,40,57,1.16,2.39,19287,1
10004,Middle East,Email,New Product Launch,4314,3469,25,98,1.82,6.93,18905,1
10005,South America,TV Ads,New Product Launch,2737,7966,12,90,4.63,6.94,8515,0
10006,Middle East,Social Media,Discount,2321,534,19,97,4.69,5.27,13551,0
10007,Asia,Email,New Product Launch,149,4734,29,92,3.53,7.79,17762,0
10008,Middle East,Google Ads,New Product Launch,4993,7410,33,105,1.27,2.25,9362,1
10009,Europe,Email,Brand Awareness,931,2655,28,115,2.51,4.7,3743,0
10010,Asia,Influencer,Discount,2261,1731,46,110,1.11,10.47,6764,1
10011,Europe,Influencer,Discount,3331,8077,10,68,4.11,7.09,16564,1
10012,North America,Email,Discount,1465,3621,26,33,3.58,5.52,9264,1
10013,Asia,Social Media,Brand Awareness,1143,1624,17,53,4.37,4.35,2229,1
10014,Europe,Email,Brand Awareness,104,3278,31,82,1.03,7.14,6169,1
10015,North America,Google Ads,Brand Awareness,2769,8039,45,64,0.94,1.69,8848,0
10016,Middle East,Influencer,Brand Awareness,1328,1810,49,90,3.7,7.01,3706,0
10017,Europe,TV Ads,Discount,3267,880,43,33,2.35,11.9,1588,0
10018,Asia,Influencer,Brand Awareness,3745,5844,39,117,4.86,10.53,13936,0
10019,North America,Social Media,Brand Awareness,4296,5381,14,16,4.93,2.25,19939,1
10020,Middle East,TV Ads,Discount,1378,5758,1,19,3.45,4.3,15247,1
10021,South America,Google Ads,Discount,492,6463,33,19,4.33,1.44,1275,0
10022,Asia,Email,Brand Awareness,4953,6141,30,88,3.52,2.35,16233,1
10023,Europe,Google Ads,Discount,4397,2763,37,102,4.66,6.4,9084,1
10024,Middle East,TV Ads,Brand Awareness,4838,8137,29,26,1.17,8.46,8358,1
10025,Middle East,TV Ads,Brand Awareness,818,6016,13,41,2.43,7.95,8249,1
10026,Asia,TV Ads,Brand Awareness,3435,2321,48,12,2.06,2.98,4685,0
10027,North America,Google Ads,Brand Awareness,1881,4116,40,17,2.22,9.23,17289,1
10028,South America,TV Ads,Discount,3689,3881,16,91,0.52,1.52,19623,1
10029,Europe,Social Media,Discount,1351,1406,15,61,3.47,8.24,1392,1
10030,North America,Google Ads,Brand Awareness,3448,1664,6,22,2.28,4.39,12374,1
10031,Europe,Google Ads,New Product Launch,917,440,1,71,2.45,8.39,10791,1
10032,South America,TV Ads,Brand Awareness,914,7991,30,52,1.11,7.39,17544,1
10033,Middle East,Google Ads,New Product Launch,541,981,36,69,2.85,4.54,1623,1
10034,North America,Social Media,New Product Launch,670,4681,38,91,3.0,5.18,13066,0
10035,South America,Social Media,New Product Launch,1709,444,3,62,3.33,6.95,17076,0
10036,Asia,Email,Brand Awareness,4746,4373,32,33,1.7,8.67,13438,1
10037,Asia,Email,Discount,357,6416,19,113,1.82,1.41,10560,1
10038,Asia,Influencer,New Product Launch,3377,6961,25,63,3.07,2.69,1084,0
10039,North America,TV Ads,Brand Awareness,3015,2177,28,67,1.46,3.89,6320,1
10040,Asia,Email,Discount,3573,1130,47,110,4.61,11.64,18593,0
10041,South America,Google Ads,Discount,4639,4416,48,102,1.58,7.31,564,0
10042,Middle East,Social Media,Discount,2898,2618,18,95,3.34,6.45,4902,1
10043,South America,TV Ads,Discount,755,392,32,104,2.07,1.38,6513,1
10044,Asia,TV Ads,New Product Launch,2026,1165,37,79,3.75,9.11,6171,1
10045,North America,Email,Brand Awareness,3620,7798,20,64,3.99,10.44,15965,1
10046,South America,Google Ads,New Product Launch,3193,3555,14,21,4.84,3.0,6244,1
10047,Asia,Influencer,Discount,652,7777,25,100,3.41,9.24,5395,1
10048,Asia,Google Ads,Discount,3466,6592,17,30,4.41,7.37,1603,1
10049,South America,Google Ads,New Product Launch,2255,2111,38,94,2.92,4.2,18367,1
10050,North America,Google Ads,Brand Awareness,2252,6510,38,10,1.41,4.35,10136,0
10051,Middle East,Social Media,Brand Awareness,2277,7438,44,25,4.77,7.45,19416,1
10052,Middle East,Google Ads,Brand Awareness,784,263,40,76,3.43,3.37,6216,1
10053,Middle East,Influencer,Discount,4077,4723,17,24,4.33,9.5,2713,1
10054,South America,Google Ads,Discount,3793,2334,28,31,4.44,9.87,15163,0
10055,South America,Email,New Product Launch,1397,495,9,78,2.59,1.43,16843,0
10056,Middle East,Influencer,Discount,4663,4173,3,97,1.76,8.29,5870,0
10057,South America,Influencer,Discount,3212,6007,46,18,1.54,10.97,5050,0
10058,North America,Google Ads,Brand Awareness,2670,8314,16,32,1.58,9.38,16495,1
10059,South America,Google Ads,Brand Awareness,2815,8887,31,39,2.27,9.68,2500,1
10060,North America,Google Ads,Discount,460,2334,13,66,1.87,3.4,6131,1
10061,North America,Email,Brand Awareness,1392,2230,13,108,2.11,9.79,13142,1
10062,Asia,Influencer,Discount,2917,1207,31,41,3.62,5.19,8445,0
10063,Europe,Google Ads,Brand Awareness,2082,6690,10,92,1.53,2.17,17617,1
10064,Europe,Google Ads,Brand Awareness,2691,3947,2,40,1.58,9.99,5652,1
10065,Asia,Email,New Product Launch,3324,6499,27,111,3.86,2.56,2000,1
10066,Middle East,Google Ads,Discount,4389,1503,38,96,4.93,5.43,18429,1
10067,Asia,Influencer,Brand Awareness,4398,5307,15,67,3.86,2.54,9467,1
10068,Europe,Google Ads,Discount,1361,611,46,106,2.99,10.93,4782,0
10069,Asia,Influencer,Brand Awareness,201,1753,27,97,0.68,7.4,7820,0
10070,South America,Google Ads,Brand Awareness,2320,4728,28,21,3.33,2.21,18019,0
10071,Europe,TV Ads,Brand Awareness,1360,2835,5,69,3.35,9.05,6887,1
10072,Middle East,Email,New Product Launch,4722,3501,43,105,3.43,7.59,12596,1
10073,Middle East,Influencer,New Product Launch,4250,1427,13,78,1.86,2.02,17782,1
10074,South America,Google Ads,Discount,2020,2078,48,28,3.47,7.6,15662,0
10075,South America,Influencer,New Product Launch,3306,3207,48,76,3.34,4.47,2096,1
10076,North America,Influencer,Brand Awareness,2644,2990,37,6,2.52,7.82,17332,1
10077,South America,Google Ads,Discount,4679,4576,27,67,2.15,9.9,18436,0
10078,South America,Google Ads,New Product Launch,3030,6180,26,23,3.84,3.55,7440,1
10079,Middle East,TV Ads,Discount,189,4406,30,52,3.69,8.73,5123,1
10080,North America,Email,Discount,4436,3281,45,62,4.65,2.46,15588,1
