Student_ID,University,Course,Specialization,Year_of_Study,Gender,Attendance_Percentage,Internal_Marks,External_Marks,CGPA,Placement_Status
1014149,Anna University,B.Tech,Computer Science,3,Female,86.92,29,32,9.11,Not Placed
1014150,Mumbai University,BBA,Civil,3,Female,61.09,26,34,7.7,Not Placed
1014151,JNTU Hyderabad,MBA,Finance,1,Male,76.34,27,22,4.2,Placed
1014152,Anna University,MCA,Mechanical,3,Male,91.23,17,21,7.89,Placed
1014153,JNTU Hyderabad,B.Tech,Finance,4,Female,97.35,20,29,7.33,Placed
1014154,JNTU Hyderabad,B.Com,Civil,4,Male,98.82,23,61,8.96,Placed
1014155,Pune University,BBA,Mechanical,4,Male,70.55,22,30,6.96,Placed
1014156,JNTU Hyderabad,B.Tech,Marketing,2,Male,89.09,10,43,4.52,Placed
1014157,Anna University,BBA,Finance,4,Female,91.46,17,65,5.73,Placed
1014158,Mumbai University,B.Com,Mechanical,4,Female,68.57,12,40,4.87,Placed
1014159,Delhi University,B.Tech,Computer Science,2,Female,95.97,20,44,4.9,Not Placed
1014160,JNTU Hyderabad,B.Sc,Marketing,3,Female,74.89,16,29,6.96,Placed
1014161,JNTU Hyderabad,BBA,Marketing,1,Female,77.34,21,69,4.07,Not Placed
1014162,JNTU Hyderabad,BBA,Finance,2,Male,69.22,21,58,6.13,Placed
1014163,Pune University,B.Tech,Civil,4,Male,55.01,19,68,7.6,Placed
1014164,Mumbai University,MBA,Mechanical,4,Male,65.27,25,33,7.65,Not Placed
1014165,Delhi University,B.Com,Civil,3,Female,77.67,29,62,8.96,Not Placed
1014166,Anna University,B.Sc,Marketing,2,Male,75.94,16,31,4.95,Placed
1014167,Pune University,BBA,Civil,2,Male,96.76,10,23,7.03,Not Placed
1014168,Anna University,BBA,Data Science,4,Male,69.26,24,29,5.76,Placed
1014169,Pune University,B.Com,Computer Science,3,Male,74.42,22,51,6.23,Not Placed
1014170,Anna University,MBA,Mechanical,1,Male,72.37,12,51,6.03,Not Placed
1014171,Anna University,B.Tech,Computer Science,4,Male,57.35,29,46,5.54,Placed
1014172,Delhi University,MCA,Data Science,3,Female,95.72,26,33,9.36,Placed
1014173,JNTU Hyderabad,BBA,Mechanical,4,Male,95.77,16,45,9.41,Placed
1014174,Anna University,B.Sc,Mechanical,1,Male,79.43,11,66,8.53,Placed
1014175,Mumbai University,MCA,Civil,4,Male,90.31,18,48,9.07,Placed
1014176,Pune University,B.Com,Data Science,4,Male,73.83,21,69,9.61,Placed
1014177,Mumbai University,BBA,Marketing,4,Male,61.26,18,50,6.06,Placed
1014178,JNTU Hyderabad,BBA,Computer Science,3,Male,93.75,26,61,5.33,Not Placed
1014179,Mumbai University,B.Sc,Finance,3,Male,96.18,18,35,4.02,Not Placed
1014180,Pune University,B.Sc,Data Science,2,Female,80.46,11,28,8.75,Not Placed
1014181,Mumbai University,MBA,Civil,3,Male,67.8,21,28,6.5,Not Placed
1014182,JNTU Hyderabad,MCA,Data Science,1,Female,89.8,16,30,9.98,Placed
1014183,Pune University,B.Tech,Marketing,1,Female,74.2,28,56,8.61,Placed
1014184,Mumbai University,B.Sc,Civil,1,Male,67.33,25,60,6.39,Placed
1014185,Mumbai University,BBA,Civil,1,Male,55.56,24,28,8.5,Placed
1014186,Anna University,B.Sc,Mechanical,4,Male,68.24,28,48,8.0,Placed
1014187,Delhi University,BBA,Mechanical,3,Male,59.79,15,54,9.21,Not Placed
1014188,JNTU Hyderabad,BBA,Civil,3,Male,93.1,27,23,6.44,Not Placed
1014189,Pune University,MBA,Civil,2,Other,95.4,22,25,9.31,Placed
1014190,Pune University,B.Com,Data Science,1,Male,79.84,22,27,7.96,Placed
1014191,Delhi University,MBA,Finance,2,Male,93.96,13,43,6.39,Placed
1014192,Pune University,B.Com,Civil,3,Male,96.55,15,61,8.14,Placed
1014193,Delhi University,MCA,Marketing,1,Female,74.26,17,27,6.92,Placed
1014194,JNTU Hyderabad,B.Sc,Computer Science,3,Female,94.73,12,21,5.53,Not Placed
1014195,JNTU Hyderabad,B.Sc,Finance,2,Male,69.65,13,68,5.24,Placed
1014196,Delhi University,MBA,Mechanical,2,Female,91.02,26,69,7.13,Not Placed
1014197,Delhi University,MCA,Finance,3,Female,66.02,20,65,8.72,Not Placed
1014198,Delhi University,B.Sc,Data Science,2,Male,76.15,28,28,8.83,Placed
1014199,JNTU Hyderabad,BBA,Civil,2,Male,56.68,22,30,4.75,Placed
1014200,Anna University,MBA,Data Science,2,Female,68.21,28,48,5.3,Placed
1014201,Pune University,MCA,Data Science,4,Female,66.08,12,62,6.43,Placed
1014202,JNTU Hyderabad,MCA,Finance,2,Male,74.53,15,31,5.07,Placed
1014203,JNTU Hyderabad,BBA,Computer Science,4,Female,95.75,29,39,6.38,Placed
1014204,Delhi University,B.Sc,Finance,2,Female,86.47,25,52,9.83,Placed
1014205,Pune University,B.Com,Marketing,4,Female,65.57,10,62,4.6,Placed
1014206,JNTU Hyderabad,MBA,Data Science,1,Male,67.9,28,68,8.46,Not Placed
1014207,Mumbai University,B.Sc,Computer Science,4,Male,82.76,24,68,7.72,Not Placed
1014208,Pune University,MBA,Marketing,4,Male,58.46,21,53,5.64,Not Placed
1014209,Pune University,B.Com,Data Science,3,Male,65.45,21,36,9.93,Placed
1014210,JNTU Hyderabad,B.Tech,Finance,1,Male,70.19,20,35,5.47,Not Placed
1014211,Mumbai University,BBA,Data Science,3,Male,56.68,19,21,7.45,Not Placed
1014212,Pune University,B.Com,Marketing,4,Male,86.63,29,40,7.58,Not Placed
1014213,JNTU Hyderabad,BBA,Civil,3,Male,87.34,27,45,6.78,Placed
1014214,Mumbai University,MCA,Civil,3,Male,55.59,27,40,4.61,Not Placed
1014215,Mumbai University,BBA,Computer Science,1,Male,85.48,23,60,4.07,Not Placed
1014216,Delhi University,B.Tech,Civil,1,Male,85.26,27,60,6.1,Not Placed
1014217,Anna University,B.Tech,Computer Science,4,Male,92.52,15,64,7.68,Not Placed
1014218,JNTU Hyderabad,MCA,Mechanical,1,Male,65.3,27,27,8.32,Placed
1014219,Delhi University,B.Sc,Marketing,3,Female,76.57,20,69,9.59,Placed
1014220,Anna University,B.Tech,Mechanical,3,Female,91.65,23,54,4.42,Placed
1014221,Anna University,B.Com,Mechanical,1,Female,92.47,23,49,6.01,Placed
1014222,Pune University,B.Sc,Computer Science,2,Male,76.36,28,65,7.57,Placed
1014223,Delhi University,MCA,Mechanical,4,Male,79.22,26,69,7.3,Placed
1014224,Mumbai University,MBA,Mechanical,4,Female,80.22,12,24,8.3,Placed
1014225,Mumbai University,MCA,Data Science,2,Male,73.45,15,45,9.47,Placed
1014226,Delhi University,B.Sc,Marketing,2,Female,67.42,17,68,4.08,Placed
1014227,Delhi University,MCA,Marketing,4,Female,91.58,23,41,5.8,Placed
1014228,Pune University,BBA,Computer Science,4,Female,83.47,12,56,8.91,Not Placed
1014229,Mumbai University,MCA,Data Science,4,Female,84.96,16,44,5.31,Placed
1014230,JNTU Hyderabad,B.Sc,Data Science,4,Male,62.66,18,26,6.09,Placed
1014231,JNTU Hyderabad,B.Sc,Marketing,2,Female,92.71,11,29,6.87,Placed
1014232,Mumbai University,B.Com,Civil,4,Male,81.44,14,38,7.98,Not Placed
1014233,Mumbai University,MBA,Marketing,1,Female,90.63,12,53,8.79,Placed
1014234,JNTU Hyderabad,B.Tech,Data Science,2,Female,88.92,18,58,4.4,Placed
1014235,Pune University,BBA,Mechanical,4,Female,73.14,25,38,9.88,Placed
1014236,Pune University,B.Sc,Data Science,3,Male,91.01,13,21,7.0,Placed
1014237,Pune University,MBA,Data Science,4,Female,59.7,25,59,4.16,Placed
1014238,Mumbai University,MBA,Mechanical,1,Female,85.35,20,35,6.12,Placed
1014239,Delhi University,MBA,Finance,4,Male,71.55,13,59,6.66,Placed
1014240,JNTU Hyderabad,B.Tech,Marketing,2,Male,62.63,10,53,7.93,Placed
1014241,Pune University,MBA,Computer Science,4,Female,61.86,19,41,9.47,Placed
1014242,Delhi University,B.Sc,Marketing,2,Male,70.72,29,59,8.93,Not Placed
1014243,Delhi University,B.Com,Civil,3,Male,68.87,15,57,5.78,Placed
1014244,Pune University,B.Tech,Mechanical,3,Male,76.67,17,24,7.44,Not Placed
1014245,Delhi University,B.Com,Civil,1,Male,90.19,14,46,6.71,Placed
1014246,Anna University,B.Sc,Mechanical,1,Male,58.15,10,45,9.07,Not Placed
1014247,Anna University,B.Com,Mechanical,1,Female,88.25,19,67,6.42,Placed
1014248,JNTU Hyderabad,MCA,Computer Science,3,Male,60.7,13,36,8.33,Placed
1014249,Anna University,MBA,Mechanical,1,Male,84.04,18,61,8.52,Placed
1014250,Pune University,MCA,Marketing,1,Male,81.92,18,34,4.95,Placed
1014251,Pune University,BBA,Computer Science,2,Male,68.81,20,21,6.2,Placed
1014252,JNTU Hyderabad,BBA,Computer Science,1,Male,79.75,10,40,6.06,Placed
1014253,JNTU Hyderabad,B.Com,Finance,2,Female,84.73,28,53,9.11,Placed
1014254,Mumbai University,MBA,Civil,4,Female,78.21,28,63,6.76,Not Placed
1014255,Delhi University,B.Com,Mechanical,2,Male,91.07,22,65,4.7,Placed
1014256,Delhi University,MBA,Civil,1,Female,75.6,22,64,9.76,Placed
1014257,Delhi University,B.Tech,Computer Science,3,Female,92.56,24,40,8.57,Not Placed
1014258,JNTU Hyderabad,BBA,Marketing,3,Male,84.09,11,62,9.93,Placed
1014259,Delhi University,B.Com,Marketing,3,Female,63.34,16,50,7.35,Not Placed
1014260,JNTU Hyderabad,MCA,Mechanical,1,Male,77.57,26,55,9.22,Placed
1014261,Mumbai University,B.Tech,Computer Science,3,Male,72.23,18,56,5.44,Placed
1014262,Mumbai University,B.Tech,Marketing,2,Female,67.55,26,60,9.75,Placed
1014263,JNTU Hyderabad,B.Sc,Finance,2,Female,74.17,29,37,7.14,Placed
1014264,Mumbai University,B.Tech,Marketing,2,Male,89.56,20,26,6.84,Placed
1014265,JNTU Hyderabad,B.Sc,Data Science,1,Male,93.96,12,59,4.44,Placed
1014266,Delhi University,B.Sc,Computer Science,1,Male,65.16,21,66,7.66,Placed
1014267,Pune University,B.Com,Computer Science,3,Female,83.27,18,48,5.07,Placed
1014268,Anna University,MCA,Finance,4,Female,66.56,18,33,5.89,Not Placed
1014269,Anna University,BBA,Computer Science,2,Male,74.35,17,45,4.49,Placed
1014270,Pune University,BBA,Finance,2,Male,86.68,12,54,9.07,Placed
1014271,Anna University,MBA,Mechanical,1,Female,66.73,18,22,6.57,Placed
1014272,Pune University,BBA,Computer Science,3,Male,84.69,13,20,4.96,Placed
1014273,Delhi University,B.Sc,Civil,4,Male,77.92,28,35,5.1,Placed
1014274,Anna University,B.Sc,Computer Science,2,Male,92.1,20,22,8.04,Not Placed
1014275,Mumbai University,MCA,Marketing,3,Female,89.6,29,67,6.39,Not Placed
1014276,Anna University,B.Com,Data Science,2,Male,84.18,12,24,7.01,Placed
1014277,Delhi University,MBA,Mechanical,3,Male,98.58,21,35,8.7,Placed
1014278,JNTU Hyderabad,B.Com,Data Science,1,Male,90.37,14,30,6.51,Placed
1014279,JNTU Hyderabad,B.Tech,Computer Science,4,Female,96.26,22,40,6.52,Placed
1014280,Anna University,BBA,Finance,2,Female,71.88,27,66,9.57,Placed
1014281,Mumbai University,BBA,Finance,2,Female,57.37,10,41,9.25,Not Placed
1014282,Anna University,BBA,Data Science,1,Male,72.27,21,40,4.76,Not Placed
1014283,Anna University,B.Com,Marketing,2,Female,92.29,21,47,5.4,Placed
1014284,Pune University,MCA,Computer Science,4,Male,82.02,24,54,4.5,Not Placed
1014285,Pune University,MCA,Finance,2,Male,99.26,25,33,7.93,Not Placed
1014286,Delhi University,B.Sc,Mechanical,1,Male,75.67,11,40,6.15,Placed
1014287,Pune University,B.Sc,Marketing,4,Female,91.91,13,44,7.5,Not Placed
1014288,Pune University,B.Tech,Data Science,3,Female,81.85,24,56,8.38,Placed
1014289,Pune University,BBA,Marketing,1,Male,94.77,12,52,6.98,Placed
1014290,Mumbai University,MCA,Finance,3,Female,62.28,12,44,8.53,Placed
1014291,Delhi University,B.Sc,Marketing,2,Male,85.17,25,41,8.32,Placed
1014292,Mumbai University,MCA,Data Science,3,Male,73.9,14,57,8.29,Placed
1014293,Pune University,MBA,Marketing,1,Female,94.48,16,44,7.89,Placed
1014294,Pune University,MBA,Computer Science,4,Male,89.18,24,34,4.32,Placed
1014295,Pune University,B.Tech,Finance,3,Male,99.27,22,26,8.86,Placed
1014296,JNTU Hyderabad,B.Sc,Finance,2,Male,80.6,24,31,4.8,Placed
1014297,Anna University,BBA,Mechanical,4,Female,56.8,13,61,4.92,Placed
1014298,Mumbai University,MCA,Marketing,3,Female,90.71,25,58,8.09,Placed
1014299,Mumbai University,MBA,Data Science,3,Male,57.2,25,66,7.74,Not Placed
1014300,Delhi University,MCA,Finance,1,Male,76.79,19,54,6.52,Not Placed
1014301,Delhi University,B.Tech,Marketing,4,Male,99.29,14,60,8.05,Not Placed
1014302,Mumbai University,B.Com,Finance,4,Female,62.62,11,59,7.4,Placed
1014303,Anna University,B.Com,Mechanical,2,Female,55.33,22,65,9.13,Not Placed
1014304,Mumbai University,MBA,Data Science,1,Female,57.64,25,49,8.55,Placed
1014305,Mumbai University,B.Tech,Finance,1,Female,92.93,17,46,4.93,Placed
1014306,JNTU Hyderabad,B.Sc,Finance,3,Female,73.11,22,42,6.01,Placed
1014307,JNTU Hyderabad,MBA,Finance,1,Female,69.53,28,30,7.17,Not Placed
1014308,Mumbai University,B.Com,Computer Science,4,Female,97.29,22,43,7.25,Placed
1014309,Pune University,B.Sc,Marketing,4,Female,73.85,23,30,9.58,Not Placed
1014310,Mumbai University,B.Com,Mechanical,2,Male,71.26,11,35,6.13,Not Placed
1014311,Anna University,B.Com,Civil,3,Male,92.58,26,50,4.64,Not Placed
1014312,JNTU Hyderabad,MCA,Mechanical,1,Male,62.68,24,20,9.69,Placed
1014313,Pune University,B.Sc,Computer Science,3,Female,73.79,27,35,8.76,Placed
1014314,JNTU Hyderabad,BBA,Marketing,1,Male,69.9,21,61,4.54,Placed
1014315,Pune University,B.Sc,Mechanical,4,Female,66.63,14,68,8.87,Not Placed
1014316,JNTU Hyderabad,BBA,Finance,3,Male,99.86,20,51,7.04,Placed
1014317,JNTU Hyderabad,B.Sc,Data Science,3,Female,55.57,14,51,5.53,Placed
1014318,JNTU Hyderabad,BBA,Data Science,4,Male,72.66,19,34,4.91,Not Placed
1014319,Pune University,MBA,Finance,4,Male,60.4,21,25,5.26,Not Placed
1014320,Mumbai University,B.Sc,Computer Science,4,Female,87.05,19,55,6.88,Placed
1014321,Anna University,B.Tech,Computer Science,1,Male,93.83,27,64,9.38,Placed
1014322,Anna University,MCA,Mechanical,4,Female,56.07,28,47,7.5,Placed
1014323,Delhi University,MCA,Computer Science,1,Female,75.59,25,44,8.38,Placed
1014324,Delhi University,B.Com,Data Science,3,Male,62.79,24,69,6.35,Not Placed
1014325,Mumbai University,MBA,Finance,1,Female,91.47,25,25,6.18,Not Placed
1014326,Delhi University,MBA,Civil,2,Male,92.86,22,38,6.27,Placed
1014327,Mumbai University,BBA,Data Science,3,Female,76.75,29,38,9.53,Placed
1014328,Anna University,MCA,Mechanical,3,Male,87.46,11,50,4.14,Placed
1014329,Delhi University,B.Tech,Civil,2,Male,81.68,28,20,5.75,Placed
1014330,Anna University,B.Com,Civil,3,Female,75.08,15,25,6.59,Not Placed
1014331,Pune University,BBA,Computer Science,2,Male,80.65,22,35,6.49,Not Placed
1014332,Anna University,BBA,Civil,3,Female,57.17,13,32,6.25,Placed
1014333,Pune University,B.Sc,Civil,1,Female,78.25,14,48,8.55,Not Placed
1014334,Anna University,MCA,Computer Science,3,Female,88.17,29,29,5.13,Not Placed
1014335,Anna University,BBA,Finance,4,Male,88.56,19,67,9.16,Placed
1014336,Delhi University,B.Tech,Computer Science,2,Female,91.12,25,52,8.07,Placed
1014337,Pune University,B.Tech,Data Science,1,Female,96.47,16,26,5.45,Placed
1014338,Delhi University,B.Sc,Marketing,2,Female,64.75,23,60,8.55,Not Placed
1014339,Mumbai University,B.Tech,Finance,4,Male,79.34,28,57,8.51,Placed
1014340,JNTU Hyderabad,B.Tech,Marketing,3,Female,89.95,18,58,5.76,Not Placed
1014341,JNTU Hyderabad,MBA,Civil,1,Male,81.82,18,59,5.11,Placed
1014342,Mumbai University,B.Tech,Civil,3,Female,98.55,12,45,5.2,Not Placed
1014343,Anna University,B.Tech,Civil,4,Male,86.15,11,49,9.89,Not Placed
1014344,Mumbai University,BBA,Computer Science,1,Female,63.99,26,50,4.76,Placed
1014345,Delhi University,B.Tech,Computer Science,4,Female,85.68,25,50,9.46,Placed
1014346,Mumbai University,MCA,Computer Science,4,Female,68.81,27,23,9.44,Not Placed
1014347,Anna University,MBA,Mechanical,1,Female,75.1,23,62,5.24,Placed
1014348,Anna University,MCA,Mechanical,4,Female,90.11,26,22,9.92,Not Placed
1014349,JNTU Hyderabad,MBA,Data Science,4,Female,84.92,16,46,4.91,Not Placed
1014350,Mumbai University,BBA,Data Science,1,Male,72.62,29,55,5.92,Placed
1014351,Mumbai University,MCA,Marketing,2,Female,83.01,28,31,6.26,Not Placed
1014352,Mumbai University,B.Com,Mechanical,3,Female,69.9,21,40,4.39,Placed
1014353,Pune University,MCA,Civil,4,Male,67.56,29,44,8.54,Placed
1014354,JNTU Hyderabad,B.Sc,Civil,3,Male,84.38,16,58,4.25,Not Placed
1014355,JNTU Hyderabad,MBA,Mechanical,2,Male,72.47,25,25,6.73,Placed
1014356,JNTU Hyderabad,MBA,Data Science,3,Female,95.36,29,48,8.06,Placed
1014357,Delhi University,BBA,Data Science,4,Male,87.88,18,29,9.06,Placed
1014358,Mumbai University,B.Tech,Finance,1,Female,72.6,18,48,7.95,Placed
1014359,Mumbai University,BBA,Data Science,1,Male,64.17,11,25,4.35,Not Placed
1014360,Anna University,MCA,Marketing,1,Male,97.06,12,51,4.68,Not Placed
1014361,Pune University,MCA,Finance,3,Female,93.22,26,29,8.22,Not Placed
1014362,JNTU Hyderabad,MBA,Finance,2,Female,63.37,11,20,8.14,Placed
1014363,Pune University,B.Sc,Data Science,1,Male,91.36,13,36,6.48,Placed
1014364,JNTU Hyderabad,B.Com,Mechanical,2,Female,94.52,27,33,9.42,Placed
1014365,Mumbai University,B.Tech,Data Science,1,Female,99.56,14,20,6.68,Placed
1014366,Anna University,B.Tech,Civil,2,Male,86.87,13,25,8.46,Placed
1014367,Pune University,B.Com,Civil,1,Female,66.22,23,57,7.58,Not Placed
1014368,Pune University,MBA,Data Science,3,Male,67.89,15,54,6.71,Placed
1014369,Delhi University,B.Tech,Civil,3,Male,73.31,24,41,7.27,Placed
1014370,Delhi University,BBA,Mechanical,2,Male,96.91,15,52,5.09,Placed
1014371,Mumbai University,B.Sc,Data Science,2,Female,75.01,26,68,7.46,Placed
1014372,Anna University,MCA,Finance,3,Male,68.72,22,42,7.55,Placed
1014373,Mumbai University,B.Com,Marketing,3,Female,88.1,12,56,4.55,Not Placed
1014374,Delhi University,MBA,Mechanical,1,Male,89.13,19,68,6.69,Placed
1014375,Anna University,BBA,Computer Science,2,Female,95.08,28,49,6.95,Placed
1014376,Pune University,B.Tech,Marketing,4,Male,79.49,16,48,6.06,Placed
1014377,Mumbai University,MCA,Civil,3,Male,86.49,12,38,4.07,Placed
1014378,Anna University,MBA,Mechanical,1,Male,64.34,10,40,4.55,Placed
1014379,Delhi University,MCA,Computer Science,2,Female,74.16,28,41,5.98,Placed
1014380,Delhi University,MCA,Civil,1,Female,75.08,15,56,5.17,Not Placed
1014381,Anna University,BBA,Mechanical,4,Male,93.22,12,38,8.33,Placed
1014382,Pune University,MBA,Mechanical,4,Female,95.21,11,22,9.83,Placed
1014383,Pune University,B.Sc,Computer Science,2,Male,63.75,17,58,4.01,Placed
1014384,JNTU Hyderabad,BBA,Mechanical,3,Female,60.13,21,26,6.01,Placed
1014385,Pune University,MCA,Finance,4,Female,67.02,27,56,7.93,Placed
1014386,JNTU Hyderabad,BBA,Data Science,3,Female,99.99,20,27,6.6,Placed
1014387,Anna University,MBA,Data Science,1,Male,79.46,19,47,7.03,Not Placed
1014388,Mumbai University,B.Com,Marketing,1,Male,73.06,11,29,8.44,Not Placed
1014389,Delhi University,MBA,Marketing,4,Female,92.16,19,63,6.81,Placed
1014390,Pune University,MBA,Civil,3,Male,69.52,16,48,6.75,Placed
1014391,Pune University,MBA,Computer Science,4,Female,69.0,19,31,7.06,Not Placed
1014392,Mumbai University,B.Com,Mechanical,2,Male,60.03,12,57,7.9,Placed
1014393,Pune University,MCA,Mechanical,3,Female,85.26,25,64,5.33,Placed
1014394,JNTU Hyderabad,MCA,Data Science,3,Female,60.0,23,69,8.0,Placed
1014395,Anna University,B.Tech,Computer Science,3,Female,64.28,12,51,5.05,Not Placed
1014396,JNTU Hyderabad,MCA,Civil,3,Other,81.49,23,53,8.44,Placed
1014397,Pune University,B.Tech,Finance,4,Male,61.98,11,27,5.26,Not Placed
1014398,Mumbai University,BBA,Mechanical,2,Male,92.87,22,44,9.23,Not Placed
1014399,Mumbai University,B.Sc,Civil,1,Male,57.16,10,69,8.16,Placed
1014400,JNTU Hyderabad,B.Sc,Computer Science,3,Male,66.83,29,49,9.33,Placed
1014401,Delhi University,MBA,Marketing,3,Female,66.02,28,52,5.31,Placed
1014402,Delhi University,MBA,Computer Science,1,Male,91.18,16,46,6.74,Placed
1014403,Mumbai University,BBA,Marketing,1,Female,89.53,13,28,5.74,Placed
1014404,Pune University,MCA,Mechanical,2,Female,63.08,27,31,5.36,Placed
1014405,Delhi University,BBA,Computer Science,4,Female,95.83,26,62,6.44,Placed
1014406,Delhi University,B.Sc,Mechanical,3,Male,73.75,16,23,4.72,Not Placed
1014407,Mumbai University,MBA,Data Science,1,Male,99.98,10,58,6.34,Not Placed
1014408,Pune University,B.Sc,Data Science,3,Male,76.12,25,61,4.27,Placed
1014409,JNTU Hyderabad,B.Sc,Computer Science,2,Male,64.74,18,29,5.69,Placed
1014410,Anna University,MCA,Computer Science,2,Female,67.04,20,58,6.27,Not Placed
1014411,Pune University,MCA,Marketing,2,Female,95.5,26,46,4.76,Placed
1014412,JNTU Hyderabad,B.Sc,Data Science,2,Male,68.44,25,53,5.85,Not Placed
1014413,Delhi University,MCA,Mechanical,1,Male,71.03,11,39,9.93,Placed
1014414,Anna University,MBA,Civil,3,Male,66.94,24,31,6.24,Placed
1014415,Pune University,B.Tech,Data Science,2,Male,75.15,28,23,5.56,Placed
1014416,JNTU Hyderabad,BBA,Finance,1,Female,59.83,22,34,9.22,Placed
1014417,Anna University,B.Com,Marketing,1,Male,69.01,21,60,4.98,Placed
1014418,JNTU Hyderabad,B.Tech,Mechanical,1,Female,61.99,20,30,5.37,Not Placed
1014419,Anna University,B.Tech,Finance,4,Male,96.14,18,62,7.98,Placed
1014420,Pune University,B.Sc,Mechanical,3,Female,56.68,19,21,7.09,Placed
1014421,Anna University,MCA,Civil,3,Male,60.0,12,30,6.13,Placed
1014422,Anna University,BBA,Finance,4,Female,94.92,12,53,4.03,Placed
1014423,Delhi University,MCA,Marketing,4,Female,69.9,19,63,8.12,Placed
1014424,Mumbai University,BBA,Civil,4,Male,96.68,21,38,9.32,Not Placed
1014425,Mumbai University,B.Sc,Data Science,2,Male,72.61,23,40,4.12,Placed
1014426,Mumbai University,B.Tech,Mechanical,2,Female,94.66,12,41,6.7,Placed
1014427,Anna University,BBA,Computer Science,3,Female,62.3,20,21,9.96,Not Placed
1014428,Delhi University,B.Sc,Computer Science,4,Female,95.36,28,34,5.08,Not Placed
1014429,Anna University,B.Com,Marketing,3,Female,97.52,11,22,4.86,Not Placed
1014430,Mumbai University,B.Tech,Computer Science,4,Female,59.68,11,33,6.15,Placed
1014431,Delhi University,B.Tech,Computer Science,3,Female,59.56,14,65,8.07,Placed
1014432,Pune University,B.Sc,Mechanical,4,Male,63.94,19,34,9.39,Placed
1014433,Anna University,B.Sc,Finance,3,Female,59.57,27,23,6.91,Placed
1014434,Mumbai University,MBA,Civil,3,Female,63.04,23,62,7.73,Not Placed
1014435,Anna University,B.Com,Mechanical,3,Male,91.75,23,46,9.82,Placed
1014436,Anna University,BBA,Civil,4,Female,76.87,12,50,7.35,Placed
1014437,JNTU Hyderabad,B.Tech,Mechanical,4,Male,55.73,23,24,7.94,Placed
1014438,JNTU Hyderabad,BBA,Finance,1,Male,55.59,22,59,8.21,Placed
1014439,Mumbai University,MBA,Civil,3,Male,63.27,17,54,4.81,Not Placed
1014440,Pune University,MCA,Civil,4,Male,56.06,12,56,8.45,Not Placed
1014441,Mumbai University,B.Com,Computer Science,1,Female,78.53,19,44,9.97,Not Placed
1014442,Mumbai University,MBA,Computer Science,3,Female,70.83,27,36,5.57,Placed
1014443,Mumbai University,B.Sc,Computer Science,3,Male,55.37,19,38,8.66,Not Placed
1014444,Anna University,B.Com,Civil,2,Male,87.62,11,54,8.75,Placed
1014445,Anna University,B.Com,Marketing,4,Female,67.15,26,43,6.15,Placed
1014446,Pune University,MBA,Marketing,3,Male,56.35,12,68,4.88,Placed
1014447,JNTU Hyderabad,BBA,Civil,2,Male,61.22,10,21,7.24,Placed
1014448,JNTU Hyderabad,B.Com,Mechanical,4,Male,95.2,28,45,7.24,Placed
1014449,Delhi University,MCA,Civil,2,Male,82.06,18,40,6.85,Placed
1014450,Anna University,MCA,Data Science,1,Male,96.9,20,28,7.4,Not Placed
1014451,Anna University,BBA,Finance,1,Male,77.34,22,32,5.1,Not Placed
1014452,Anna University,B.Sc,Civil,3,Male,93.4,19,43,6.59,Placed
1014453,Pune University,BBA,Marketing,4,Male,75.56,29,36,5.98,Placed
1014454,Anna University,MBA,Mechanical,2,Male,98.26,15,49,9.54,Placed
1014455,Anna University,B.Tech,Data Science,3,Female,67.74,29,30,6.95,Not Placed
1014456,Anna University,MBA,Civil,3,Male,56.42,26,44,6.8,Not Placed
1014457,Pune University,MBA,Computer Science,4,Female,92.4,29,58,7.64,Not Placed
1014458,JNTU Hyderabad,BBA,Marketing,2,Female,56.65,25,27,7.62,Placed
1014459,JNTU Hyderabad,MCA,Finance,1,Male,92.73,11,64,9.8,Placed
1014460,Anna University,B.Tech,Mechanical,2,Male,61.46,23,40,5.21,Not Placed
1014461,JNTU Hyderabad,BBA,Civil,2,Female,61.45,11,38,6.54,Placed
1014462,JNTU Hyderabad,BBA,Marketing,3,Female,62.28,29,21,9.38,Placed
1014463,JNTU Hyderabad,B.Tech,Data Science,2,Male,65.46,26,37,8.87,Not Placed
1014464,Delhi University,MBA,Marketing,3,Female,79.67,28,50,5.37,Not Placed
1014465,Pune University,B.Sc,Civil,3,Female,98.67,27,68,8.02,Not Placed
1014466,Anna University,B.Com,Civil,4,Female,88.0,12,67,4.93,Not Placed
1014467,JNTU Hyderabad,B.Sc,Computer Science,1,Female,64.9,26,52,5.87,Not Placed
1014468,JNTU Hyderabad,B.Com,Computer Science,1,Female,77.74,23,61,7.99,Placed
1014469,Delhi University,MCA,Data Science,2,Male,82.81,17,43,5.51,Placed
1014470,JNTU Hyderabad,BBA,Mechanical,3,Female,74.55,24,31,8.55,Placed
1014471,Delhi University,B.Tech,Data Science,4,Female,87.32,18,34,5.27,Placed
1014472,Mumbai University,MBA,Mechanical,3,Male,65.19,20,22,6.61,Not Placed
1014473,JNTU Hyderabad,B.Sc,Civil,3,Male,87.57,11,42,6.26,Placed
1014474,JNTU Hyderabad,MCA,Data Science,4,Male,55.28,26,30,4.69,Placed
1014475,JNTU Hyderabad,B.Com,Civil,2,Female,58.75,29,64,7.68,Placed
1014476,Mumbai University,MCA,Marketing,2,Male,69.72,19,46,9.45,Placed
