Date,City,State,Avg_Temperature_C,Rainfall_mm,Humidity_%,Wind_Speed_kmph,Weather_Type,Pressure_hPa
2021-02-04,Chicago,CA,123.4,2.17,34,17.1,Sunny,983
2021-02-05,New York,IL,111.4,1.59,59,10.4,Storm,994
2021-02-06,New York,TX,118.0,6.82,64,9.7,Storm,1031
2021-02-07,Phoenix,NY,114.3,0.74,73,25.0,Sunny,1028
2021-02-08,Phoenix,NY,113.7,0.92,34,20.1,Rainy,995
2021-02-09,Houston,TX,124.3,3.43,53,18.1,Cloudy,1014
2021-02-10,Houston,AZ,121.1,2.65,93,18.0,Rainy,1019
2021-02-11,Chicago,IL,116.9,0.36,32,19.5,Cloudy,989
2021-02-12,New York,NY,111.7,8.83,67,18.0,Sunny,990
2021-02-13,Chicago,CA,106.9,0.96,55,24.4,Rainy,1031
2021-02-14,Houston,IL,117.9,2.12,57,11.9,Sunny,1011
2021-02-15,Los Angeles,AZ,112.5,2.22,72,17.3,Cloudy,993
2021-02-16,Phoenix,IL,114.5,3.02,86,16.2,Sunny,1028
2021-02-17,Houston,TX,114.5,7.42,37,9.7,Cloudy,1034
2021-02-18,Phoenix,TX,111.1,0.01,59,22.7,Sunny,985
2021-02-19,New York,NY,99.1,0.84,48,4.8,Sunny,993
2021-02-20,Los Angeles,AZ,104.1,1.88,33,16.1,Cloudy,1007
2021-02-21,New York,IL,103.0,3.66,87,8.4,Cloudy,1034
2021-02-22,Phoenix,NY,107.6,3.92,35,4.3,Sunny,1018
2021-02-23,Chicago,TX,94.0,2.37,64,17.5,Rainy,1013
2021-02-24,Los Angeles,NY,100.5,0.61,70,18.6,Sunny,984
2021-02-25,Los Angeles,NY,99.1,3.06,86,10.9,Storm,1004
2021-02-26,Houston,NY,102.0,4.83,66,3.5,Sunny,998
2021-02-27,Houston,CA,110.8,4.09,77,4.8,Rainy,1003
2021-02-28,Chicago,TX,111.5,2.54,80,7.8,Rainy,1001
2021-03-01,New York,IL,102.0,2.41,55,18.0,Rainy,1017
2021-03-02,New York,TX,98.7,0.35,77,21.3,Cloudy,1014
2021-03-03,Los Angeles,TX,101.3,4.18,84,8.3,Sunny,1032
2021-03-04,Phoenix,CA,108.1,3.72,61,15.2,Rainy,987
2021-03-05,New York,CA,108.9,1.84,34,19.0,Rainy,988
2021-03-06,Phoenix,TX,116.5,8.54,32,7.9,Rainy,986
2021-03-07,Los Angeles,AZ,105.7,4.54,67,6.1,Rainy,1031
2021-03-08,Houston,CA,111.4,5.71,52,13.4,Rainy,1028
2021-03-09,Houston,IL,110.1,2.85,63,5.4,Storm,1021
2021-03-10,Phoenix,CA,104.4,6.05,85,13.5,Sunny,988
2021-03-11,New York,AZ,105.2,3.24,88,9.1,Sunny,1003
2021-03-12,Chicago,CA,100.1,0.85,32,24.2,Sunny,1022
2021-03-13,Phoenix,TX,108.1,1.06,38,8.8,Sunny,1034
2021-03-14,Houston,CA,109.8,1.16,66,14.4,Cloudy,1032
2021-03-15,Los Angeles,AZ,108.1,6.24,63,8.1,Rainy,1013
2021-03-16,Los Angeles,IL,113.2,0.27,80,21.0,Sunny,1013
2021-03-17,New York,IL,110.4,3.32,45,19.3,Rainy,997
2021-03-18,New York,IL,109.3,2.17,77,15.1,Storm,1024
2021-03-19,Chicago,NY,114.0,0.5,73,9.7,Cloudy,1008
2021-03-20,Chicago,AZ,116.1,3.63,72,16.4,Storm,981
2021-03-21,Phoenix,AZ,101.0,3.43,92,13.4,Storm,989
2021-03-22,Phoenix,AZ,113.1,0.19,71,7.3,Rainy,1017
2021-03-23,Los Angeles,AZ,115.9,9.5,30,12.0,Sunny,1029
2021-03-24,Houston,AZ,110.0,0.35,59,15.7,Storm,1004
2021-03-25,Los Angeles,NY,118.6,4.99,75,5.9,Cloudy,1018
2021-03-26,Houston,NY,110.3,0.45,66,13.7,Sunny,980
2021-03-27,Phoenix,IL,117.3,1.09,72,15.6,Snow,992
2021-03-28,New York,CA,120.3,0.07,85,3.5,Rainy,1013
2021-03-29,New York,AZ,118.7,0.04,81,18.6,Rainy,1021
2021-03-30,Houston,CA,124.6,0.57,65,17.9,Snow,998
2021-03-31,New York,NY,119.5,0.47,70,3.5,Rainy,1016
2021-04-01,Phoenix,TX,112.5,2.3,45,9.1,Snow,1019
2021-04-02,Chicago,TX,112.7,7.16,73,2.0,Sunny,983
2021-04-03,Los Angeles,NY,125.0,3.05,56,13.6,Cloudy,1004
2021-04-04,Phoenix,TX,122.2,0.63,37,12.8,Sunny,993
2021-04-05,New York,CA,120.3,11.26,47,12.1,Sunny,987
2021-04-06,Chicago,AZ,122.2,7.73,63,11.0,Rainy,1022
2021-04-07,Chicago,AZ,119.8,4.83,30,17.9,Storm,992
2021-04-08,Phoenix,CA,125.0,2.8,53,12.2,Rainy,1003
2021-04-09,Chicago,AZ,132.9,2.71,75,13.4,Storm,1013
2021-04-10,Phoenix,NY,128.4,1.22,93,20.5,Sunny,1007
2021-04-11,Chicago,IL,123.4,0.95,82,19.7,Sunny,1029
2021-04-12,Los Angeles,IL,132.9,4.36,73,20.9,Sunny,987
2021-04-13,Houston,AZ,129.9,1.16,59,21.6,Rainy,990
2021-04-14,New York,IL,128.9,5.89,74,15.6,Sunny,981
2021-04-15,Chicago,IL,129.8,11.38,71,3.6,Sunny,984
2021-04-16,Houston,CA,138.5,0.68,55,11.1,Cloudy,990
2021-04-17,Los Angeles,IL,144.4,2.3,39,6.2,Snow,1002
2021-04-18,New York,NY,143.7,0.26,66,19.9,Cloudy,992
2021-04-19,Phoenix,AZ,138.9,1.73,81,21.3,Cloudy,986
2021-04-20,Chicago,CA,138.0,1.43,72,7.4,Cloudy,1002
2021-04-21,New York,NY,133.5,2.74,32,4.4,Rainy,983
2021-04-22,Houston,AZ,141.6,4.9,58,24.2,Cloudy,1032
2021-04-23,New York,IL,139.3,2.54,86,7.2,Sunny,1028
2021-04-24,Phoenix,CA,141.8,0.1,87,3.0,Snow,1026
2021-04-25,Phoenix,AZ,137.9,5.97,59,1.8,Storm,1007
2021-04-26,Phoenix,CA,151.4,0.25,56,1.3,Cloudy,997
2021-04-27,Houston,NY,138.5,1.08,48,18.9,Sunny,1008
2021-04-28,Houston,CA,148.2,2.35,61,11.4,Rainy,993
2021-04-29,New York,CA,150.2,2.27,86,22.4,Sunny,1027
2021-04-30,Houston,IL,150.3,0.71,66,12.6,Rainy,1005
2021-05-01,Chicago,CA,151.3,1.77,86,15.6,Sunny,1010
2021-05-02,Houston,CA,146.6,0.75,94,19.3,Rainy,1013
2021-05-03,Phoenix,TX,149.5,0.0,82,12.9,Sunny,985
2021-05-04,Los Angeles,AZ,138.1,0.71,94,8.5,Rainy,1001
2021-05-05,Los Angeles,AZ,138.0,1.25,87,14.2,Snow,995
2021-05-06,Los Angeles,CA,141.0,11.73,71,24.4,Rainy,1015
2021-05-07,Chicago,NY,138.4,2.01,67,13.3,Rainy,994
2021-05-08,Los Angeles,NY,151.8,3.79,80,6.6,Storm,1032
2021-05-09,Phoenix,IL,139.5,7.91,87,14.3,Sunny,1026
2021-05-10,Los Angeles,TX,135.3,0.6,77,21.4,Rainy,981
2021-05-11,Houston,IL,145.3,0.85,52,24.6,Rainy,1020
2021-05-12,Chicago,CA,139.6,1.98,41,21.2,Rainy,1008
2021-05-13,New York,IL,137.6,4.56,59,15.0,Sunny,981
2021-05-14,Phoenix,CA,146.3,3.57,66,7.4,Rainy,1032
2021-05-15,Chicago,NY,147.4,8.16,84,4.5,Sunny,1004
2021-05-16,Los Angeles,NY,147.1,1.53,87,23.2,Rainy,1010
2021-05-17,Chicago,IL,149.0,5.36,47,16.4,Sunny,1002
2021-05-18,New York,AZ,148.4,2.48,46,10.0,Sunny,1020
2021-05-19,New York,CA,142.5,0.13,77,15.4,Sunny,1025
2021-05-20,Houston,IL,148.9,3.31,82,12.8,Rainy,1007
2021-05-21,New York,TX,145.5,3.54,51,4.0,Cloudy,1032
2021-05-22,Phoenix,IL,148.1,2.04,46,18.6,Cloudy,1016
2021-05-23,Chicago,IL,142.9,4.1,64,1.4,Sunny,1023
2021-05-24,Los Angeles,IL,141.4,2.9,40,15.9,Sunny,1034
2021-05-25,Chicago,TX,143.5,3.49,93,22.6,Sunny,986
2021-05-26,Houston,IL,149.9,4.17,58,13.5,Sunny,1026
2021-05-27,Phoenix,CA,153.2,1.8,47,20.3,Cloudy,1015
2021-05-28,Los Angeles,TX,142.3,5.27,68,9.3,Storm,995
2021-05-29,Phoenix,CA,151.9,0.39,43,2.7,Cloudy,1030
2021-05-30,Chicago,NY,144.4,0.75,81,10.1,Sunny,1008
2021-05-31,New York,AZ,151.3,4.32,33,22.4,Storm,1008
2021-06-01,Phoenix,IL,138.0,2.38,60,23.5,Cloudy,1007
2021-06-02,New York,IL,144.0,5.11,83,7.5,Cloudy,1022
2021-06-03,Chicago,NY,144.5,7.31,59,20.5,Cloudy,1019
2021-06-04,Phoenix,TX,142.1,4.01,35,25.0,Rainy,999
2021-06-05,New York,TX,133.9,11.65,84,5.3,Sunny,982
2021-06-06,Phoenix,IL,144.7,2.9,46,5.0,Sunny,1000
2021-06-07,Houston,TX,133.8,0.11,57,4.1,Storm,1013
2021-06-08,New York,IL,149.4,1.09,77,9.3,Rainy,1012
2021-06-09,Phoenix,TX,138.6,2.79,71,19.7,Sunny,1021
2021-06-10,Phoenix,AZ,137.7,3.57,89,17.7,Cloudy,987
2021-06-11,Phoenix,AZ,143.8,0.5,33,4.2,Storm,1033
2021-06-12,New York,NY,142.8,1.46,85,13.2,Sunny,989
2021-06-13,Phoenix,AZ,139.8,0.11,64,19.6,Rainy,991
2021-06-14,Phoenix,IL,143.9,2.3,42,15.5,Cloudy,1002
2021-06-15,New York,IL,146.2,1.36,61,5.2,Rainy,1002
2021-06-16,Chicago,CA,135.1,4.29,92,13.1,Cloudy,996
2021-06-17,Phoenix,AZ,141.3,0.11,88,7.7,Cloudy,1011
2021-06-18,Houston,IL,150.2,0.47,65,14.0,Sunny,1034
2021-06-19,Chicago,IL,151.9,0.29,79,3.8,Rainy,1025
2021-06-20,Chicago,AZ,153.4,1.21,88,17.9,Rainy,1005
2021-06-21,Los Angeles,AZ,149.2,17.59,37,8.8,Sunny,988
2021-06-22,Chicago,IL,154.2,0.11,89,8.6,Rainy,1000
2021-06-23,Chicago,TX,153.9,1.22,62,17.3,Sunny,1009
2021-06-24,Phoenix,AZ,150.3,12.31,85,2.0,Rainy,1001
2021-06-25,Phoenix,CA,150.1,3.63,31,1.1,Cloudy,980
2021-06-26,New York,NY,157.2,0.55,60,4.7,Storm,1019
2021-06-27,Los Angeles,TX,152.0,2.26,42,16.0,Cloudy,1003
2021-06-28,Los Angeles,AZ,151.4,2.89,30,1.4,Sunny,1008
2021-06-29,Phoenix,IL,147.6,2.64,49,24.3,Cloudy,1019
2021-06-30,Houston,TX,143.9,0.42,92,11.3,Sunny,1032
2021-07-01,Chicago,AZ,148.9,0.4,91,7.2,Rainy,1027
2021-07-02,Los Angeles,NY,153.5,2.47,88,12.1,Cloudy,1018
2021-07-03,Phoenix,TX,154.9,4.85,77,2.4,Sunny,993
2021-07-04,Los Angeles,CA,152.5,0.07,48,23.1,Sunny,1032
2021-07-05,Phoenix,AZ,147.9,0.45,32,16.7,Sunny,1023
2021-07-06,Phoenix,IL,146.3,2.09,91,6.4,Rainy,980
2021-07-07,Phoenix,NY,138.9,1.74,66,24.6,Cloudy,1000
2021-07-08,Phoenix,TX,134.6,0.78,52,24.8,Cloudy,1006
2021-07-09,Phoenix,AZ,140.0,0.93,66,2.4,Sunny,1020
2021-07-10,Houston,IL,131.6,2.12,35,8.0,Sunny,1011
2021-07-11,Chicago,TX,140.4,12.5,88,2.4,Snow,1006
2021-07-12,Houston,CA,127.6,1.11,53,12.6,Sunny,982
2021-07-13,Los Angeles,IL,133.8,1.04,85,14.4,Sunny,1002
2021-07-14,New York,AZ,126.7,2.58,74,8.8,Rainy,1014
2021-07-15,Houston,IL,137.2,0.24,40,5.1,Storm,992
2021-07-16,Los Angeles,IL,138.4,0.64,51,3.3,Rainy,1019
2021-07-17,Los Angeles,TX,136.6,4.99,57,2.2,Cloudy,1004
2021-07-18,Phoenix,NY,137.0,7.61,46,23.5,Rainy,996
2021-07-19,Phoenix,TX,130.3,0.69,33,4.8,Sunny,986
2021-07-20,Phoenix,CA,126.3,0.69,79,16.1,Sunny,1022
2021-07-21,Los Angeles,NY,118.9,6.89,67,12.7,Rainy,984
2021-07-22,Chicago,AZ,123.8,1.27,57,22.8,Storm,1031
2021-07-23,Chicago,IL,115.5,2.74,55,11.1,Sunny,1022
2021-07-24,New York,CA,112.9,0.09,92,24.3,Rainy,1009
2021-07-25,Houston,CA,122.0,2.53,34,15.9,Rainy,1018
2021-07-26,Phoenix,IL,109.6,0.88,91,2.3,Cloudy,1028
2021-07-27,Chicago,CA,118.6,4.5,44,23.5,Sunny,1019
2021-07-28,Houston,AZ,111.8,0.51,74,13.0,Sunny,1031
2021-07-29,New York,CA,110.6,2.39,79,14.7,Storm,1032
2021-07-30,Los Angeles,NY,113.0,1.21,58,7.3,Sunny,982
2021-07-31,Chicago,TX,109.8,3.14,65,22.3,Sunny,1023
2021-08-01,New York,NY,111.3,0.14,30,21.1,Cloudy,985
2021-08-02,Los Angeles,TX,111.9,3.06,57,10.7,Rainy,993
2021-08-03,Phoenix,CA,117.3,0.3,89,22.5,Rainy,1026
2021-08-04,New York,AZ,113.9,4.13,58,17.9,Rainy,1021
2021-08-05,New York,CA,126.3,3.24,42,8.2,Sunny,994
2021-08-06,Chicago,IL,124.9,2.6,90,20.9,Storm,1014
2021-08-07,Los Angeles,CA,126.0,4.96,41,9.6,Sunny,992
2021-08-08,Los Angeles,CA,120.1,3.25,73,23.9,Sunny,1017
2021-08-09,Chicago,NY,115.6,0.53,67,18.5,Sunny,983
2021-08-10,Los Angeles,CA,114.5,0.59,79,24.1,Sunny,1016
2021-08-11,Phoenix,IL,120.6,0.43,94,18.9,Storm,985
2021-08-12,New York,IL,120.5,1.03,62,3.0,Sunny,1019
2021-08-13,Chicago,NY,119.6,4.0,77,15.0,Sunny,1025
2021-08-14,Chicago,IL,106.9,0.81,65,10.1,Sunny,1011
2021-08-15,Houston,CA,103.6,1.14,80,6.5,Sunny,1003
2021-08-16,Chicago,CA,115.9,1.76,75,18.5,Sunny,1015
2021-08-17,Chicago,TX,107.2,3.17,59,19.4,Sunny,1030
2021-08-18,Phoenix,CA,105.1,0.26,43,6.5,Sunny,984
2021-08-19,Los Angeles,NY,109.3,0.89,74,1.9,Rainy,981
2021-08-20,Los Angeles,TX,109.2,0.23,75,9.7,Sunny,980
2021-08-21,Chicago,IL,111.8,3.79,44,21.2,Rainy,987
2021-08-22,Chicago,CA,110.4,1.27,44,9.2,Sunny,981
2021-08-23,Chicago,NY,116.9,3.36,89,3.1,Cloudy,988
2021-08-24,Phoenix,IL,123.0,3.41,74,2.4,Sunny,1024
2021-08-25,Chicago,IL,121.2,8.63,81,7.6,Cloudy,998
2021-08-26,Phoenix,TX,114.8,0.45,55,10.6,Cloudy,991
2021-08-27,Phoenix,IL,129.4,1.42,34,17.1,Cloudy,982
2021-08-28,Houston,IL,121.5,0.78,43,1.6,Cloudy,998
2021-08-29,Chicago,AZ,130.6,0.96,71,16.1,Storm,1033
2021-08-30,Chicago,AZ,123.2,2.37,34,14.4,Snow,1020
2021-08-31,Phoenix,CA,132.6,2.22,87,14.4,Storm,1012
2021-09-01,Chicago,AZ,132.0,0.61,91,4.3,Cloudy,992
2021-09-02,Phoenix,NY,129.5,2.8,64,5.2,Rainy,984
2021-09-03,Phoenix,IL,135.0,5.48,65,1.0,Sunny,1019
2021-09-04,Los Angeles,TX,129.5,0.34,84,14.6,Sunny,1010
2021-09-05,Chicago,NY,133.4,1.09,68,13.3,Sunny,1007
2021-09-06,Phoenix,IL,126.2,16.88,33,18.6,Cloudy,1010
2021-09-07,Chicago,CA,135.0,8.52,92,18.6,Rainy,987
2021-09-08,New York,CA,128.8,0.06,51,7.7,Rainy,1016
2021-09-09,New York,NY,138.1,0.9,54,23.7,Cloudy,1001
2021-09-10,Phoenix,IL,137.3,1.17,93,3.4,Sunny,1014
2021-09-11,Houston,NY,130.0,16.94,54,14.9,Cloudy,985
2021-09-12,Phoenix,TX,132.2,0.01,82,5.4,Sunny,1005
2021-09-13,Los Angeles,IL,139.1,1.69,51,21.6,Storm,991
2021-09-14,Chicago,NY,133.8,1.04,81,11.0,Rainy,1032
2021-09-15,Houston,AZ,131.4,5.33,43,4.5,Sunny,1019
2021-09-16,New York,AZ,125.3,2.94,39,23.8,Cloudy,1018
2021-09-17,Chicago,TX,128.7,2.54,59,21.1,Rainy,1016
2021-09-18,Phoenix,CA,136.9,3.13,53,15.9,Rainy,1000
2021-09-19,Houston,IL,132.1,3.8,54,14.6,Cloudy,1001
2021-09-20,New York,TX,121.0,2.3,64,24.7,Rainy,993
2021-09-21,Los Angeles,NY,125.7,0.47,84,21.7,Rainy,983
2021-09-22,Houston,IL,132.1,1.89,86,23.0,Sunny,1022
2021-09-23,Los Angeles,NY,120.3,4.77,39,5.4,Rainy,991
2021-09-24,Phoenix,TX,121.9,2.32,32,24.8,Cloudy,983
2021-09-25,Houston,AZ,115.5,1.83,68,10.3,Rainy,984
2021-09-26,New York,NY,117.2,0.08,82,2.0,Storm,1028
2021-09-27,Phoenix,AZ,121.0,2.36,79,6.9,Rainy,981
2021-09-28,Chicago,NY,110.7,1.24,58,16.4,Rainy,1009
2021-09-29,Chicago,TX,112.2,4.08,30,16.9,Cloudy,1008
2021-09-30,New York,NY,112.5,3.18,67,24.7,Sunny,1001
2021-10-01,Chicago,AZ,111.1,4.58,48,17.3,Storm,994
2021-10-02,Houston,CA,107.4,15.32,59,10.5,Cloudy,1012
2021-10-03,Phoenix,NY,105.9,1.23,43,21.8,Rainy,991
2021-10-04,Houston,NY,109.5,0.09,32,17.2,Rainy,1032
2021-10-05,Los Angeles,AZ,110.9,2.95,51,6.9,Sunny,1019
2021-10-06,New York,CA,116.8,0.49,47,8.2,Cloudy,1004
2021-10-07,Los Angeles,IL,114.2,5.67,62,3.7,Sunny,1017
2021-10-08,Los Angeles,CA,120.0,6.5,60,1.0,Rainy,1024
2021-10-09,New York,IL,115.8,1.66,85,22.3,Rainy,1021
2021-10-10,Chicago,NY,108.1,0.14,65,14.7,Cloudy,1021
2021-10-11,Houston,TX,122.8,2.01,63,20.1,Cloudy,1005
2021-10-12,Phoenix,CA,115.3,1.12,33,24.4,Rainy,1014
2021-10-13,New York,CA,122.4,2.18,48,21.6,Rainy,1000
2021-10-14,Phoenix,AZ,118.9,5.18,66,6.7,Sunny,1027
2021-10-15,Houston,CA,117.1,3.02,64,7.3,Cloudy,1031
2021-10-16,Chicago,AZ,107.4,4.81,90,11.2,Rainy,994
2021-10-17,Chicago,CA,114.6,14.99,35,3.6,Cloudy,1018
2021-10-18,Los Angeles,CA,110.1,5.0,52,10.6,Storm,1024
2021-10-19,Phoenix,IL,117.1,2.19,47,7.9,Cloudy,1018
2021-10-20,Phoenix,TX,111.1,2.08,68,20.8,Cloudy,987
2021-10-21,New York,TX,113.2,1.4,94,20.6,Cloudy,1012
2021-10-22,New York,TX,127.0,4.77,91,4.0,Rainy,1028
2021-10-23,Los Angeles,TX,111.6,2.93,44,19.7,Sunny,1026
2021-10-24,Chicago,AZ,123.0,2.86,68,6.8,Storm,1034
2021-10-25,Chicago,NY,114.4,0.56,85,20.8,Cloudy,987
2021-10-26,Los Angeles,TX,126.4,0.21,31,23.5,Sunny,999
2021-10-27,Los Angeles,CA,114.6,3.75,57,18.0,Sunny,1013
2021-10-28,Houston,IL,112.1,1.92,43,10.3,Sunny,1004
2021-10-29,Chicago,CA,124.0,1.56,45,13.7,Sunny,987
2021-10-30,New York,AZ,114.4,9.15,38,3.4,Sunny,999
2021-10-31,Los Angeles,NY,116.2,0.34,77,23.4,Rainy,1012
2021-11-01,New York,AZ,114.8,3.22,32,9.9,Cloudy,980
2021-11-02,New York,NY,116.6,1.67,85,22.7,Sunny,1021
2021-11-03,Chicago,NY,112.8,4.17,55,19.1,Rainy,1004
2021-11-04,Houston,TX,122.8,0.34,85,5.2,Sunny,1006
2021-11-05,Houston,CA,119.1,0.99,77,16.0,Rainy,1034
2021-11-06,Houston,IL,124.8,1.1,93,16.0,Rainy,995
2021-11-07,Houston,IL,122.3,2.17,88,9.1,Sunny,990
2021-11-08,New York,CA,119.6,1.31,73,13.4,Rainy,1002
2021-11-09,Los Angeles,IL,122.3,2.62,63,17.0,Storm,993
2021-11-10,Chicago,TX,111.2,0.73,91,4.6,Sunny,1032
2021-11-11,New York,AZ,119.6,0.25,50,15.9,Cloudy,1032
2021-11-12,New York,AZ,114.4,1.46,41,16.5,Rainy,1005
2021-11-13,Houston,NY,102.1,1.18,35,15.2,Sunny,984
2021-11-14,Chicago,IL,103.8,1.77,78,16.1,Snow,1023
2021-11-15,Phoenix,IL,109.2,0.92,61,18.7,Rainy,986
2021-11-16,New York,NY,110.7,0.6,93,20.4,Storm,1001
2021-11-17,Phoenix,NY,108.8,1.02,46,5.4,Cloudy,1030
2021-11-18,Chicago,CA,119.6,3.51,40,6.8,Cloudy,985
2021-11-19,Houston,CA,107.9,1.81,72,8.6,Cloudy,1025
2021-11-20,Phoenix,TX,112.9,11.37,53,9.1,Rainy,1006
2021-11-21,Phoenix,TX,115.9,0.83,73,18.9,Cloudy,980
2021-11-22,Phoenix,NY,112.8,3.67,81,2.3,Rainy,992
2021-11-23,Los Angeles,AZ,111.6,6.91,31,1.2,Cloudy,992
2021-11-24,Chicago,TX,111.2,0.23,81,21.8,Rainy,1016
2021-11-25,Houston,AZ,107.3,7.14,51,5.6,Cloudy,1025
2021-11-26,Phoenix,IL,111.1,1.5,78,18.4,Cloudy,997
2021-11-27,Los Angeles,CA,114.1,2.94,76,22.8,Rainy,1000
2021-11-28,New York,NY,113.6,6.29,55,1.3,Sunny,989
2021-11-29,Houston,AZ,115.1,0.92,47,4.6,Rainy,1032
2021-11-30,Phoenix,NY,116.6,4.22,43,19.4,Rainy,1017
2021-12-01,New York,CA,127.5,0.85,72,22.9,Sunny,1007
2021-12-02,New York,AZ,127.8,0.92,58,9.6,Rainy,1033
2021-12-03,Phoenix,IL,125.7,1.06,77,3.8,Rainy,998
2021-12-04,Phoenix,IL,127.3,2.47,72,24.5,Cloudy,982
2021-12-05,Los Angeles,TX,122.1,12.28,55,2.8,Sunny,1021
2021-12-06,Houston,TX,114.0,1.46,37,18.4,Sunny,1030
2021-12-07,Phoenix,IL,119.0,2.98,81,21.7,Sunny,1020
2021-12-08,New York,AZ,128.8,0.07,40,3.4,Sunny,1018
2021-12-09,Houston,AZ,135.9,2.82,53,15.9,Rainy,1027
2021-12-10,Houston,IL,133.9,1.12,32,3.2,Snow,1012
2021-12-11,Los Angeles,AZ,134.1,0.08,49,1.3,Storm,1004
2021-12-12,Phoenix,NY,131.9,2.9,77,7.2,Cloudy,1031
2021-12-13,New York,TX,123.5,2.73,75,13.7,Cloudy,1023
2021-12-14,Chicago,CA,124.1,0.61,65,11.2,Rainy,1000
2021-12-15,New York,AZ,130.3,1.62,92,4.3,Rainy,999
2021-12-16,Phoenix,AZ,120.2,3.42,57,22.1,Rainy,995
2021-12-17,Phoenix,CA,129.5,0.68,30,7.2,Rainy,1024
2021-12-18,Houston,NY,120.8,10.05,33,12.3,Cloudy,982
2021-12-19,Houston,NY,128.0,6.51,80,21.9,Cloudy,1002
2021-12-20,Phoenix,AZ,131.6,0.82,69,18.7,Rainy,1026
2021-12-21,Phoenix,IL,129.7,4.15,49,6.4,Sunny,1012
2021-12-22,Houston,CA,132.2,5.51,73,23.4,Cloudy,990
2021-12-23,Houston,AZ,133.5,6.73,86,19.0,Sunny,1013
2021-12-24,Los Angeles,TX,123.3,4.48,44,3.9,Rainy,1014
2021-12-25,New York,AZ,131.7,1.36,41,1.6,Sunny,980
2021-12-26,New York,AZ,125.3,3.59,44,9.2,Rainy,984
2021-12-27,Phoenix,NY,120.1,0.66,70,16.8,Rainy,1004
2021-12-28,Houston,AZ,130.3,3.34,82,22.8,Sunny,985
2021-12-29,New York,CA,123.3,1.27,52,5.4,Sunny,1009
2021-12-30,Houston,TX,135.4,0.08,43,17.4,Rainy,993
2021-12-31,Chicago,CA,127.4,1.19,72,4.7,Cloudy,1016
2022-01-01,Houston,CA,134.6,0.23,78,11.4,Rainy,1028
2022-01-02,New York,AZ,132.4,3.56,33,11.4,Rainy,1003
2022-01-03,Chicago,IL,133.4,1.22,86,2.2,Snow,998
2022-01-04,Houston,AZ,131.9,1.41,63,20.0,Snow,1031
2022-01-05,Phoenix,NY,132.0,1.64,57,14.3,Sunny,1026
2022-01-06,Los Angeles,CA,141.1,2.94,33,2.5,Cloudy,1030
2022-01-07,New York,NY,134.6,0.66,57,4.5,Cloudy,1028
2022-01-08,Phoenix,NY,136.5,0.66,36,8.0,Sunny,1024
2022-01-09,Los Angeles,IL,130.3,1.39,73,16.8,Rainy,992
2022-01-10,New York,AZ,137.6,2.92,81,7.3,Cloudy,1010
2022-01-11,Houston,CA,126.4,4.0,46,23.9,Cloudy,1023
2022-01-12,Los Angeles,CA,131.1,1.9,56,3.8,Cloudy,1017
2022-01-13,Houston,NY,133.6,8.23,34,14.4,Storm,1003
2022-01-14,Chicago,IL,131.1,0.22,67,3.2,Storm,1033
2022-01-15,New York,TX,138.9,1.66,33,24.9,Rainy,1026
2022-01-16,Los Angeles,NY,137.9,1.11,88,3.4,Sunny,984
2022-01-17,Phoenix,CA,135.1,1.89,31,8.0,Sunny,1012
2022-01-18,Chicago,AZ,124.4,1.06,81,24.8,Sunny,1033
2022-01-19,Houston,AZ,133.1,3.91,80,24.7,Sunny,1009
2022-01-20,Chicago,TX,127.9,2.49,69,18.1,Sunny,988
2022-01-21,Houston,CA,132.3,2.1,42,7.5,Rainy,995
2022-01-22,Los Angeles,AZ,133.4,0.06,67,1.5,Sunny,986
2022-01-23,Los Angeles,TX,137.4,0.3,85,12.4,Sunny,1012
2022-01-24,New York,AZ,140.7,0.35,91,12.3,Storm,993
2022-01-25,Phoenix,IL,133.3,2.32,42,1.7,Cloudy,1013
2022-01-26,Chicago,IL,126.2,2.49,32,14.1,Cloudy,1027
2022-01-27,Chicago,NY,126.1,4.74,94,10.0,Sunny,993
2022-01-28,Phoenix,NY,138.6,1.4,85,4.7,Rainy,1011
2022-01-29,Phoenix,IL,126.8,0.1,94,8.3,Sunny,1000
2022-01-30,Chicago,AZ,128.8,2.72,66,9.5,Rainy,1005
2022-01-31,Houston,IL,121.6,1.06,54,4.7,Rainy,1032
2022-02-01,New York,CA,132.6,0.27,56,17.5,Cloudy,1008
2022-02-02,Houston,TX,127.1,0.21,64,10.8,Rainy,983
2022-02-03,Houston,TX,124.9,1.35,53,18.8,Sunny,996
2022-02-04,Los Angeles,AZ,121.9,1.29,84,21.7,Sunny,1011
2022-02-05,Los Angeles,NY,123.1,2.85,73,8.2,Cloudy,1016
2022-02-06,Chicago,AZ,135.6,1.66,45,23.0,Sunny,991
2022-02-07,Chicago,CA,133.0,0.63,64,19.7,Storm,982
2022-02-08,New York,IL,135.1,2.99,47,8.4,Sunny,1015
2022-02-09,New York,IL,128.0,3.71,83,23.5,Cloudy,1015
2022-02-10,Phoenix,CA,136.6,2.05,74,16.1,Sunny,1012
2022-02-11,Phoenix,AZ,129.9,1.21,91,16.9,Cloudy,1031
2022-02-12,New York,NY,133.5,1.58,39,14.6,Cloudy,996
2022-02-13,Phoenix,NY,127.0,3.46,72,15.5,Cloudy,1001
2022-02-14,Phoenix,IL,122.7,9.87,57,13.1,Rainy,1008
