Ride_ID,Driver_ID,Rider_ID,City,Ride_Type,Distance_km,Ride_Duration_Min,Fare_Amount,Payment_Mode,Ride_Status
906474,10831,87081,Delhi,Auto,7.0,24,1606,UPI,Cancelled
906475,35097,96244,Chennai,SUV,1.31,70,1394,Debit Card,Completed
906476,63510,60494,Chennai,Sedan,38.34,60,1744,Credit Card,Cancelled
906477,44152,63557,Bengaluru,Auto,1.47,81,977,Cash,Completed
906478,42896,89229,Bengaluru,SUV,29.71,111,1859,UPI,Completed
906479,90595,63138,Delhi,Auto,31.94,23,1063,UPI,Cancelled
906480,32044,70061,Pune,SUV,3.11,71,2158,Cash,Completed
906481,43193,90335,Delhi,Mini,5.7,59,232,Credit Card,Completed
906482,60885,77517,Pune,SUV,48.48,63,345,UPI,Completed
906483,59819,72565,Delhi,Mini,32.82,94,1048,Credit Card,Completed
906484,42163,95959,Mumbai,Auto,36.97,31,752,Credit Card,Completed
906485,83480,55609,Hyderabad,SUV,3.72,19,1680,UPI,Completed
906486,44904,75646,Chennai,Auto,40.57,37,1945,Cash,Completed
906487,20260,58016,Pune,Sedan,18.13,101,1975,Cash,Cancelled
906488,61247,88997,Hyderabad,Sedan,33.08,35,694,Cash,Completed
906489,86330,57173,Bengaluru,Auto,16.99,23,572,Cash,Completed
906490,70610,91310,Pune,SUV,42.55,45,2247,UPI,Completed
906491,46074,63772,Chennai,Mini,28.86,113,824,UPI,Completed
906492,38263,74429,Hyderabad,Sedan,12.21,64,700,UPI,Completed
906493,16714,73376,Bengaluru,Mini,44.72,42,2455,Credit Card,Completed
906494,44713,61807,Mumbai,Sedan,28.57,8,1802,Cash,Completed
906495,75236,52875,Mumbai,Mini,23.65,101,979,UPI,Completed
906496,21187,94537,Pune,Auto,46.3,13,2491,UPI,Cancelled
906497,78558,94676,Hyderabad,Mini,43.74,50,1260,Debit Card,Completed
906498,98042,56662,Hyderabad,SUV,6.62,98,2469,UPI,Completed
906499,21353,97697,Delhi,Mini,48.98,95,128,Cash,Completed
906500,68889,51408,Bengaluru,SUV,10.92,81,1915,Debit Card,Completed
906501,96342,51681,Chennai,SUV,30.96,21,1072,UPI,Completed
906502,53974,80272,Bengaluru,Auto,7.06,100,809,Cash,Completed
906503,47387,74946,Bengaluru,Mini,4.59,8,1101,Cash,Completed
906504,23444,80989,Chennai,Auto,21.83,82,700,Debit Card,Cancelled
906505,35661,66333,Bengaluru,SUV,20.6,69,2012,UPI,Completed
906506,46710,53723,Delhi,SUV,19.76,67,896,Cash,Completed
906507,81795,72780,Bengaluru,Sedan,49.88,104,277,Debit Card,Completed
906508,62270,59648,Bengaluru,Mini,11.44,50,1789,Debit Card,Completed
906509,54308,97211,Mumbai,Auto,35.12,55,2122,Credit Card,Completed
906510,19432,84838,Delhi,Sedan,17.92,27,986,Cash,Completed
906511,69162,84509,Pune,Mini,25.15,102,1855,Debit Card,Completed
906512,95004,80290,Chennai,Auto,14.69,11,588,Cash,Completed
906513,83609,93476,Chennai,SUV,8.45,109,445,Credit Card,Completed
906514,47807,68209,Bengaluru,SUV,47.78,58,549,UPI,Completed
906515,21936,53266,Chennai,Sedan,4.1,58,589,Credit Card,Completed
906516,21279,56461,Bengaluru,Auto,21.69,103,683,UPI,Completed
906517,81018,77147,Bengaluru,Mini,16.44,16,1831,UPI,Completed
906518,49797,60880,Pune,Mini,22.0,49,1116,Credit Card,Cancelled
906519,40564,66690,Hyderabad,SUV,19.78,94,1661,Debit Card,Completed
906520,71927,61788,Hyderabad,SUV,24.93,5,2054,UPI,Completed
906521,15972,72302,Mumbai,Auto,36.8,47,402,Cash,Completed
906522,94822,87451,Hyderabad,Auto,39.62,30,621,Debit Card,Completed
906523,66033,98760,Chennai,Mini,31.17,87,2003,UPI,Completed
906524,20002,83870,Pune,Sedan,16.69,14,556,Credit Card,Completed
906525,33168,50159,Mumbai,Mini,37.0,10,2330,Credit Card,Completed
906526,21547,54188,Chennai,SUV,48.98,67,1730,Debit Card,Completed
906527,31798,65336,Chennai,Mini,41.27,33,1206,UPI,Completed
906528,42954,86718,Pune,Auto,44.52,45,1444,UPI,Cancelled
906529,33278,73328,Chennai,Sedan,21.37,101,795,UPI,Completed
906530,93772,53659,Chennai,SUV,45.07,83,631,Cash,Completed
906531,51383,53850,Hyderabad,Sedan,6.34,21,660,Debit Card,Cancelled
906532,49578,86835,Hyderabad,Mini,9.07,7,2168,Debit Card,Completed
906533,97759,65224,Mumbai,SUV,39.0,89,1012,Debit Card,Completed
906534,85220,75692,Mumbai,Mini,2.56,76,361,Credit Card,Completed
906535,41071,66097,Bengaluru,Auto,16.23,54,2047,Debit Card,Cancelled
906536,68764,55855,Delhi,Sedan,42.96,16,2251,Cash,Completed
906537,50385,56593,Delhi,Sedan,30.92,65,1480,Debit Card,Completed
906538,71485,90670,Hyderabad,Auto,24.12,56,2115,UPI,Completed
906539,39988,50248,Hyderabad,Mini,25.08,51,748,UPI,Completed
906540,28287,94058,Bengaluru,Mini,8.56,27,2347,UPI,Completed
906541,37786,68259,Hyderabad,Auto,26.45,33,1341,Debit Card,Completed
906542,33302,54460,Mumbai,Mini,32.46,6,1710,UPI,Completed
906543,35029,80140,Chennai,SUV,7.39,119,2465,Cash,Completed
906544,69038,55881,Mumbai,SUV,20.92,50,1439,Credit Card,Completed
906545,36878,89475,Delhi,SUV,15.67,5,979,UPI,Completed
906546,84021,59294,Bengaluru,Auto,7.88,35,1325,Cash,Completed
906547,65561,92051,Pune,SUV,25.9,73,218,Debit Card,Completed
906548,90640,99017,Chennai,Sedan,33.56,115,1719,Cash,Completed
906549,46784,58810,Chennai,Auto,41.33,69,1324,Credit Card,Completed
906550,88324,61466,Delhi,Mini,21.82,50,112,Debit Card,Completed
906551,79053,70944,Hyderabad,Sedan,39.78,66,1854,UPI,Completed
906552,41482,88454,Hyderabad,Mini,12.15,45,1716,UPI,Cancelled
906553,88611,72040,Bengaluru,SUV,25.16,90,146,UPI,Completed
906554,24078,74771,Mumbai,Mini,21.89,17,2078,Debit Card,Completed
906555,43457,78328,Hyderabad,Mini,37.89,26,2170,Debit Card,Completed
906556,30731,99223,Chennai,SUV,8.26,117,1114,Debit Card,Completed
906557,87650,96907,Mumbai,Auto,47.73,22,414,UPI,Completed
906558,53747,51081,Mumbai,Mini,23.27,41,193,Credit Card,Completed
906559,72788,74446,Mumbai,Sedan,48.21,28,1403,Cash,Completed
906560,88532,53389,Mumbai,Sedan,43.17,108,1638,Credit Card,Completed
906561,87002,78544,Mumbai,Sedan,9.66,99,1319,Credit Card,Completed
906562,31208,84867,Delhi,Auto,6.59,87,1452,Credit Card,Completed
906563,67574,84342,Delhi,Sedan,5.89,12,1094,Cash,Completed
906564,75792,93352,Hyderabad,SUV,1.07,85,1971,Debit Card,Completed
906565,31316,70695,Bengaluru,SUV,30.7,15,1224,Cash,Cancelled
906566,87429,87404,Mumbai,Sedan,44.69,106,1225,Debit Card,Completed
906567,12316,51926,Bengaluru,SUV,31.9,118,393,Credit Card,Completed
906568,43301,78046,Bengaluru,SUV,31.86,22,406,Credit Card,Completed
906569,92292,98745,Mumbai,Auto,41.03,81,1478,UPI,Completed
906570,94239,96636,Delhi,Auto,8.47,93,1616,Credit Card,Completed
906571,90977,84774,Pune,SUV,48.6,17,2007,Debit Card,Completed
906572,28256,81600,Chennai,Sedan,7.29,48,2087,Credit Card,Completed
906573,72442,94912,Delhi,Mini,43.27,91,1028,Credit Card,Completed
906574,98615,80790,Mumbai,Mini,48.27,13,341,Debit Card,Completed
906575,37356,54280,Pune,Auto,29.71,112,2401,Debit Card,Completed
906576,92427,67071,Bengaluru,Auto,25.95,32,2144,UPI,Completed
906577,16874,89034,Bengaluru,Sedan,6.99,59,818,Debit Card,Completed
906578,70991,90707,Delhi,Sedan,33.9,66,1011,Credit Card,Cancelled
906579,70308,87604,Hyderabad,Auto,24.37,114,335,Credit Card,Cancelled
906580,41979,96371,Delhi,SUV,39.5,6,2186,UPI,Completed
906581,60195,82424,Mumbai,Sedan,48.53,49,1744,Cash,Completed
906582,38601,97573,Pune,SUV,12.6,9,1290,Credit Card,Completed
906583,67355,60415,Bengaluru,Mini,27.09,64,393,Cash,Completed
906584,82395,94497,Chennai,Sedan,41.81,62,1513,Cash,Completed
906585,76263,50997,Bengaluru,Sedan,12.58,92,1667,Debit Card,Completed
906586,11497,87765,Pune,Sedan,25.24,52,283,UPI,Completed
906587,63293,56416,Mumbai,Mini,4.26,89,666,UPI,Completed
906588,12333,52601,Delhi,Mini,4.99,106,2293,Debit Card,Completed
906589,74767,56024,Pune,Mini,21.25,66,524,UPI,Completed
906590,73351,60473,Mumbai,Sedan,14.99,114,1710,Credit Card,Completed
906591,50929,92574,Hyderabad,Auto,33.87,106,2438,UPI,Completed
906592,80592,94772,Bengaluru,SUV,46.65,28,2428,Debit Card,Completed
906593,70878,58047,Hyderabad,SUV,6.94,77,2156,Credit Card,Completed
906594,66507,96464,Pune,Mini,31.67,39,206,Cash,Cancelled
906595,91488,71035,Chennai,Sedan,40.04,49,1309,Credit Card,Completed
906596,55133,88399,Hyderabad,Auto,35.2,52,2197,UPI,Completed
906597,90940,94178,Mumbai,Auto,13.58,38,743,Debit Card,Completed
906598,35860,75923,Delhi,SUV,10.01,29,2070,Cash,Cancelled
906599,21672,57310,Pune,Sedan,10.37,67,921,UPI,Completed
906600,87385,50981,Mumbai,Auto,21.12,79,455,Cash,Completed
906601,32829,56271,Chennai,SUV,32.88,28,2352,Credit Card,Completed
906602,22599,86577,Chennai,Sedan,15.22,72,2066,Cash,Completed
906603,40422,79448,Delhi,Auto,38.08,11,1124,Cash,Completed
906604,15382,59575,Mumbai,Mini,12.1,106,2281,Credit Card,Completed
906605,25977,77745,Hyderabad,Sedan,34.77,58,768,Credit Card,Completed
906606,53031,90460,Hyderabad,Mini,47.29,91,1651,Cash,Cancelled
906607,26548,74699,Mumbai,SUV,25.12,84,366,Debit Card,Completed
906608,36362,81087,Delhi,Sedan,30.05,108,2200,UPI,Completed
906609,95500,81423,Bengaluru,SUV,49.71,75,2140,Debit Card,Completed
906610,52887,70347,Delhi,SUV,20.84,107,1095,Cash,Completed
906611,19084,96357,Bengaluru,Mini,27.09,104,779,UPI,Cancelled
906612,96762,99099,Hyderabad,Auto,32.14,23,1028,Credit Card,Completed
906613,96934,56346,Pune,SUV,17.42,103,203,UPI,Completed
906614,64616,83413,Bengaluru,SUV,19.18,69,2185,Cash,Completed
906615,38205,90183,Hyderabad,Auto,29.63,113,474,UPI,Cancelled
906616,69578,58234,Pune,Sedan,41.8,117,2190,UPI,Completed
906617,96639,75236,Delhi,Mini,1.34,36,100,Credit Card,Completed
906618,70621,56964,Pune,Mini,15.08,35,2363,Credit Card,Completed
906619,11136,97458,Chennai,SUV,34.97,85,855,Credit Card,Completed
906620,74259,80490,Bengaluru,Mini,38.65,88,455,Credit Card,Completed
906621,61444,69238,Delhi,Sedan,3.84,32,1499,Credit Card,Completed
906622,92477,61333,Pune,SUV,23.42,110,1469,Cash,Completed
906623,39319,61456,Mumbai,Auto,23.22,51,2474,Credit Card,Completed
906624,73312,83288,Delhi,SUV,15.33,62,244,UPI,Completed
906625,33550,78351,Hyderabad,Auto,5.22,36,1412,Credit Card,Completed
906626,68897,61828,Chennai,Auto,6.26,48,89,Debit Card,Completed
906627,94773,64996,Bengaluru,SUV,13.04,24,802,UPI,Completed
906628,69092,75922,Pune,SUV,6.24,53,142,Credit Card,Completed
906629,18873,78175,Hyderabad,Mini,29.5,83,1180,Debit Card,Cancelled
906630,64919,56147,Bengaluru,Mini,12.23,82,2337,Debit Card,Completed
906631,12536,51790,Chennai,Sedan,20.91,63,971,Credit Card,Completed
906632,17211,88777,Chennai,SUV,6.05,84,2286,UPI,Completed
906633,41255,50400,Hyderabad,Auto,19.52,20,1733,Credit Card,Completed
906634,87431,71045,Hyderabad,SUV,12.24,47,109,Debit Card,Completed
906635,74581,90277,Delhi,Mini,12.39,53,250,Cash,Completed
906636,81346,59935,Hyderabad,Mini,32.67,91,1504,Debit Card,Cancelled
906637,66254,90620,Chennai,Auto,1.58,88,1861,Debit Card,Completed
906638,89612,57096,Pune,Sedan,47.59,108,149,Debit Card,Completed
906639,92542,65561,Mumbai,Auto,47.48,51,252,Credit Card,Completed
906640,87433,50512,Mumbai,SUV,5.31,81,140,Debit Card,Completed
906641,39693,71480,Chennai,Sedan,28.18,102,1545,Credit Card,Completed
906642,37501,91723,Chennai,Sedan,36.55,10,632,Debit Card,Cancelled
906643,39929,66384,Delhi,Auto,2.15,67,1378,Credit Card,Completed
906644,95306,57832,Hyderabad,Sedan,28.49,43,646,Credit Card,Completed
906645,91057,98021,Pune,Mini,43.72,16,369,Credit Card,Completed
906646,31030,79042,Pune,SUV,12.4,29,216,Credit Card,Completed
906647,52994,87945,Bengaluru,Auto,9.75,97,111,Credit Card,Completed
906648,53716,75845,Bengaluru,Mini,35.04,85,538,Credit Card,Completed
906649,87596,71291,Bengaluru,Sedan,42.07,58,698,Cash,Completed
906650,66989,93782,Mumbai,Mini,34.4,85,917,Debit Card,Completed
906651,49500,74575,Hyderabad,Mini,35.92,64,1734,Cash,Completed
906652,13901,88764,Bengaluru,Auto,1.97,79,779,Debit Card,Completed
906653,58421,58427,Bengaluru,Mini,35.24,88,1330,Credit Card,Cancelled
906654,34507,50731,Bengaluru,SUV,45.1,46,2315,Debit Card,Completed
906655,97962,98307,Pune,SUV,8.8,116,275,UPI,Completed
906656,56769,87846,Bengaluru,SUV,20.5,91,2282,Credit Card,Cancelled
906657,78969,63746,Hyderabad,Mini,24.26,60,2101,Cash,Completed
906658,76142,74620,Mumbai,Sedan,31.14,69,650,Debit Card,Completed
906659,49224,60400,Mumbai,Mini,35.28,70,2302,Credit Card,Completed
906660,54145,85129,Bengaluru,Auto,21.75,86,678,Debit Card,Completed
906661,32386,90074,Pune,Auto,31.2,11,144,Cash,Completed
906662,86008,68899,Hyderabad,Auto,26.47,114,678,Cash,Completed
906663,98061,93091,Pune,SUV,5.77,16,1720,UPI,Completed
906664,37919,88412,Hyderabad,Sedan,4.38,53,1866,UPI,Completed
906665,18159,60094,Hyderabad,Auto,20.62,6,2048,Cash,Cancelled
906666,81165,75704,Hyderabad,Auto,30.3,41,571,Debit Card,Completed
906667,73438,53400,Delhi,SUV,5.99,5,1200,Credit Card,Completed
906668,59897,71069,Mumbai,Mini,38.31,70,584,Cash,Completed
906669,50695,54178,Delhi,Sedan,47.07,77,426,Cash,Completed
906670,64818,77169,Chennai,Sedan,26.41,70,1063,Cash,Completed
906671,78431,80103,Chennai,SUV,37.7,18,1467,Cash,Completed
906672,78577,95935,Mumbai,Mini,44.86,11,459,Debit Card,Completed
906673,55027,81818,Mumbai,Mini,43.58,110,2367,Credit Card,Completed
906674,19269,94572,Delhi,Sedan,17.17,76,334,UPI,Completed
906675,82823,52675,Pune,Auto,36.45,36,1019,Credit Card,Completed
906676,18626,72343,Delhi,Sedan,3.88,91,492,Cash,Completed
906677,28001,53763,Pune,Mini,6.97,17,1631,Credit Card,Completed
906678,51134,85496,Hyderabad,Sedan,44.4,119,1430,Debit Card,Completed
906679,10361,72401,Pune,Sedan,21.69,82,952,UPI,Completed
906680,18441,87636,Mumbai,SUV,23.83,100,1809,Credit Card,Completed
906681,74046,88416,Hyderabad,SUV,2.13,50,2465,Cash,Completed
906682,64765,50145,Mumbai,Mini,31.25,111,328,Cash,Completed
906683,35407,81428,Bengaluru,SUV,32.69,67,1335,Credit Card,Completed
906684,62355,57593,Mumbai,Mini,13.78,90,1020,Credit Card,Completed
906685,47990,65971,Hyderabad,SUV,8.98,52,1717,UPI,Completed
906686,97302,84314,Hyderabad,Sedan,43.01,28,1810,UPI,Completed
906687,49021,60069,Hyderabad,Sedan,46.72,44,2387,Credit Card,Completed
906688,29453,72275,Chennai,Mini,8.61,99,809,UPI,Completed
906689,64210,85548,Bengaluru,Mini,19.9,20,1955,Credit Card,Completed
906690,64091,59433,Pune,Mini,15.9,30,2144,Cash,Completed
906691,64831,90506,Mumbai,Sedan,35.26,88,1371,Credit Card,Completed
906692,27716,55308,Pune,Auto,16.5,91,204,Cash,Cancelled
906693,73023,81742,Hyderabad,Auto,11.58,86,134,UPI,Completed
906694,42527,66605,Bengaluru,Auto,37.1,37,386,Credit Card,Cancelled
906695,41485,70081,Hyderabad,Auto,38.92,84,491,UPI,Completed
906696,50296,53089,Hyderabad,Sedan,35.62,64,1379,UPI,Completed
906697,62624,60972,Mumbai,Auto,41.76,97,2451,Credit Card,Completed
906698,12218,74422,Pune,Sedan,17.06,96,1994,Cash,Completed
906699,40934,92894,Pune,Mini,9.85,29,133,Credit Card,Completed
906700,58476,79128,Chennai,Auto,42.94,101,1553,Debit Card,Completed
906701,85991,64355,Mumbai,SUV,14.33,70,620,Debit Card,Completed
906702,22288,70696,Hyderabad,SUV,4.76,27,366,Cash,Completed
906703,90084,52715,Pune,Mini,24.47,20,185,UPI,Completed
906704,76846,89948,Bengaluru,Mini,28.88,82,2249,UPI,Completed
906705,40536,63729,Hyderabad,Auto,4.44,85,1838,Cash,Completed
906706,76364,69239,Chennai,Mini,42.57,12,1164,UPI,Completed
906707,76653,90463,Chennai,Mini,24.81,42,917,Credit Card,Completed
906708,78625,70971,Chennai,Mini,7.91,38,837,Credit Card,Completed
906709,58874,65826,Chennai,Sedan,44.62,86,2019,Debit Card,Completed
906710,54062,58562,Pune,Auto,30.31,47,2200,Cash,Completed
906711,45128,63072,Delhi,Mini,18.64,14,1074,Credit Card,Completed
906712,52111,79233,Mumbai,Auto,16.75,108,2280,Credit Card,Cancelled
906713,80333,95178,Mumbai,SUV,8.63,52,280,UPI,Completed
906714,83150,89609,Hyderabad,Sedan,25.32,9,1293,Debit Card,Completed
906715,36404,62719,Bengaluru,Auto,3.49,98,1199,Cash,Completed
906716,15967,95876,Hyderabad,SUV,27.24,30,1425,Credit Card,Completed
906717,47400,54843,Pune,Sedan,24.59,9,1369,UPI,Completed
906718,99085,50189,Bengaluru,Sedan,24.53,61,1080,Debit Card,Completed
906719,60153,70805,Mumbai,SUV,41.39,57,1805,Cash,Completed
906720,47673,75983,Chennai,Mini,3.48,58,1802,Cash,Completed
906721,39878,58875,Bengaluru,Auto,2.16,27,963,Cash,Completed
906722,47103,60816,Hyderabad,Sedan,18.58,107,783,Cash,Completed
906723,90806,96925,Mumbai,SUV,5.95,111,497,Debit Card,Completed
906724,45366,70606,Delhi,Sedan,8.16,94,786,Credit Card,Completed
906725,50734,53052,Bengaluru,Mini,36.39,87,173,Credit Card,Completed
906726,58163,93895,Mumbai,SUV,34.53,112,144,Cash,Completed
906727,84723,69147,Bengaluru,SUV,5.93,52,1264,Credit Card,Completed
906728,90948,60347,Mumbai,SUV,41.64,47,1828,Credit Card,Completed
906729,95316,55290,Pune,Mini,35.71,36,2275,UPI,Completed
906730,68489,85572,Hyderabad,Auto,8.36,15,594,Cash,Completed
906731,97939,84657,Delhi,SUV,41.56,109,2085,Credit Card,Completed
906732,57721,70589,Bengaluru,SUV,23.43,30,1572,Cash,Completed
906733,72341,92573,Chennai,Auto,49.44,40,1400,Debit Card,Completed
906734,18279,60678,Pune,Mini,43.19,94,588,Debit Card,Completed
906735,71452,56949,Bengaluru,Auto,31.66,59,2362,Credit Card,Completed
906736,59924,80594,Chennai,Auto,48.31,115,2289,Credit Card,Completed
906737,45705,54157,Pune,Sedan,27.65,83,1883,UPI,Cancelled
906738,70876,65312,Delhi,Auto,21.17,66,2340,Credit Card,Completed
906739,30468,76679,Bengaluru,Auto,9.2,5,2463,Cash,Completed
906740,75644,73800,Mumbai,Mini,5.49,5,1070,Cash,Completed
906741,25940,71446,Pune,SUV,37.36,57,1156,Debit Card,Completed
906742,61107,51781,Pune,Auto,43.36,101,1720,Credit Card,Completed
906743,80621,96339,Chennai,Mini,34.25,43,405,Credit Card,Completed
906744,22745,71995,Pune,SUV,44.33,83,1474,Debit Card,Completed
906745,82898,62060,Pune,SUV,9.93,40,107,Credit Card,Completed
906746,71790,83872,Bengaluru,SUV,6.26,100,2134,Debit Card,Completed
906747,36598,99428,Hyderabad,Mini,33.05,45,1384,Credit Card,Completed
906748,66361,74202,Bengaluru,Auto,22.59,84,642,Cash,Completed
906749,48583,80461,Mumbai,Sedan,41.8,106,108,Debit Card,Completed
906750,76899,74099,Bengaluru,Mini,20.79,53,977,Debit Card,Completed
906751,60762,60499,Chennai,Mini,29.97,43,1106,UPI,Completed
906752,32736,68152,Delhi,Mini,36.69,81,966,Cash,Completed
906753,10519,61438,Hyderabad,SUV,34.67,46,528,Credit Card,Completed
906754,45813,84240,Hyderabad,Auto,9.59,114,1954,Debit Card,Cancelled
906755,69559,81328,Hyderabad,Mini,13.82,72,370,Debit Card,Completed
906756,68334,76482,Hyderabad,Mini,46.8,70,995,Credit Card,Completed
906757,17819,52228,Hyderabad,Auto,5.06,40,2205,Credit Card,Completed
906758,30981,95251,Chennai,Mini,29.67,118,1196,Debit Card,Completed
906759,68367,86711,Pune,Sedan,46.32,8,1656,Cash,Completed
906760,97317,61827,Bengaluru,SUV,15.29,50,1838,UPI,Completed
906761,18405,74460,Delhi,Auto,32.49,116,1480,UPI,Completed
906762,62112,91798,Bengaluru,Mini,43.64,39,822,Credit Card,Cancelled
906763,38302,68024,Bengaluru,Mini,10.28,75,1016,Credit Card,Completed
906764,94643,87902,Chennai,Auto,25.89,52,758,Credit Card,Completed
906765,68099,94722,Bengaluru,Mini,15.6,81,2079,Debit Card,Cancelled
906766,28369,81801,Bengaluru,Sedan,42.39,43,2273,UPI,Completed
906767,10147,92366,Delhi,Sedan,31.93,18,2490,Debit Card,Completed
906768,65544,91998,Mumbai,SUV,30.1,21,2060,UPI,Completed
906769,98713,82052,Chennai,Mini,19.79,79,2354,Credit Card,Completed
906770,47607,53138,Hyderabad,Auto,9.36,78,211,Debit Card,Cancelled
906771,49993,62686,Pune,Mini,17.64,7,928,Debit Card,Completed
906772,36030,91204,Bengaluru,Mini,5.58,88,167,Credit Card,Completed
906773,85120,54364,Pune,Auto,40.92,82,1211,UPI,Cancelled
906774,43448,81429,Hyderabad,Sedan,49.46,15,1795,Credit Card,Completed
906775,43901,87371,Mumbai,Auto,44.88,70,1281,Debit Card,Completed
906776,76162,88571,Delhi,SUV,42.79,37,1895,Debit Card,Completed
906777,83546,66128,Pune,Mini,44.29,84,1321,Cash,Cancelled
906778,50818,76315,Mumbai,Auto,31.32,97,1230,UPI,Completed
906779,57046,79066,Pune,SUV,46.27,96,1702,Cash,Completed
906780,34419,94156,Delhi,Mini,17.0,10,93,Debit Card,Completed
906781,67146,51216,Chennai,Auto,21.86,112,1628,UPI,Completed
906782,13105,94489,Hyderabad,SUV,21.76,102,846,UPI,Completed
906783,78834,67970,Chennai,SUV,45.68,95,1761,Debit Card,Cancelled
906784,89541,50646,Delhi,Mini,45.71,76,1686,Credit Card,Completed
906785,82074,91639,Chennai,Auto,12.6,88,1268,Cash,Completed
906786,94836,61687,Pune,Mini,6.1,42,759,Credit Card,Completed
906787,60988,80490,Delhi,Sedan,15.17,7,447,Cash,Completed
906788,69529,53183,Pune,Auto,4.27,108,2161,Debit Card,Completed
906789,90653,66943,Chennai,SUV,26.7,111,1810,Cash,Completed
906790,23852,80887,Delhi,Mini,1.61,25,1163,Credit Card,Completed
906791,41357,67364,Bengaluru,SUV,28.32,23,1705,Cash,Completed
906792,50509,52112,Bengaluru,SUV,36.28,76,1567,Cash,Cancelled
906793,59824,75585,Hyderabad,Auto,7.01,66,1439,UPI,Completed
906794,90286,52951,Delhi,SUV,8.41,37,713,UPI,Completed
906795,81418,55671,Pune,Mini,6.56,42,1823,UPI,Completed
906796,48844,94191,Mumbai,Auto,18.44,82,1234,Credit Card,Completed
906797,38027,70219,Delhi,Auto,1.01,98,1396,Cash,Completed
906798,92218,56354,Chennai,Mini,19.7,64,1747,Debit Card,Completed
906799,58629,96110,Delhi,SUV,38.23,117,950,UPI,Completed
906800,13277,80048,Mumbai,Mini,30.13,49,124,Credit Card,Completed
906801,93163,69052,Mumbai,SUV,37.92,58,472,UPI,Cancelled
906802,82071,67430,Chennai,Auto,33.5,78,346,Debit Card,Completed
906803,43751,73088,Delhi,SUV,14.47,53,1988,UPI,Completed
906804,84749,83369,Bengaluru,Mini,28.75,19,1137,UPI,Completed
906805,95503,69553,Chennai,Auto,28.0,23,280,UPI,Cancelled
906806,87803,81696,Chennai,SUV,9.0,42,1370,Credit Card,Completed
906807,64888,62688,Bengaluru,Mini,18.99,11,898,Credit Card,Completed
906808,82369,89857,Delhi,Mini,7.47,29,2407,Credit Card,Completed
906809,46128,99720,Pune,Sedan,19.58,57,370,Credit Card,Completed
906810,97487,76030,Hyderabad,Sedan,42.25,58,2493,UPI,Cancelled
906811,51180,88479,Chennai,Mini,30.15,24,1692,Debit Card,Completed
906812,60976,85030,Bengaluru,SUV,19.17,77,87,UPI,Completed
906813,49334,91935,Mumbai,SUV,4.61,6,200,Cash,Cancelled
906814,89408,93320,Hyderabad,Auto,38.51,52,1044,Debit Card,Completed
906815,80187,92179,Chennai,Auto,32.32,61,2345,UPI,Completed
906816,73161,97655,Mumbai,SUV,35.56,15,1013,UPI,Completed
906817,13224,52367,Delhi,Sedan,18.41,66,1155,Debit Card,Completed
906818,57027,79152,Bengaluru,Sedan,20.53,87,313,UPI,Completed
906819,65662,63099,Mumbai,Sedan,8.77,53,2148,Debit Card,Completed
906820,17175,73937,Mumbai,Sedan,25.17,64,948,UPI,Completed
906821,64076,52634,Mumbai,Auto,35.89,78,2194,Cash,Completed
906822,55571,73013,Hyderabad,Sedan,17.95,75,446,UPI,Completed
906823,79906,52100,Mumbai,Sedan,16.14,61,329,Credit Card,Completed
906824,75986,69814,Hyderabad,SUV,15.64,35,1826,Cash,Completed
906825,95043,86613,Mumbai,Sedan,32.15,81,1015,Debit Card,Completed
906826,80887,69099,Mumbai,Auto,29.4,62,2471,Cash,Completed
906827,57990,95783,Hyderabad,Mini,33.96,52,1149,Credit Card,Completed
906828,49022,57237,Pune,SUV,21.99,57,219,UPI,Completed
906829,87183,90449,Hyderabad,SUV,6.33,108,1216,Debit Card,Completed
906830,58440,88458,Pune,SUV,39.76,49,1201,Debit Card,Completed
906831,23618,76654,Mumbai,Auto,44.88,47,2161,UPI,Completed
906832,59158,75972,Pune,Auto,21.06,94,1447,UPI,Completed
906833,19742,52897,Delhi,Mini,44.09,35,2338,Credit Card,Completed
906834,67171,86670,Pune,SUV,22.24,63,1843,Debit Card,Completed
906835,11334,68227,Delhi,Mini,4.24,105,915,Debit Card,Cancelled
906836,62117,54960,Mumbai,Auto,27.61,116,286,Cash,Completed
906837,83579,89894,Chennai,Mini,48.13,34,2019,Debit Card,Cancelled
906838,77362,54359,Chennai,Auto,38.54,55,1523,UPI,Completed
906839,55483,69825,Mumbai,Auto,44.74,35,2494,UPI,Completed
906840,93788,85528,Delhi,Auto,3.58,104,1052,Debit Card,Completed
906841,65798,99779,Delhi,SUV,17.32,68,928,Credit Card,Completed
906842,57006,82381,Delhi,Auto,26.7,117,1048,Cash,Completed
906843,13609,94668,Chennai,SUV,16.65,15,1873,UPI,Completed
906844,62952,73942,Pune,Auto,37.96,34,1817,Credit Card,Completed
906845,85994,82775,Bengaluru,Auto,21.69,56,2225,Cash,Completed
906846,85116,74514,Mumbai,Mini,42.19,84,1400,Cash,Completed
906847,22061,56720,Delhi,Sedan,23.68,13,2366,Cash,Completed
906848,79095,76288,Hyderabad,Sedan,29.73,74,1121,Cash,Completed
906849,92624,81706,Hyderabad,Auto,44.66,53,1914,Cash,Completed
906850,47186,51177,Delhi,Mini,48.18,62,845,UPI,Completed
906851,65906,59380,Hyderabad,SUV,15.93,76,1026,Debit Card,Completed
