Date,City,State,Property_Type,Bedrooms,Bathrooms,Area_sqft,Property_Price_USD,Year_Built,Sale_Status
2029-01-28,Los Angeles,TX,Villa,2,4,1182,1960722,1993,Available
2029-01-29,Houston,IL,Townhouse,1,2,1901,1961264,2001,Available
2029-01-30,Los Angeles,TX,Condo,4,4,1559,1963371,2021,Sold
2029-01-31,Houston,TX,Villa,5,1,567,1961640,2014,Available
2029-02-01,Miami,NY,Apartment,3,2,1561,1964278,1986,Sold
2029-02-02,Chicago,FL,Villa,2,3,1357,1962905,2022,Available
2029-02-03,Los Angeles,IL,Townhouse,2,1,3754,1961567,2008,Sold
2029-02-04,Houston,IL,Villa,2,3,710,1964329,2007,Sold
2029-02-05,New York,NY,Apartment,5,3,3785,1964719,2001,Sold
2029-02-06,Miami,TX,Apartment,1,2,3050,1964905,2016,Available
2029-02-07,Chicago,NY,Condo,2,4,3790,1967539,1996,Sold
2029-02-08,New York,IL,Condo,5,3,2393,1969777,2007,Sold
2029-02-09,Houston,TX,Apartment,5,2,2137,1968858,1982,Sold
2029-02-10,Miami,FL,Condo,4,3,2799,1969945,1992,Sold
2029-02-11,Chicago,TX,Apartment,2,2,785,1971671,2015,Available
2029-02-12,Miami,CA,Apartment,4,3,3717,1971782,1995,Sold
2029-02-13,Houston,TX,Condo,3,4,2917,1970286,2019,Sold
2029-02-14,Houston,FL,Villa,5,4,2301,1972713,2000,Sold
2029-02-15,Houston,NY,Condo,4,2,1348,1972505,2007,Sold
2029-02-16,Houston,IL,Condo,1,2,2396,1973464,1999,Sold
2029-02-17,Los Angeles,IL,Townhouse,5,3,1749,1973390,2020,Available
2029-02-18,Houston,FL,Condo,5,4,1000,1971648,2015,Sold
2029-02-19,Houston,IL,Villa,2,4,3218,1971924,1984,Sold
2029-02-20,Miami,CA,Condo,2,3,1686,1971826,2012,Sold
2029-02-21,New York,TX,Condo,1,3,2100,1970099,2005,Sold
2029-02-22,Houston,CA,Condo,1,4,1727,1970787,1997,Sold
2029-02-23,Chicago,TX,Apartment,2,1,2676,1969034,2006,Sold
2029-02-24,Chicago,IL,Apartment,5,2,1677,1969160,2012,Available
2029-02-25,Chicago,NY,Apartment,4,1,2796,1969635,2011,Sold
2029-02-26,Houston,FL,Townhouse,5,1,3609,1968769,2010,Available
2029-02-27,Chicago,CA,Condo,4,3,3448,1971707,1980,Available
2029-02-28,New York,CA,Townhouse,5,1,1443,1969817,2011,Sold
2029-03-01,Miami,IL,Villa,2,3,2805,1969592,2007,Available
2029-03-02,Houston,CA,Villa,4,3,874,1969673,2013,Available
2029-03-03,Chicago,TX,Condo,4,3,3064,1970844,1989,Available
2029-03-04,Houston,FL,Townhouse,1,4,3239,1973148,1990,Available
2029-03-05,Miami,CA,Condo,3,4,1375,1972078,2017,Available
2029-03-06,Houston,CA,Apartment,1,1,3450,1971910,2004,Sold
2029-03-07,Los Angeles,FL,Villa,3,1,1785,1974544,1999,Available
2029-03-08,Los Angeles,TX,Villa,1,1,2963,1976511,2016,Available
2029-03-09,Houston,FL,Villa,5,4,2737,1974685,2007,Available
2029-03-10,New York,TX,Condo,2,2,1535,1976596,1992,Available
2029-03-11,Miami,IL,Villa,3,4,3355,1976860,1982,Available
2029-03-12,New York,TX,Apartment,2,2,3233,1978975,2022,Available
2029-03-13,Houston,CA,Condo,4,3,1755,1981164,1985,Sold
2029-03-14,Chicago,IL,Townhouse,3,3,1697,1982751,2021,Available
2029-03-15,Chicago,NY,Townhouse,1,1,3776,1982375,1997,Sold
2029-03-16,Houston,FL,Villa,4,1,2426,1980768,1991,Sold
2029-03-17,Los Angeles,FL,Condo,5,4,1062,1981452,1988,Available
2029-03-18,Miami,IL,Apartment,5,2,2881,1982590,2014,Sold
2029-03-19,Houston,TX,Condo,4,2,2807,1981045,2007,Sold
2029-03-20,Miami,CA,Townhouse,2,3,3874,1983610,2002,Available
2029-03-21,Houston,FL,Townhouse,4,4,2387,1983846,2002,Available
2029-03-22,Los Angeles,NY,Apartment,1,2,2305,1983897,1993,Available
2029-03-23,Chicago,TX,Condo,3,4,2353,1984328,2017,Sold
2029-03-24,Miami,CA,Townhouse,1,2,1285,1985336,1986,Available
2029-03-25,Chicago,IL,Apartment,1,2,1016,1984246,2006,Sold
2029-03-26,Miami,IL,Villa,3,4,2696,1982988,1990,Sold
2029-03-27,New York,CA,Townhouse,1,3,2215,1984112,2005,Sold
2029-03-28,Chicago,IL,Condo,5,1,615,1982755,2018,Sold
2029-03-29,Chicago,NY,Villa,1,3,2024,1983096,1999,Available
2029-03-30,Chicago,CA,Apartment,5,2,2170,1986050,2003,Sold
2029-03-31,Chicago,IL,Condo,4,3,2992,1986164,2021,Available
2029-04-01,New York,NY,Apartment,3,4,2574,1986209,2015,Sold
2029-04-02,New York,TX,Condo,4,4,1130,1985865,2002,Sold
2029-04-03,Houston,TX,Villa,2,4,2328,1985453,2012,Sold
2029-04-04,Los Angeles,NY,Townhouse,5,4,514,1984503,1993,Sold
2029-04-05,Chicago,FL,Townhouse,2,4,2448,1983543,2001,Sold
2029-04-06,Miami,TX,Condo,1,4,2104,1985404,2004,Available
2029-04-07,Houston,CA,Townhouse,4,4,2153,1984564,2003,Sold
2029-04-08,Chicago,IL,Villa,4,1,1677,1985737,2009,Sold
2029-04-09,Chicago,CA,Villa,4,1,3553,1985810,1992,Sold
2029-04-10,Miami,TX,Villa,4,4,2676,1985870,2017,Sold
2029-04-11,Los Angeles,TX,Apartment,2,4,2050,1987331,2012,Sold
2029-04-12,Los Angeles,CA,Condo,4,2,3193,1989907,2015,Available
2029-04-13,New York,CA,Apartment,4,1,2989,1991796,2005,Sold
2029-04-14,New York,IL,Apartment,2,3,1639,1993712,2019,Available
2029-04-15,Los Angeles,FL,Condo,1,4,2508,1993371,2022,Available
2029-04-16,Houston,FL,Apartment,4,2,2484,1993340,2013,Sold
2029-04-17,Miami,NY,Villa,2,1,1372,1994840,2016,Available
2029-04-18,New York,TX,Condo,2,3,1851,1994376,1988,Available
2029-04-19,Los Angeles,TX,Condo,2,1,3839,1995474,1986,Sold
2029-04-20,Los Angeles,TX,Condo,2,2,3874,1996841,2017,Available
2029-04-21,Miami,NY,Condo,2,3,974,1998889,2006,Sold
2029-04-22,Miami,CA,Townhouse,1,4,1224,2001073,1997,Available
2029-04-23,Chicago,FL,Apartment,2,3,2889,2001362,1997,Available
2029-04-24,Los Angeles,IL,Villa,5,3,3324,1999950,1991,Available
2029-04-25,Houston,NY,Villa,3,3,1350,2001329,1992,Sold
2029-04-26,Miami,FL,Villa,2,2,3639,2000765,2005,Available
2029-04-27,Chicago,IL,Condo,2,3,929,2001591,1999,Sold
2029-04-28,New York,IL,Apartment,3,2,3610,2003480,2007,Available
2029-04-29,Miami,TX,Villa,4,2,3554,2004818,2013,Sold
2029-04-30,Houston,IL,Apartment,2,3,3164,2007394,1982,Sold
2029-05-01,Houston,IL,Villa,4,2,2721,2008691,2021,Sold
2029-05-02,New York,CA,Villa,5,2,3972,2007849,2010,Available
2029-05-03,Los Angeles,CA,Apartment,1,4,936,2010184,1991,Available
2029-05-04,Miami,NY,Condo,5,1,1938,2010069,2002,Sold
2029-05-05,Chicago,CA,Condo,3,2,547,2008598,1985,Sold
2029-05-06,Los Angeles,CA,Apartment,2,1,2583,2009264,2004,Sold
2029-05-07,Chicago,FL,Townhouse,3,1,3538,2007783,2020,Available
2029-05-08,Los Angeles,IL,Townhouse,1,3,994,2007589,2020,Sold
2029-05-09,Chicago,CA,Villa,2,1,1617,2006131,1988,Sold
2029-05-10,Houston,FL,Condo,2,4,1057,2006655,2022,Available
2029-05-11,New York,TX,Villa,4,1,851,2007014,2009,Available
2029-05-12,Miami,TX,Condo,1,4,1016,2006367,1986,Available
2029-05-13,Chicago,NY,Condo,5,4,1271,2006858,2013,Sold
2029-05-14,Houston,NY,Villa,2,2,2700,2005618,2009,Available
2029-05-15,Miami,TX,Apartment,5,4,3071,2003747,2022,Available
2029-05-16,Chicago,CA,Townhouse,4,4,2614,2003852,1991,Sold
2029-05-17,New York,NY,Apartment,5,1,3035,2005111,2005,Sold
2029-05-18,Los Angeles,IL,Condo,3,1,1390,2004711,1983,Sold
2029-05-19,New York,TX,Condo,3,2,1371,2007090,2019,Sold
2029-05-20,Houston,NY,Villa,5,4,2304,2006698,1992,Available
2029-05-21,Houston,TX,Townhouse,1,2,535,2006107,1991,Available
2029-05-22,New York,CA,Apartment,4,3,3915,2006055,1998,Available
2029-05-23,New York,NY,Apartment,1,4,2160,2007460,2005,Available
2029-05-24,Los Angeles,FL,Condo,5,3,1302,2005655,2004,Available
2029-05-25,New York,IL,Condo,3,1,538,2008338,1995,Available
2029-05-26,Miami,FL,Condo,2,3,3872,2006382,1988,Sold
2029-05-27,Chicago,CA,Townhouse,1,1,2848,2008067,2012,Available
2029-05-28,Houston,CA,Apartment,1,1,944,2006849,2012,Available
2029-05-29,Los Angeles,CA,Townhouse,4,3,2186,2009280,1988,Available
2029-05-30,Los Angeles,TX,Villa,1,3,3147,2008406,1984,Sold
2029-05-31,Miami,TX,Villa,1,1,889,2008679,2020,Sold
2029-06-01,Los Angeles,CA,Townhouse,4,4,3716,2009483,1990,Available
2029-06-02,New York,TX,Townhouse,5,2,3612,2011348,1982,Sold
2029-06-03,Los Angeles,TX,Condo,4,3,3299,2009591,1988,Sold
2029-06-04,Houston,IL,Apartment,1,3,2262,2010554,2006,Available
2029-06-05,Houston,FL,Apartment,1,2,2587,2011406,2014,Available
2029-06-06,Chicago,TX,Condo,3,2,2639,2013101,2018,Available
2029-06-07,New York,IL,Villa,2,1,2135,2012156,1993,Sold
2029-06-08,Chicago,NY,Condo,5,1,1730,2012392,2015,Available
2029-06-09,Chicago,IL,Condo,4,3,1569,2012887,1986,Sold
2029-06-10,Miami,FL,Apartment,1,1,3010,2015217,2013,Sold
2029-06-11,Houston,IL,Villa,3,4,3006,2017794,1990,Sold
2029-06-12,Miami,FL,Villa,5,3,917,2018982,1983,Available
2029-06-13,New York,NY,Townhouse,5,3,677,2018078,2012,Sold
2029-06-14,Chicago,FL,Apartment,1,1,2356,2018877,1987,Sold
2029-06-15,Miami,CA,Townhouse,5,2,736,2019786,2012,Sold
2029-06-16,Chicago,IL,Villa,3,2,3863,2022301,2017,Available
2029-06-17,Los Angeles,TX,Apartment,1,2,2553,2024875,2007,Available
2029-06-18,Miami,IL,Apartment,5,3,830,2026067,2003,Sold
2029-06-19,Los Angeles,TX,Apartment,1,4,3717,2025310,2022,Sold
2029-06-20,New York,NY,Condo,1,3,589,2025673,2001,Sold
2029-06-21,Los Angeles,CA,Townhouse,3,2,1162,2023742,1990,Sold
2029-06-22,Chicago,FL,Condo,5,3,1700,2023412,1985,Sold
2029-06-23,New York,FL,Condo,1,1,1483,2022706,2011,Sold
2029-06-24,New York,NY,Condo,1,4,3185,2022072,2021,Sold
2029-06-25,Chicago,TX,Condo,4,2,1941,2022304,2006,Sold
2029-06-26,Los Angeles,NY,Apartment,1,3,915,2023468,1982,Available
2029-06-27,Los Angeles,IL,Townhouse,2,2,3424,2025866,1983,Available
2029-06-28,Houston,IL,Villa,4,1,1999,2024584,1985,Available
2029-06-29,New York,NY,Apartment,3,3,3808,2026418,1985,Available
2029-06-30,Chicago,TX,Apartment,1,1,3156,2027281,1999,Sold
2029-07-01,Houston,TX,Apartment,5,1,775,2027555,2016,Sold
2029-07-02,Miami,FL,Condo,4,4,2837,2026989,1986,Sold
2029-07-03,Houston,IL,Townhouse,1,2,1122,2029550,2020,Sold
2029-07-04,Chicago,NY,Townhouse,2,1,3280,2029089,2003,Available
2029-07-05,Chicago,TX,Townhouse,1,2,900,2029029,1984,Available
2029-07-06,Los Angeles,IL,Villa,1,3,2158,2031612,2021,Available
2029-07-07,Houston,FL,Villa,3,4,1271,2029638,1998,Available
2029-07-08,New York,CA,Villa,4,3,1852,2028397,1993,Sold
2029-07-09,Houston,FL,Villa,2,2,3002,2027527,2015,Sold
2029-07-10,Chicago,IL,Condo,5,4,1202,2029976,1985,Available
2029-07-11,Los Angeles,CA,Townhouse,3,3,1732,2032751,2019,Sold
2029-07-12,Chicago,TX,Villa,4,3,2569,2034171,2005,Sold
2029-07-13,Houston,TX,Apartment,2,3,751,2035142,2018,Sold
2029-07-14,Los Angeles,IL,Apartment,3,1,2184,2033823,2017,Available
2029-07-15,Miami,NY,Villa,2,3,3633,2032205,1992,Sold
2029-07-16,Miami,CA,Villa,5,2,3765,2034164,1990,Sold
2029-07-17,New York,FL,Villa,4,3,1170,2036612,2017,Sold
2029-07-18,Chicago,TX,Townhouse,3,3,3467,2038009,1991,Sold
2029-07-19,Houston,CA,Villa,2,2,2837,2040130,2001,Sold
2029-07-20,Miami,IL,Apartment,4,2,3199,2041882,2018,Available
2029-07-21,Los Angeles,IL,Townhouse,2,4,1718,2042559,2013,Sold
2029-07-22,Miami,CA,Townhouse,4,2,2780,2045283,2020,Sold
2029-07-23,Miami,TX,Condo,4,2,1190,2046705,1999,Sold
2029-07-24,Houston,CA,Apartment,3,1,593,2045866,2003,Sold
2029-07-25,Los Angeles,CA,Condo,5,4,670,2047311,1980,Available
2029-07-26,Houston,TX,Apartment,5,2,2197,2049181,2006,Sold
2029-07-27,Miami,TX,Condo,4,3,1732,2048615,1988,Available
2029-07-28,Chicago,CA,Villa,1,3,3690,2050259,2006,Sold
2029-07-29,Chicago,IL,Villa,5,4,3633,2051405,1992,Available
2029-07-30,New York,NY,Villa,1,1,1215,2051956,2006,Available
2029-07-31,Los Angeles,TX,Villa,3,3,2045,2050957,2004,Sold
2029-08-01,New York,CA,Villa,3,1,1128,2051187,2005,Available
2029-08-02,Houston,TX,Townhouse,5,2,1536,2049554,1995,Sold
2029-08-03,Houston,IL,Condo,2,3,1908,2049424,2008,Sold
2029-08-04,Houston,NY,Condo,3,3,910,2049132,2020,Available
2029-08-05,Chicago,TX,Condo,2,2,1305,2048033,1994,Available
2029-08-06,Chicago,IL,Condo,1,1,3672,2050583,2017,Available
2029-08-07,New York,FL,Townhouse,3,2,1123,2053473,1994,Sold
2029-08-08,Chicago,NY,Villa,5,3,1791,2052549,1996,Sold
2029-08-09,Miami,CA,Villa,4,1,2762,2051248,2015,Sold
2029-08-10,Houston,CA,Villa,1,2,2868,2052520,1994,Sold
2029-08-11,Los Angeles,TX,Apartment,3,1,3155,2055081,2009,Available
2029-08-12,Houston,FL,Apartment,1,4,3514,2057695,1983,Available
2029-08-13,Houston,TX,Apartment,1,3,3102,2060095,2015,Sold
2029-08-14,Los Angeles,FL,Townhouse,5,4,1268,2063063,1990,Sold
2029-08-15,Los Angeles,TX,Townhouse,4,4,2936,2063000,1991,Sold
2029-08-16,Miami,IL,Townhouse,2,1,1638,2065858,1996,Sold
2029-08-17,Miami,CA,Villa,2,4,2173,2068662,1981,Available
2029-08-18,Miami,NY,Townhouse,5,4,1550,2067555,1985,Sold
2029-08-19,Houston,NY,Villa,5,4,3746,2065848,2001,Available
2029-08-20,Miami,TX,Villa,2,3,2240,2068021,2014,Available
2029-08-21,New York,NY,Townhouse,5,1,563,2070895,2018,Available
2029-08-22,Los Angeles,CA,Apartment,1,4,3157,2069005,2010,Sold
2029-08-23,Los Angeles,FL,Townhouse,3,4,862,2068183,2014,Available
2029-08-24,Miami,NY,Apartment,4,4,1306,2067388,2014,Sold
2029-08-25,Houston,CA,Villa,3,4,1649,2068633,1999,Available
2029-08-26,Los Angeles,CA,Condo,2,1,2231,2069236,2010,Sold
2029-08-27,Miami,FL,Villa,1,1,3916,2068736,2008,Sold
2029-08-28,Houston,CA,Townhouse,3,3,2926,2070060,1993,Available
2029-08-29,Houston,TX,Apartment,3,1,1077,2070140,2014,Available
2029-08-30,Houston,CA,Condo,4,3,1261,2070348,1985,Sold
2029-08-31,Los Angeles,NY,Townhouse,4,1,1803,2071205,1995,Sold
2029-09-01,Chicago,FL,Condo,3,4,1006,2073125,1986,Sold
2029-09-02,Miami,CA,Apartment,5,1,2392,2075476,2006,Available
2029-09-03,New York,TX,Apartment,1,2,1363,2077765,2020,Sold
2029-09-04,Chicago,TX,Apartment,1,2,2045,2077072,2008,Available
2029-09-05,Chicago,FL,Villa,2,4,3783,2077167,2016,Sold
2029-09-06,New York,FL,Apartment,4,1,2082,2078974,1987,Sold
2029-09-07,Chicago,CA,Villa,5,2,1882,2079235,1981,Sold
2029-09-08,Chicago,TX,Villa,5,3,3187,2080340,1986,Sold
2029-09-09,Miami,IL,Villa,5,1,1320,2078638,1997,Available
2029-09-10,New York,CA,Townhouse,2,4,3302,2079725,1994,Sold
2029-09-11,New York,IL,Townhouse,2,2,2101,2079761,1983,Available
2029-09-12,New York,CA,Villa,1,2,3778,2082184,2011,Available
2029-09-13,Los Angeles,FL,Condo,5,3,3420,2080676,1981,Sold
2029-09-14,Los Angeles,IL,Townhouse,3,4,1416,2081534,2015,Sold
2029-09-15,Chicago,IL,Apartment,5,4,668,2083886,1990,Available
2029-09-16,Chicago,NY,Townhouse,3,1,2769,2084102,1986,Sold
2029-09-17,New York,NY,Villa,3,1,3262,2085889,2020,Sold
2029-09-18,Houston,IL,Villa,2,2,891,2086158,1996,Available
2029-09-19,New York,TX,Townhouse,5,1,3467,2084173,1995,Available
2029-09-20,Miami,NY,Apartment,1,2,3772,2084383,1999,Available
2029-09-21,Miami,IL,Condo,2,2,2363,2087335,1987,Sold
2029-09-22,New York,TX,Villa,3,4,3623,2088894,1988,Sold
2029-09-23,Chicago,FL,Townhouse,5,4,1600,2087219,2000,Sold
2029-09-24,Chicago,TX,Townhouse,1,3,3949,2089744,1990,Available
2029-09-25,Miami,FL,Apartment,2,3,2962,2091414,1986,Available
2029-09-26,Chicago,CA,Condo,5,3,2146,2091628,2020,Sold
2029-09-27,Chicago,TX,Villa,1,4,1229,2093537,1983,Sold
2029-09-28,Los Angeles,IL,Villa,1,1,1961,2095095,2013,Available
2029-09-29,Houston,FL,Villa,4,3,2374,2094397,2009,Sold
2029-09-30,Chicago,IL,Apartment,4,2,2888,2094299,2016,Sold
2029-10-01,Los Angeles,NY,Townhouse,1,1,2599,2096561,1987,Sold
2029-10-02,Miami,TX,Townhouse,5,4,1848,2094677,2012,Sold
2029-10-03,Miami,CA,Condo,3,1,1301,2096687,2018,Sold
2029-10-04,Chicago,NY,Condo,3,1,3003,2094951,2020,Sold
2029-10-05,Chicago,FL,Apartment,3,3,3186,2094317,1988,Sold
2029-10-06,Los Angeles,IL,Townhouse,3,1,3621,2095871,2004,Available
2029-10-07,Chicago,CA,Apartment,2,1,2190,2095531,2002,Sold
2029-10-08,Houston,FL,Townhouse,3,3,1866,2095615,2017,Available
2029-10-09,New York,TX,Condo,2,4,2655,2097423,2005,Sold
2029-10-10,Houston,NY,Condo,3,2,1411,2100341,2015,Sold
2029-10-11,Miami,IL,Townhouse,2,1,2330,2102578,1994,Sold
2029-10-12,New York,NY,Townhouse,3,2,1774,2103856,1980,Available
2029-10-13,Houston,FL,Townhouse,2,2,687,2104261,2004,Sold
2029-10-14,Los Angeles,TX,Townhouse,1,1,1079,2105606,1993,Sold
2029-10-15,Miami,NY,Apartment,5,3,1851,2106800,2020,Sold
2029-10-16,Houston,IL,Villa,4,1,575,2105854,1996,Available
2029-10-17,Houston,FL,Condo,5,4,1643,2106927,2009,Sold
2029-10-18,Miami,CA,Apartment,3,2,1758,2107272,2020,Sold
2029-10-19,New York,CA,Apartment,4,3,1947,2109956,1999,Available
2029-10-20,Chicago,IL,Villa,5,4,800,2107968,1989,Available
2029-10-21,New York,IL,Townhouse,5,4,1316,2109697,2017,Available
2029-10-22,Miami,NY,Apartment,2,2,3997,2109220,1982,Sold
2029-10-23,Houston,CA,Townhouse,3,1,540,2109325,1998,Sold
2029-10-24,New York,CA,Apartment,2,2,1328,2110321,2014,Available
2029-10-25,Chicago,NY,Townhouse,1,4,596,2111936,1982,Sold
2029-10-26,New York,IL,Townhouse,2,4,3439,2111689,1988,Sold
2029-10-27,Chicago,NY,Condo,4,3,3204,2111803,1980,Available
2029-10-28,New York,IL,Townhouse,4,1,3953,2111927,1983,Sold
2029-10-29,Los Angeles,TX,Townhouse,3,3,1421,2113061,1992,Sold
2029-10-30,Miami,CA,Apartment,2,1,2502,2114787,1990,Sold
2029-10-31,New York,TX,Villa,5,4,870,2114007,2011,Sold
2029-11-01,Los Angeles,FL,Apartment,4,4,1275,2112647,1998,Sold
2029-11-02,Chicago,FL,Condo,4,3,1903,2113366,1982,Available
2029-11-03,Miami,IL,Condo,4,4,909,2111466,1991,Sold
2029-11-04,Houston,NY,Townhouse,1,2,3959,2110581,2000,Sold
2029-11-05,Miami,FL,Apartment,1,4,584,2109243,2015,Available
2029-11-06,Houston,FL,Villa,5,1,3091,2107357,2006,Available
2029-11-07,New York,CA,Condo,1,2,3678,2106055,1994,Sold
2029-11-08,Chicago,CA,Townhouse,3,2,3526,2107658,2002,Sold
2029-11-09,New York,CA,Condo,5,2,3347,2109507,2002,Sold
2029-11-10,Miami,TX,Apartment,4,1,2456,2109438,1999,Available
2029-11-11,Los Angeles,NY,Condo,1,4,3870,2109397,2003,Sold
2029-11-12,Houston,IL,Townhouse,3,3,3329,2111469,2020,Available
2029-11-13,Los Angeles,TX,Villa,5,2,517,2112364,1988,Sold
2029-11-14,Houston,FL,Townhouse,3,4,3004,2111541,2021,Sold
2029-11-15,Miami,FL,Villa,3,1,1786,2110382,2008,Sold
2029-11-16,Miami,TX,Condo,2,2,3748,2110522,1987,Sold
2029-11-17,New York,TX,Villa,5,2,2721,2112204,1990,Available
2029-11-18,Houston,NY,Villa,3,1,1528,2114070,2020,Sold
2029-11-19,Miami,FL,Apartment,1,4,3362,2112394,2018,Available
2029-11-20,New York,TX,Condo,2,1,2606,2112248,1996,Available
2029-11-21,Houston,NY,Apartment,5,3,3284,2112606,2004,Sold
2029-11-22,Houston,CA,Apartment,2,1,3903,2113390,1990,Available
2029-11-23,Miami,IL,Townhouse,5,1,2341,2112550,2011,Available
2029-11-24,Chicago,TX,Apartment,4,2,3616,2111419,2003,Available
2029-11-25,New York,TX,Villa,4,4,3900,2110084,2005,Sold
2029-11-26,Chicago,CA,Condo,1,2,1034,2111704,1993,Sold
2029-11-27,Chicago,FL,Apartment,3,3,2019,2111258,2003,Available
2029-11-28,New York,FL,Condo,1,1,1344,2110238,1997,Sold
2029-11-29,Houston,CA,Townhouse,5,4,1657,2111392,1990,Sold
2029-11-30,Houston,TX,Townhouse,2,4,675,2111875,1986,Sold
2029-12-01,Chicago,FL,Apartment,4,1,2842,2114711,2007,Sold
2029-12-02,New York,TX,Villa,4,3,2341,2116434,2001,Sold
2029-12-03,Miami,FL,Villa,2,2,1414,2114956,2014,Available
2029-12-04,Los Angeles,FL,Condo,3,3,1311,2115580,1988,Sold
2029-12-05,Chicago,IL,Apartment,5,3,3132,2117340,2015,Available
2029-12-06,New York,NY,Townhouse,4,2,2213,2116343,2000,Sold
2029-12-07,New York,IL,Villa,4,1,1524,2119043,2017,Sold
2029-12-08,Los Angeles,CA,Apartment,2,1,841,2118763,1988,Sold
2029-12-09,Chicago,CA,Condo,1,2,3271,2117160,1992,Available
2029-12-10,Chicago,CA,Apartment,5,3,1035,2116345,2006,Sold
2029-12-11,New York,CA,Condo,4,1,618,2116440,2011,Sold
2029-12-12,Houston,TX,Villa,4,3,701,2115253,1985,Sold
2029-12-13,Los Angeles,NY,Townhouse,2,4,3787,2114155,1992,Sold
2029-12-14,Los Angeles,IL,Villa,4,3,3004,2116324,2006,Sold
2029-12-15,Chicago,TX,Villa,3,3,1822,2117359,2010,Available
2029-12-16,Chicago,NY,Condo,2,2,1377,2118471,1986,Sold
2029-12-17,Los Angeles,NY,Townhouse,3,2,1553,2121026,2004,Sold
2029-12-18,Chicago,FL,Condo,4,3,2185,2122654,1999,Available
2029-12-19,Houston,FL,Condo,2,1,3456,2123864,1994,Available
2029-12-20,New York,NY,Condo,1,3,2752,2124071,2003,Sold
2029-12-21,Chicago,IL,Apartment,3,1,3566,2123672,1987,Sold
2029-12-22,Los Angeles,IL,Condo,1,2,802,2126364,2001,Sold
2029-12-23,Chicago,NY,Villa,1,2,3826,2128271,1982,Available
2029-12-24,Houston,NY,Condo,5,3,1261,2130704,1990,Sold
2029-12-25,Miami,NY,Condo,4,4,1562,2131094,1996,Sold
2029-12-26,Miami,FL,Townhouse,1,1,3577,2133754,1989,Sold
2029-12-27,Houston,CA,Villa,4,3,3459,2132519,1981,Available
2029-12-28,New York,IL,Villa,4,4,3308,2134819,1980,Sold
2029-12-29,Houston,CA,Condo,1,3,3183,2134191,1997,Available
2029-12-30,Houston,IL,Villa,1,2,1159,2136632,2016,Sold
2029-12-31,Miami,CA,Villa,4,2,587,2135575,2020,Sold
2030-01-01,New York,NY,Apartment,5,1,2569,2133858,1991,Sold
2030-01-02,Miami,CA,Townhouse,2,2,2637,2132018,2007,Sold
2030-01-03,Miami,TX,Apartment,5,1,1620,2131224,2006,Sold
2030-01-04,New York,NY,Villa,5,1,2438,2130042,1989,Sold
2030-01-05,Miami,NY,Villa,2,1,2976,2131557,2013,Available
2030-01-06,Los Angeles,IL,Townhouse,3,2,1579,2129935,2003,Available
2030-01-07,New York,FL,Villa,2,1,1798,2130624,2008,Sold
2030-01-08,Chicago,FL,Townhouse,4,2,1437,2130073,2010,Sold
2030-01-09,Los Angeles,IL,Apartment,5,4,3667,2128524,2001,Sold
2030-01-10,New York,CA,Apartment,1,3,3161,2130079,2011,Available
2030-01-11,Miami,CA,Villa,1,3,3961,2130884,1987,Available
2030-01-12,Chicago,NY,Apartment,4,3,3449,2130217,2006,Sold
2030-01-13,Houston,NY,Condo,1,1,895,2128976,1981,Available
2030-01-14,Houston,TX,Villa,5,2,572,2131098,1988,Available
2030-01-15,Miami,IL,Villa,1,2,3449,2130566,2004,Sold
2030-01-16,Miami,NY,Townhouse,5,2,2994,2131358,2005,Sold
2030-01-17,Houston,FL,Condo,3,4,3728,2133115,1997,Available
2030-01-18,Chicago,TX,Villa,1,3,2717,2133592,2011,Available
2030-01-19,Los Angeles,FL,Apartment,4,2,705,2132837,1998,Sold
2030-01-20,New York,NY,Apartment,2,2,2806,2130854,1998,Available
2030-01-21,Los Angeles,CA,Condo,1,2,1270,2129134,2009,Sold
2030-01-22,Chicago,IL,Townhouse,3,3,3925,2127945,1986,Available
2030-01-23,Chicago,IL,Townhouse,3,2,2900,2128335,2003,Sold
2030-01-24,Chicago,IL,Villa,3,3,889,2126846,1996,Sold
2030-01-25,Chicago,NY,Apartment,1,2,3066,2126141,2010,Sold
2030-01-26,Miami,TX,Villa,2,1,2059,2124674,2018,Available
2030-01-27,Houston,IL,Apartment,2,4,559,2125711,1980,Available
2030-01-28,Chicago,FL,Apartment,5,1,2467,2127780,2010,Available
2030-01-29,Chicago,CA,Townhouse,2,2,2229,2127853,2010,Sold
2030-01-30,Los Angeles,CA,Villa,2,2,875,2126540,1981,Available
2030-01-31,Houston,TX,Apartment,3,2,1588,2129426,2018,Sold
2030-02-01,Los Angeles,TX,Townhouse,1,1,3638,2127453,2011,Sold
2030-02-02,Chicago,IL,Condo,3,3,1536,2126748,2014,Sold
2030-02-03,Chicago,NY,Apartment,1,1,3970,2125943,2019,Sold
2030-02-04,Los Angeles,IL,Condo,1,2,1951,2124513,1984,Available
2030-02-05,New York,IL,Villa,2,3,2175,2126224,2003,Sold
2030-02-06,New York,FL,Apartment,3,4,2977,2126710,2015,Sold
2030-02-07,Miami,TX,Villa,4,3,2480,2128065,2005,Sold
2030-02-08,Miami,NY,Villa,4,3,2845,2128279,1985,Available
2030-02-09,Houston,FL,Villa,5,1,722,2126635,2021,Sold
2030-02-10,Miami,IL,Villa,2,2,1471,2125626,1983,Sold
