Loan_ID,Customer_ID,Bank_Branch,Loan_Type,Applicant_Age,Annual_Income,Loan_Amount,Loan_Term_Years,Credit_Score,Employment_Type,Loan_Status
707200,514679,Bengaluru Urban,Personal Loan,27,4509253,1716142,20,513,Salaried,Approved
707201,233754,Chennai South,Home Loan,31,1048471,1604007,25,676,Business Owner,Approved
707202,712508,Bengaluru Urban,Personal Loan,23,1342018,1731587,15,371,Salaried,Approved
707203,278158,Hyderabad West,Home Loan,42,2100676,2900134,10,624,Salaried,Rejected
707204,538689,Chennai South,Car Loan,31,1632690,2921650,30,506,Business Owner,Approved
707205,336485,Chennai South,Personal Loan,24,1418826,1313971,25,731,Self-Employed,Approved
707206,841930,Chennai South,Car Loan,28,3134022,1337602,5,565,Business Owner,Approved
707207,395027,Bengaluru Urban,Home Loan,47,4276526,278732,25,310,Salaried,Approved
707208,441023,Mumbai Central,Personal Loan,38,1193780,810720,15,770,Salaried,Approved
707209,593067,Chennai South,Car Loan,64,2994047,2356022,15,317,Business Owner,Approved
707210,390975,Chennai South,Education Loan,37,3342479,980537,10,830,Salaried,Approved
707211,780975,Mumbai Central,Home Loan,49,1253727,1107772,25,771,Business Owner,Approved
707212,720277,Mumbai Central,Personal Loan,48,2669232,688989,15,352,Business Owner,Rejected
707213,925615,Delhi NCR,Personal Loan,47,1737498,856691,30,828,Salaried,Approved
707214,503386,Chennai South,Car Loan,43,3244309,2020596,20,384,Salaried,Approved
707215,153413,Chennai South,Car Loan,27,4358282,1281525,30,574,Salaried,Approved
707216,660162,Bengaluru Urban,Car Loan,25,1206001,1782380,20,548,Self-Employed,Approved
707217,869172,Chennai South,Home Loan,46,2299108,1136188,10,747,Business Owner,Approved
707218,326620,Mumbai Central,Home Loan,37,1201427,1249869,10,873,Salaried,Rejected
707219,854296,Mumbai Central,Personal Loan,29,380673,2922528,25,612,Salaried,Rejected
707220,729919,Hyderabad West,Home Loan,64,1121374,579115,20,301,Self-Employed,Rejected
707221,330304,Hyderabad West,Education Loan,57,1800740,526654,25,603,Self-Employed,Rejected
707222,254544,Hyderabad West,Car Loan,35,681023,1500905,20,571,Salaried,Approved
707223,699202,Mumbai Central,Education Loan,44,4159128,2943905,25,740,Self-Employed,Approved
707224,184278,Delhi NCR,Personal Loan,58,329702,973364,5,607,Self-Employed,Approved
707225,627469,Chennai South,Personal Loan,50,3187828,1790305,25,621,Business Owner,Approved
707226,416950,Bengaluru Urban,Car Loan,29,2506472,895992,15,876,Business Owner,Approved
707227,468041,Bengaluru Urban,Personal Loan,37,3967905,2513569,15,826,Self-Employed,Approved
707228,710739,Mumbai Central,Education Loan,29,3900113,2155521,10,755,Self-Employed,Rejected
707229,268330,Chennai South,Personal Loan,43,667022,2771975,25,398,Self-Employed,Approved
707230,653845,Chennai South,Personal Loan,62,2708485,1741872,5,495,Business Owner,Rejected
707231,316449,Delhi NCR,Home Loan,36,618625,2617227,30,317,Business Owner,Approved
707232,114153,Chennai South,Personal Loan,55,1158990,326974,10,876,Business Owner,Rejected
707233,240400,Hyderabad West,Business Loan,49,2957182,642081,10,529,Salaried,Rejected
707234,495292,Chennai South,Car Loan,49,1444711,1055716,20,729,Self-Employed,Approved
707235,389782,Chennai South,Education Loan,56,3148763,351842,10,562,Self-Employed,Approved
707236,537441,Mumbai Central,Personal Loan,34,2284136,438977,20,622,Self-Employed,Rejected
707237,921116,Hyderabad West,Car Loan,23,2679064,2090140,10,529,Salaried,Rejected
707238,420448,Mumbai Central,Home Loan,23,1644661,1446513,20,680,Self-Employed,Approved
707239,262983,Mumbai Central,Education Loan,61,1689340,549362,25,466,Business Owner,Rejected
707240,502936,Mumbai Central,Car Loan,52,4617417,2470009,30,305,Business Owner,Approved
707241,478349,Chennai South,Business Loan,27,1275843,1067017,30,860,Self-Employed,Approved
707242,493852,Chennai South,Personal Loan,40,4403146,2042425,5,628,Business Owner,Approved
707243,468548,Delhi NCR,Home Loan,26,3849635,1311888,10,569,Business Owner,Approved
707244,749732,Bengaluru Urban,Car Loan,54,2477326,2008855,10,707,Self-Employed,Approved
707245,624920,Hyderabad West,Personal Loan,57,1716504,1419321,25,852,Self-Employed,Approved
707246,896615,Bengaluru Urban,Education Loan,42,3979824,510184,5,715,Salaried,Approved
707247,560395,Chennai South,Car Loan,36,3161233,347443,10,591,Business Owner,Rejected
707248,227489,Hyderabad West,Car Loan,63,4035796,2060394,20,473,Salaried,Approved
707249,449855,Chennai South,Education Loan,35,1053712,2966492,15,790,Self-Employed,Approved
707250,537034,Bengaluru Urban,Car Loan,22,4066404,928238,5,613,Business Owner,Approved
707251,749648,Hyderabad West,Personal Loan,44,1639025,2548078,15,731,Salaried,Approved
707252,802486,Chennai South,Home Loan,51,4235115,1094922,10,753,Business Owner,Rejected
707253,416936,Hyderabad West,Personal Loan,27,1870132,1256191,5,341,Salaried,Approved
707254,162848,Chennai South,Personal Loan,54,1217978,2200883,10,683,Self-Employed,Approved
707255,168118,Hyderabad West,Home Loan,35,1102988,1628232,15,725,Salaried,Approved
707256,696729,Delhi NCR,Personal Loan,45,4965627,1856313,10,718,Self-Employed,Approved
707257,544341,Bengaluru Urban,Personal Loan,25,4633817,2710789,20,726,Business Owner,Rejected
707258,746306,Delhi NCR,Education Loan,27,3592018,2787970,30,818,Salaried,Approved
707259,123706,Mumbai Central,Home Loan,41,1981939,247319,5,727,Self-Employed,Approved
707260,669518,Delhi NCR,Education Loan,38,649670,2955472,15,593,Self-Employed,Approved
707261,107131,Chennai South,Car Loan,25,4891372,187290,20,363,Business Owner,Approved
707262,315141,Delhi NCR,Education Loan,53,1484182,2109300,20,319,Salaried,Approved
707263,252088,Delhi NCR,Education Loan,29,456971,1569053,15,539,Self-Employed,Approved
707264,741584,Hyderabad West,Personal Loan,53,4834755,670754,20,825,Business Owner,Rejected
707265,181302,Bengaluru Urban,Home Loan,50,4706443,1723200,10,431,Salaried,Approved
707266,180481,Delhi NCR,Personal Loan,45,4501588,2579642,25,386,Business Owner,Approved
707267,444882,Mumbai Central,Personal Loan,58,482099,1216764,25,497,Self-Employed,Rejected
707268,913757,Mumbai Central,Business Loan,63,4607251,2530835,25,855,Self-Employed,Rejected
707269,344742,Mumbai Central,Car Loan,42,1446190,1486177,15,458,Salaried,Approved
707270,447734,Delhi NCR,Business Loan,35,2618864,2434236,30,877,Business Owner,Approved
707271,684884,Mumbai Central,Car Loan,36,4907035,1521488,30,426,Self-Employed,Rejected
707272,382299,Delhi NCR,Business Loan,54,4455009,897261,10,782,Salaried,Approved
707273,647744,Delhi NCR,Car Loan,35,4904690,1328324,20,743,Salaried,Approved
707274,991739,Bengaluru Urban,Business Loan,48,596197,1673092,30,564,Self-Employed,Rejected
707275,460851,Delhi NCR,Home Loan,49,3655932,627024,20,500,Salaried,Approved
707276,929732,Bengaluru Urban,Car Loan,46,4825527,2116749,15,653,Self-Employed,Rejected
707277,772769,Bengaluru Urban,Car Loan,58,4577564,1672206,15,622,Self-Employed,Approved
707278,338430,Mumbai Central,Business Loan,35,2148248,2629894,20,653,Salaried,Rejected
707279,574274,Hyderabad West,Business Loan,62,3944126,2846454,5,357,Self-Employed,Approved
707280,632823,Hyderabad West,Car Loan,47,1706803,2084533,15,343,Self-Employed,Rejected
707281,202581,Mumbai Central,Education Loan,61,1252582,2137109,10,341,Self-Employed,Approved
707282,300496,Hyderabad West,Personal Loan,52,4852268,2691834,30,877,Salaried,Rejected
707283,434851,Hyderabad West,Home Loan,22,268487,1049447,5,646,Salaried,Approved
707284,193124,Chennai South,Business Loan,29,2499659,2245305,10,543,Self-Employed,Approved
707285,955255,Chennai South,Education Loan,36,2483992,320255,15,594,Self-Employed,Approved
707286,641769,Delhi NCR,Business Loan,43,4825205,120912,25,629,Business Owner,Rejected
707287,249298,Bengaluru Urban,Education Loan,60,2572969,2645185,10,499,Salaried,Rejected
707288,276592,Hyderabad West,Business Loan,50,2546782,515840,30,418,Salaried,Approved
707289,213298,Chennai South,Personal Loan,64,1849526,518472,5,678,Salaried,Approved
707290,288138,Bengaluru Urban,Home Loan,22,3524362,2309381,25,801,Business Owner,Approved
707291,127582,Mumbai Central,Home Loan,56,1142368,1985539,20,790,Business Owner,Rejected
707292,824620,Chennai South,Business Loan,29,2786897,254158,15,796,Self-Employed,Rejected
707293,128424,Bengaluru Urban,Business Loan,41,649554,1080826,5,838,Business Owner,Rejected
707294,449316,Hyderabad West,Personal Loan,50,324563,1470568,5,564,Salaried,Approved
707295,316617,Mumbai Central,Home Loan,55,4492075,2933491,20,703,Self-Employed,Approved
707296,107696,Bengaluru Urban,Personal Loan,21,3076595,1814972,5,604,Business Owner,Rejected
707297,780578,Chennai South,Business Loan,33,2217987,2766031,25,886,Business Owner,Rejected
707298,567787,Mumbai Central,Personal Loan,64,3590465,2138880,15,664,Salaried,Approved
707299,544717,Chennai South,Personal Loan,55,1702662,2771952,20,716,Salaried,Approved
707300,413451,Delhi NCR,Car Loan,25,480588,1542587,25,822,Self-Employed,Rejected
707301,179251,Delhi NCR,Car Loan,47,358618,305047,5,741,Business Owner,Approved
707302,126341,Bengaluru Urban,Personal Loan,64,2186154,1405132,5,791,Business Owner,Approved
707303,177077,Hyderabad West,Business Loan,37,4068667,1299601,15,801,Salaried,Rejected
707304,682990,Hyderabad West,Home Loan,63,3834188,1191463,5,647,Salaried,Rejected
707305,908359,Chennai South,Car Loan,39,796890,2898005,5,660,Business Owner,Approved
707306,690854,Bengaluru Urban,Home Loan,63,1754392,1976187,25,325,Business Owner,Approved
707307,115556,Bengaluru Urban,Business Loan,30,3376596,2898997,30,664,Self-Employed,Rejected
707308,707936,Bengaluru Urban,Home Loan,52,3269544,2378064,15,689,Business Owner,Rejected
707309,962159,Delhi NCR,Personal Loan,32,4926099,1962255,30,500,Business Owner,Approved
707310,996443,Chennai South,Business Loan,42,972453,2405272,20,326,Self-Employed,Approved
707311,799721,Chennai South,Car Loan,47,3883471,2051523,5,815,Salaried,Approved
707312,452103,Mumbai Central,Business Loan,58,1101065,2586632,30,681,Salaried,Approved
707313,915680,Delhi NCR,Business Loan,61,987991,1131819,25,492,Salaried,Approved
707314,342018,Bengaluru Urban,Home Loan,48,4362000,2585015,5,396,Self-Employed,Approved
707315,495533,Hyderabad West,Personal Loan,22,3702029,2093880,20,596,Salaried,Approved
707316,234433,Mumbai Central,Home Loan,59,4011629,1044884,15,414,Self-Employed,Rejected
707317,365646,Bengaluru Urban,Car Loan,21,3588440,1160021,5,484,Self-Employed,Approved
707318,115083,Delhi NCR,Education Loan,54,2628552,2970954,15,414,Salaried,Approved
707319,891183,Chennai South,Personal Loan,53,3829467,1097963,25,704,Self-Employed,Approved
707320,101400,Chennai South,Personal Loan,55,3408680,1145408,10,809,Self-Employed,Rejected
707321,107754,Chennai South,Home Loan,44,376889,2328745,5,435,Business Owner,Approved
707322,487349,Mumbai Central,Car Loan,32,2535725,1495492,25,591,Self-Employed,Rejected
707323,101561,Chennai South,Personal Loan,53,3471735,2198405,25,621,Salaried,Approved
707324,553997,Bengaluru Urban,Education Loan,21,2908925,1497161,30,534,Salaried,Approved
707325,569639,Hyderabad West,Education Loan,22,1552155,2078350,10,659,Business Owner,Approved
707326,738726,Hyderabad West,Personal Loan,46,1115955,2305846,25,717,Self-Employed,Approved
707327,356700,Hyderabad West,Personal Loan,53,442179,152293,5,738,Salaried,Approved
707328,678150,Delhi NCR,Education Loan,59,1985659,1307701,15,858,Salaried,Approved
707329,205127,Chennai South,Car Loan,35,4842292,1397800,30,565,Salaried,Approved
707330,317217,Chennai South,Education Loan,56,3892597,2567546,25,519,Self-Employed,Approved
707331,241212,Mumbai Central,Personal Loan,38,1286845,1872829,30,530,Salaried,Rejected
707332,851256,Chennai South,Business Loan,40,3058373,532799,10,681,Salaried,Approved
707333,776690,Chennai South,Home Loan,49,3653056,2003840,30,886,Self-Employed,Rejected
707334,749636,Mumbai Central,Home Loan,28,818280,1135589,10,680,Business Owner,Rejected
707335,611087,Hyderabad West,Car Loan,55,944984,2824086,30,570,Business Owner,Approved
707336,944431,Bengaluru Urban,Home Loan,27,3007837,1266389,5,878,Salaried,Rejected
707337,978915,Hyderabad West,Business Loan,32,2662577,2338924,5,822,Self-Employed,Approved
707338,652601,Delhi NCR,Business Loan,23,1227461,1922756,30,348,Business Owner,Approved
707339,940832,Delhi NCR,Business Loan,58,1877551,2818656,15,351,Business Owner,Approved
707340,495640,Mumbai Central,Home Loan,62,2920422,920266,5,380,Business Owner,Approved
707341,360852,Hyderabad West,Car Loan,59,1825535,434685,10,495,Salaried,Approved
707342,220987,Mumbai Central,Car Loan,47,1687634,991604,20,490,Self-Employed,Rejected
707343,483000,Chennai South,Education Loan,53,1114488,1594154,15,365,Business Owner,Approved
707344,589120,Hyderabad West,Business Loan,63,3034117,2710253,5,866,Self-Employed,Rejected
707345,319461,Bengaluru Urban,Home Loan,45,3569195,2377049,5,393,Salaried,Approved
707346,494581,Chennai South,Personal Loan,61,1224104,2286963,20,684,Business Owner,Approved
707347,927543,Hyderabad West,Personal Loan,37,4087434,1583591,25,765,Self-Employed,Approved
707348,188132,Delhi NCR,Home Loan,50,689575,396720,10,886,Salaried,Approved
707349,684636,Mumbai Central,Personal Loan,42,1861483,2718908,5,531,Self-Employed,Rejected
707350,336271,Bengaluru Urban,Home Loan,44,1285956,1269617,5,599,Self-Employed,Rejected
707351,160526,Mumbai Central,Education Loan,46,2725555,2426666,15,777,Business Owner,Rejected
707352,109006,Bengaluru Urban,Business Loan,37,462561,2588158,30,453,Self-Employed,Approved
707353,325433,Hyderabad West,Personal Loan,55,604406,1405999,5,839,Business Owner,Approved
707354,539786,Mumbai Central,Business Loan,33,435489,350293,10,415,Self-Employed,Approved
707355,299772,Delhi NCR,Education Loan,51,3748135,2711372,20,723,Business Owner,Approved
707356,458836,Mumbai Central,Home Loan,60,2890244,2115635,15,580,Salaried,Approved
707357,977801,Bengaluru Urban,Personal Loan,44,1703273,2559200,5,346,Self-Employed,Approved
707358,875633,Mumbai Central,Education Loan,36,2363408,1902710,5,834,Self-Employed,Rejected
707359,192189,Bengaluru Urban,Education Loan,33,453068,2405940,25,822,Salaried,Approved
707360,725520,Chennai South,Education Loan,41,4563172,1208073,30,874,Business Owner,Rejected
707361,157506,Chennai South,Business Loan,59,4673794,2156064,25,405,Salaried,Approved
707362,691763,Bengaluru Urban,Education Loan,41,3502369,2451073,10,336,Self-Employed,Approved
707363,876992,Mumbai Central,Car Loan,38,4935729,1226692,20,847,Self-Employed,Rejected
707364,399771,Mumbai Central,Personal Loan,41,4903139,1968330,15,812,Self-Employed,Rejected
707365,898277,Hyderabad West,Car Loan,30,365187,1409141,5,303,Salaried,Approved
707366,870113,Delhi NCR,Personal Loan,43,2466371,984333,15,379,Business Owner,Rejected
707367,345140,Hyderabad West,Home Loan,23,961562,1337718,10,514,Self-Employed,Rejected
707368,138870,Mumbai Central,Home Loan,64,2445913,2794709,25,521,Business Owner,Approved
707369,478291,Hyderabad West,Car Loan,30,4898520,2667151,30,893,Self-Employed,Approved
707370,741618,Mumbai Central,Personal Loan,48,3613729,1708429,10,402,Business Owner,Approved
707371,365058,Hyderabad West,Business Loan,33,3425791,2557725,5,345,Business Owner,Approved
707372,207406,Delhi NCR,Home Loan,29,4150161,530786,25,877,Business Owner,Rejected
707373,917327,Mumbai Central,Business Loan,56,4329783,1617934,10,858,Self-Employed,Approved
707374,145343,Hyderabad West,Personal Loan,29,2547177,2529016,5,858,Business Owner,Approved
707375,933880,Delhi NCR,Education Loan,37,1367166,613925,10,484,Business Owner,Approved
707376,637506,Delhi NCR,Business Loan,45,2936929,409369,10,607,Salaried,Approved
707377,633327,Delhi NCR,Car Loan,54,1351266,301094,20,686,Business Owner,Approved
707378,570831,Mumbai Central,Personal Loan,34,338219,565885,20,748,Self-Employed,Approved
707379,320793,Bengaluru Urban,Car Loan,26,4530177,1656533,20,715,Salaried,Approved
707380,952618,Hyderabad West,Education Loan,50,2219213,411072,20,853,Business Owner,Approved
707381,706958,Delhi NCR,Home Loan,39,1062988,1208249,10,528,Salaried,Approved
707382,205746,Delhi NCR,Education Loan,53,602331,1725702,25,837,Self-Employed,Approved
707383,897235,Bengaluru Urban,Business Loan,38,846999,1654549,25,742,Self-Employed,Rejected
707384,919957,Hyderabad West,Personal Loan,55,4027242,2040706,10,788,Business Owner,Approved
707385,982827,Bengaluru Urban,Personal Loan,33,495817,2078039,15,397,Business Owner,Approved
707386,226436,Chennai South,Car Loan,38,4969479,2017004,10,413,Self-Employed,Approved
707387,663609,Chennai South,Education Loan,61,883756,641677,30,586,Salaried,Approved
707388,778448,Bengaluru Urban,Education Loan,27,3697311,1206306,25,548,Self-Employed,Approved
707389,237655,Chennai South,Education Loan,54,354180,519623,20,708,Self-Employed,Approved
707390,951239,Bengaluru Urban,Education Loan,26,273291,2402053,30,506,Salaried,Approved
707391,938095,Bengaluru Urban,Car Loan,23,436179,2277617,10,822,Salaried,Approved
707392,260389,Mumbai Central,Personal Loan,44,2956113,2915646,30,442,Business Owner,Approved
707393,373379,Bengaluru Urban,Car Loan,62,1593821,1926352,10,664,Self-Employed,Approved
707394,121476,Bengaluru Urban,Car Loan,25,703730,501692,20,725,Self-Employed,Approved
707395,513242,Mumbai Central,Personal Loan,25,482893,1141114,20,810,Salaried,Approved
707396,544543,Chennai South,Education Loan,29,1779203,2768008,5,834,Self-Employed,Rejected
707397,415138,Delhi NCR,Education Loan,30,3610627,1910897,30,415,Business Owner,Rejected
707398,227632,Delhi NCR,Education Loan,64,3420671,150335,30,416,Business Owner,Approved
707399,316817,Chennai South,Education Loan,33,3835615,1395101,30,886,Salaried,Rejected
707400,208809,Mumbai Central,Education Loan,55,1823821,1428760,5,318,Business Owner,Approved
707401,508549,Hyderabad West,Personal Loan,34,3757688,316160,15,602,Salaried,Approved
707402,493006,Mumbai Central,Personal Loan,35,3356788,555700,25,355,Business Owner,Approved
707403,680419,Delhi NCR,Education Loan,29,305917,1387497,5,479,Salaried,Approved
707404,629361,Chennai South,Personal Loan,54,2406712,251541,5,630,Self-Employed,Approved
707405,799281,Hyderabad West,Personal Loan,55,2312784,1343849,10,482,Self-Employed,Approved
707406,994367,Chennai South,Personal Loan,54,2351480,649943,25,595,Self-Employed,Approved
707407,419829,Chennai South,Business Loan,50,4705124,1236631,15,408,Self-Employed,Approved
707408,135246,Hyderabad West,Business Loan,41,2821015,1793775,10,654,Salaried,Approved
707409,271416,Hyderabad West,Home Loan,26,3447826,636446,25,561,Salaried,Rejected
707410,231181,Delhi NCR,Car Loan,31,4476541,2051114,10,706,Salaried,Approved
707411,851904,Bengaluru Urban,Home Loan,22,3251347,1339291,30,839,Self-Employed,Approved
707412,369069,Mumbai Central,Business Loan,39,2601682,2914904,20,588,Salaried,Approved
707413,764818,Mumbai Central,Education Loan,49,1913007,747276,5,858,Business Owner,Approved
707414,127773,Delhi NCR,Home Loan,53,3976868,2046850,25,709,Salaried,Approved
707415,517441,Chennai South,Car Loan,25,2132866,2637281,5,614,Self-Employed,Approved
707416,666703,Chennai South,Business Loan,61,3198685,2290586,30,743,Self-Employed,Approved
707417,353187,Hyderabad West,Education Loan,25,3567829,1928184,20,897,Salaried,Approved
707418,424119,Bengaluru Urban,Car Loan,64,3189543,62859,25,658,Business Owner,Approved
707419,732424,Hyderabad West,Education Loan,63,4704700,577050,10,829,Business Owner,Approved
707420,871545,Mumbai Central,Home Loan,35,2711627,1297589,5,413,Business Owner,Approved
707421,414297,Mumbai Central,Car Loan,29,2503834,1075233,15,420,Salaried,Approved
707422,210448,Delhi NCR,Education Loan,62,491718,2567938,20,547,Business Owner,Rejected
707423,361463,Hyderabad West,Personal Loan,23,375245,1406438,30,403,Self-Employed,Approved
707424,424436,Chennai South,Car Loan,59,2155574,1348751,30,648,Business Owner,Rejected
707425,765010,Chennai South,Education Loan,61,3093969,1631625,30,331,Business Owner,Rejected
707426,220995,Bengaluru Urban,Personal Loan,48,1662576,166384,25,479,Business Owner,Approved
707427,624639,Bengaluru Urban,Home Loan,58,935392,856685,30,576,Business Owner,Approved
707428,127864,Mumbai Central,Home Loan,27,4185084,323403,20,522,Self-Employed,Rejected
707429,205271,Hyderabad West,Personal Loan,59,542325,2199849,5,658,Salaried,Rejected
707430,807882,Chennai South,Home Loan,63,3869717,515568,30,624,Self-Employed,Approved
707431,475313,Bengaluru Urban,Home Loan,27,1211803,1174571,30,355,Salaried,Approved
707432,837615,Mumbai Central,Home Loan,46,4005437,1127363,10,523,Self-Employed,Approved
707433,751855,Mumbai Central,Education Loan,64,2024461,2796951,30,417,Business Owner,Approved
707434,931393,Hyderabad West,Education Loan,37,2428382,2653624,15,631,Business Owner,Approved
707435,672619,Bengaluru Urban,Education Loan,47,4094273,852500,25,571,Business Owner,Rejected
707436,317453,Mumbai Central,Home Loan,59,415668,995073,10,696,Self-Employed,Approved
707437,366796,Delhi NCR,Business Loan,29,1086113,736282,15,567,Self-Employed,Approved
707438,469074,Chennai South,Business Loan,55,4293473,777544,15,869,Self-Employed,Approved
707439,924798,Delhi NCR,Personal Loan,40,712825,929444,20,883,Self-Employed,Rejected
707440,109317,Mumbai Central,Personal Loan,62,4440589,217491,30,794,Salaried,Rejected
707441,226949,Hyderabad West,Personal Loan,24,319297,1266933,15,336,Self-Employed,Approved
707442,836684,Hyderabad West,Personal Loan,39,4651880,2454066,30,342,Salaried,Approved
707443,585961,Hyderabad West,Education Loan,43,2854768,563016,15,561,Business Owner,Approved
707444,973083,Delhi NCR,Car Loan,34,2950311,945178,10,514,Salaried,Approved
707445,717767,Hyderabad West,Education Loan,49,438748,669624,5,461,Salaried,Approved
707446,363600,Hyderabad West,Car Loan,24,1055019,1193260,30,450,Business Owner,Rejected
707447,327318,Mumbai Central,Personal Loan,62,1338050,1232108,5,829,Salaried,Approved
707448,660931,Bengaluru Urban,Car Loan,27,1943965,1157370,5,677,Business Owner,Rejected
707449,336821,Bengaluru Urban,Personal Loan,26,2165610,2160780,30,847,Self-Employed,Rejected
707450,905913,Chennai South,Home Loan,38,4850889,983180,30,876,Self-Employed,Approved
707451,709768,Bengaluru Urban,Business Loan,25,2767408,2942237,20,851,Business Owner,Rejected
707452,111702,Mumbai Central,Business Loan,58,4925525,2822635,30,556,Business Owner,Approved
707453,193000,Chennai South,Car Loan,50,1223068,1188145,5,344,Business Owner,Approved
707454,286136,Chennai South,Education Loan,56,3033017,354700,25,678,Salaried,Approved
707455,816376,Hyderabad West,Car Loan,52,4971050,2779489,30,619,Self-Employed,Rejected
707456,930728,Chennai South,Education Loan,27,1952364,290376,20,761,Salaried,Rejected
707457,665394,Hyderabad West,Home Loan,61,2344474,974022,25,793,Self-Employed,Approved
707458,849794,Bengaluru Urban,Business Loan,36,4876828,749207,25,571,Self-Employed,Approved
707459,863865,Mumbai Central,Personal Loan,45,328352,180337,30,532,Self-Employed,Rejected
707460,724585,Mumbai Central,Education Loan,30,733579,2304618,15,334,Business Owner,Approved
707461,447471,Delhi NCR,Car Loan,50,3220270,301305,10,438,Self-Employed,Approved
707462,232873,Hyderabad West,Education Loan,60,1221316,1232401,5,548,Salaried,Approved
707463,443355,Delhi NCR,Business Loan,50,1536478,129414,15,770,Business Owner,Approved
707464,854811,Bengaluru Urban,Home Loan,45,2652596,1961800,5,695,Self-Employed,Rejected
707465,803557,Mumbai Central,Education Loan,51,3033225,819149,15,762,Salaried,Approved
707466,336744,Bengaluru Urban,Personal Loan,35,1070786,825533,25,658,Business Owner,Approved
707467,915928,Delhi NCR,Home Loan,51,3009032,2527358,15,813,Business Owner,Rejected
707468,383242,Delhi NCR,Car Loan,54,4968822,128841,30,492,Salaried,Approved
707469,927264,Bengaluru Urban,Car Loan,57,1086149,2347159,20,464,Salaried,Approved
707470,906519,Mumbai Central,Car Loan,44,1442354,67170,10,362,Self-Employed,Approved
707471,877854,Mumbai Central,Education Loan,59,3934400,1347275,30,569,Self-Employed,Rejected
707472,674018,Bengaluru Urban,Car Loan,48,1727910,2450482,30,812,Salaried,Approved
707473,673553,Bengaluru Urban,Business Loan,24,578665,2950917,15,571,Salaried,Approved
707474,869331,Bengaluru Urban,Education Loan,56,668698,1276534,15,353,Self-Employed,Approved
707475,764927,Bengaluru Urban,Personal Loan,44,304050,2760723,30,354,Self-Employed,Rejected
707476,652677,Delhi NCR,Personal Loan,61,4846505,1234249,15,588,Self-Employed,Approved
707477,936759,Bengaluru Urban,Education Loan,62,2395766,2454697,15,766,Salaried,Rejected
707478,174106,Chennai South,Personal Loan,57,1734465,209036,20,432,Business Owner,Approved
707479,909550,Bengaluru Urban,Business Loan,25,853219,1502040,15,605,Business Owner,Approved
707480,108044,Delhi NCR,Personal Loan,64,963461,110104,10,664,Self-Employed,Approved
707481,188685,Bengaluru Urban,Business Loan,40,695577,1995886,10,636,Self-Employed,Rejected
707482,570186,Chennai South,Personal Loan,47,549662,1822229,20,568,Business Owner,Rejected
707483,163650,Mumbai Central,Business Loan,44,700310,2507400,20,358,Business Owner,Approved
707484,324740,Hyderabad West,Business Loan,58,4933219,1162935,30,605,Business Owner,Approved
707485,442334,Delhi NCR,Personal Loan,49,4631213,2467941,20,676,Self-Employed,Approved
707486,846682,Bengaluru Urban,Home Loan,31,2838601,1770103,25,876,Business Owner,Approved
707487,964745,Mumbai Central,Education Loan,37,1870260,542614,30,782,Salaried,Approved
707488,303487,Hyderabad West,Education Loan,54,2521872,510911,5,445,Self-Employed,Approved
707489,765489,Hyderabad West,Education Loan,62,1412398,1698546,15,812,Self-Employed,Approved
707490,196518,Delhi NCR,Business Loan,42,721250,1845379,5,474,Salaried,Approved
707491,299886,Delhi NCR,Business Loan,41,3319991,482078,15,342,Business Owner,Approved
707492,917535,Bengaluru Urban,Car Loan,34,3441314,725915,30,362,Business Owner,Approved
707493,117732,Chennai South,Home Loan,61,2961002,236873,10,655,Salaried,Approved
707494,720828,Mumbai Central,Home Loan,32,4259099,2493514,10,705,Salaried,Approved
707495,806395,Delhi NCR,Personal Loan,55,1064022,2278696,30,672,Business Owner,Approved
707496,665197,Delhi NCR,Personal Loan,57,3243856,1689998,25,833,Salaried,Approved
707497,828337,Delhi NCR,Personal Loan,31,2117082,2007127,10,309,Self-Employed,Approved
707498,337481,Chennai South,Car Loan,46,1915763,1443836,15,546,Salaried,Approved
707499,907642,Delhi NCR,Business Loan,42,351313,2299023,30,806,Self-Employed,Approved
707500,177378,Mumbai Central,Personal Loan,48,1249107,279175,25,658,Salaried,Approved
707501,979957,Mumbai Central,Car Loan,42,536224,2244389,15,684,Self-Employed,Rejected
707502,361137,Bengaluru Urban,Personal Loan,54,1618391,2462825,25,528,Self-Employed,Rejected
707503,376862,Mumbai Central,Education Loan,56,3076086,365531,20,494,Self-Employed,Approved
707504,542748,Hyderabad West,Home Loan,38,2075639,2827024,20,863,Business Owner,Approved
707505,177096,Chennai South,Business Loan,56,4552360,106428,15,416,Business Owner,Approved
707506,811430,Mumbai Central,Business Loan,27,3913514,1522302,30,590,Business Owner,Approved
707507,261003,Delhi NCR,Education Loan,23,1615119,2267239,15,747,Business Owner,Approved
707508,442590,Hyderabad West,Personal Loan,26,4548587,2424684,30,516,Salaried,Approved
707509,613775,Hyderabad West,Home Loan,54,2526886,232466,10,355,Salaried,Approved
707510,708335,Chennai South,Home Loan,28,1536062,2025375,15,682,Self-Employed,Approved
707511,334874,Chennai South,Car Loan,55,3810336,1513410,25,379,Self-Employed,Approved
707512,764932,Chennai South,Personal Loan,28,563132,1901172,15,675,Salaried,Rejected
707513,311322,Chennai South,Business Loan,59,3316503,1944468,25,410,Business Owner,Approved
707514,359480,Mumbai Central,Personal Loan,34,3265040,2011206,30,389,Self-Employed,Approved
