"Date","Company","Open","High","Low","Close","Volume","Market_Sentiment","News_Impact"
"2021-06-05","Microsoft",1126.5,1128.96,1125.12,1127.49,1696509,"Positive","Medium"
"2021-06-06","Tesla",1124.65,1127.63,1123.48,1126.08,2021484,"Neutral","Low"
"2021-06-07","Tesla",1123.19,1125.5,1117.81,1120.25,1927638,"Negative","Low"
"2021-06-08","Google",1122.55,1128.16,1120.39,1125.5,1922486,"Negative","Low"
"2021-06-09","Amazon",1128.85,1131.1,1127.59,1129.51,3535906,"Neutral","High"
"2021-06-10","Google",1127.23,1127.25,1125.01,1125.8,1969786,"Neutral","High"
"2021-06-11","Tesla",1130.74,1133.31,1129.14,1131.47,2654262,"Positive","High"
"2021-06-12","Apple",1136.83,1139.65,1131.9,1133.79,4738967,"Neutral","Low"
"2021-06-13","Amazon",1132.38,1133.34,1131.14,1132.86,1460566,"Neutral","High"
"2021-06-14","Tesla",1132.33,1135.58,1129.51,1133.1,1881365,"Positive","High"
"2021-06-15","Google",1132.17,1134.69,1131.71,1132.33,4359653,"Positive","High"
"2021-06-16","Amazon",1132.03,1132.08,1127.79,1130.71,860457,"Positive","Medium"
"2021-06-17","Amazon",1134.8,1136.86,1131.62,1132.27,4471518,"Positive","Low"
"2021-06-18","Apple",1129.9,1130.53,1128.07,1130.15,581250,"Neutral","High"
"2021-06-19","Microsoft",1131.35,1131.38,1130.27,1131.08,2666584,"Negative","High"
"2021-06-20","Amazon",1131.65,1131.76,1127.22,1130.04,1860998,"Positive","Medium"
"2021-06-21","Apple",1137.33,1139.71,1136.79,1137.18,4046326,"Neutral","High"
"2021-06-22","Apple",1137.26,1139.96,1133.29,1136.28,3845137,"Neutral","Medium"
"2021-06-23","Microsoft",1140.02,1142.73,1136.66,1137.72,4456825,"Neutral","Low"
"2021-06-24","Tesla",1139.11,1140.69,1137.13,1138.4,4517730,"Negative","Medium"
"2021-06-25","Amazon",1140.36,1141.47,1136.46,1139.15,849846,"Neutral","Low"
"2021-06-26","Apple",1140.61,1142.82,1138.34,1140.18,683802,"Neutral","Low"
"2021-06-27","Amazon",1143.87,1146.63,1142.74,1144.06,2115348,"Negative","Medium"
"2021-06-28","Google",1140.61,1141.2,1137.53,1139.13,893340,"Positive","High"
"2021-06-29","Google",1139.9,1142.42,1136.86,1139.74,2622662,"Negative","Medium"
"2021-06-30","Tesla",1138.72,1139.02,1136.14,1138.28,2989275,"Neutral","Low"
"2021-07-01","Amazon",1139.3,1142.11,1137.63,1139.47,2183696,"Positive","Medium"
"2021-07-02","Microsoft",1139.11,1142.99,1136.21,1140.54,3989231,"Negative","Low"
"2021-07-03","Tesla",1142.67,1147.74,1141.93,1145.6,2742007,"Negative","Low"
"2021-07-04","Apple",1142.19,1144.55,1141.02,1142.68,4223811,"Positive","Medium"
"2021-07-05","Apple",1144.02,1146.02,1141.42,1143.69,3954118,"Positive","Low"
"2021-07-06","Tesla",1145.71,1146.42,1142.9,1144.57,2860101,"Neutral","Medium"
"2021-07-07","Tesla",1146.8,1148.19,1145.81,1148.17,766008,"Negative","High"
"2021-07-08","Apple",1144.61,1148.27,1143.38,1145.74,2069196,"Positive","Low"
"2021-07-09","Amazon",1149.75,1150.94,1147.07,1148.28,3063402,"Positive","Low"
"2021-07-10","Amazon",1152.68,1155.46,1152.28,1153.42,2821529,"Positive","Medium"
"2021-07-11","Google",1151.49,1152.56,1151.47,1151.87,703335,"Positive","High"
"2021-07-12","Apple",1148.84,1151.11,1146.8,1147.91,3565469,"Positive","Low"
"2021-07-13","Amazon",1148.66,1151.64,1147.92,1149.58,2500046,"Neutral","Medium"
"2021-07-14","Tesla",1146.65,1147.37,1144.12,1146.73,2730755,"Neutral","High"
"2021-07-15","Amazon",1142.78,1147.99,1141.75,1145.71,2795867,"Negative","Medium"
"2021-07-16","Google",1149.89,1151.4,1145.7,1146.47,1844137,"Neutral","Low"
"2021-07-17","Apple",1150.61,1154.07,1147.75,1151.68,1172526,"Neutral","Low"
"2021-07-18","Google",1153.45,1157.48,1153.2,1155.98,3414611,"Positive","Low"
"2021-07-19","Microsoft",1151.66,1153.2,1149.56,1150.28,561922,"Neutral","Low"
"2021-07-20","Amazon",1151.51,1153.03,1150.9,1152.91,1798327,"Positive","Medium"
"2021-07-21","Microsoft",1149.25,1152.1,1145.23,1148.18,3854570,"Positive","Low"
"2021-07-22","Apple",1148.88,1149.41,1145.67,1147.15,2677311,"Neutral","Medium"
"2021-07-23","Amazon",1150.34,1151.4,1147.75,1150.87,1528247,"Positive","Low"
"2021-07-24","Microsoft",1147.82,1148.45,1146.18,1147.6,1528231,"Negative","Low"
"2021-07-25","Google",1152.01,1152.93,1150.32,1151.03,4900217,"Positive","Medium"
"2021-07-26","Amazon",1150.28,1152.56,1147.52,1151.36,3477641,"Neutral","Low"
"2021-07-27","Microsoft",1155.25,1158.24,1152.92,1153.56,4160449,"Positive","Medium"
"2021-07-28","Tesla",1152.02,1153.82,1148.43,1150.45,1439229,"Positive","Low"
"2021-07-29","Amazon",1151.42,1157.18,1149.37,1154.84,3121657,"Negative","Medium"
"2021-07-30","Apple",1153.48,1157.53,1151.68,1154.79,3494812,"Neutral","Medium"
"2021-07-31","Apple",1159.8,1160.38,1157.28,1159.43,1831753,"Negative","Medium"
"2021-08-01","Google",1161.92,1163.91,1160.05,1162.1,1835552,"Negative","Medium"
"2021-08-02","Microsoft",1158.1,1160.5,1157.79,1159.61,3190425,"Neutral","High"
"2021-08-03","Apple",1157.18,1162.2,1156.2,1159.47,4297417,"Neutral","Medium"
"2021-08-04","Microsoft",1157.54,1157.77,1155.74,1156.54,1159103,"Positive","Medium"
"2021-08-05","Apple",1155.21,1155.24,1153.18,1154.49,947289,"Neutral","Low"
"2021-08-06","Tesla",1158.76,1159.42,1155.88,1157.07,4019078,"Positive","Low"
"2021-08-07","Tesla",1157.69,1159.27,1157.02,1158.31,2779219,"Positive","Low"
"2021-08-08","Tesla",1156.97,1158.87,1155.16,1155.49,4004487,"Positive","Low"
"2021-08-09","Apple",1154.47,1155.97,1154.46,1155.81,3648627,"Positive","Low"
"2021-08-10","Microsoft",1155.31,1157.1,1153.28,1155.6,1312126,"Negative","Medium"
"2021-08-11","Google",1160.83,1162.94,1158.61,1160.19,2554119,"Negative","Medium"
"2021-08-12","Google",1159.96,1162.94,1158.7,1161.92,4022167,"Neutral","Low"
"2021-08-13","Amazon",1159.15,1159.33,1154.2,1157.2,4252378,"Negative","High"
"2021-08-14","Amazon",1157.31,1158.65,1154.08,1156.82,906130,"Positive","Medium"
"2021-08-15","Apple",1152.15,1154.37,1150.25,1153.14,4019146,"Neutral","Medium"
"2021-08-16","Microsoft",1159.86,1159.94,1157.13,1157.71,4400391,"Positive","Low"
"2021-08-17","Apple",1158,1163.15,1156.76,1160.51,1052549,"Positive","Low"
"2021-08-18","Google",1158.15,1159.67,1156.86,1158.67,2419479,"Positive","Medium"
"2021-08-19","Tesla",1158.7,1161.3,1158.16,1159.15,2834624,"Neutral","Low"
"2021-08-20","Amazon",1161.84,1164.12,1161.59,1161.72,4529242,"Neutral","Medium"
"2021-08-21","Tesla",1157.63,1162.12,1157.61,1159.74,4877046,"Positive","Medium"
"2021-08-22","Microsoft",1156.36,1158.6,1154.23,1158.46,3233018,"Positive","Low"
"2021-08-23","Tesla",1160.4,1161.86,1157.67,1161.8,1078903,"Positive","Medium"
"2021-08-24","Microsoft",1164.95,1166.42,1159.18,1162.01,1774264,"Positive","Low"
"2021-08-25","Amazon",1166.29,1168,1164.01,1164.51,1719746,"Neutral","Low"
"2021-08-26","Apple",1165.79,1166.4,1162.43,1163.13,3555693,"Positive","High"
"2021-08-27","Apple",1161.98,1163.94,1157.68,1160.4,859807,"Negative","Low"
"2021-08-28","Google",1163.32,1164.52,1160.94,1164.41,1443604,"Negative","Medium"
"2021-08-29","Google",1167.3,1168.03,1166.8,1166.87,755964,"Positive","High"
"2021-08-30","Google",1167.01,1168.28,1166.47,1167.99,4894253,"Positive","Low"
"2021-08-31","Google",1166.91,1171.13,1164.2,1168.62,3835103,"Neutral","Low"
"2021-09-01","Microsoft",1168.08,1170.66,1164.84,1165.24,3132166,"Neutral","Medium"
"2021-09-02","Tesla",1171.01,1173.19,1168.06,1171.25,1057090,"Negative","High"
"2021-09-03","Tesla",1170.05,1172.06,1168.76,1170.26,2159411,"Neutral","Low"
"2021-09-04","Tesla",1174.19,1174.88,1170.18,1172.84,1924322,"Positive","High"
"2021-09-05","Microsoft",1179.75,1181.23,1178.48,1179.64,764725,"Neutral","Low"
"2021-09-06","Apple",1181.48,1183.84,1179.13,1182.63,699304,"Neutral","High"
"2021-09-07","Tesla",1179.18,1181.78,1178.9,1180.1,2275433,"Neutral","Low"
"2021-09-08","Microsoft",1178.37,1180.98,1176.14,1178.28,2027080,"Negative","Medium"
"2021-09-09","Microsoft",1177.48,1180.74,1174.58,1179.69,3371454,"Negative","Medium"
"2021-09-10","Apple",1180.93,1180.97,1179.41,1180.12,2132900,"Neutral","Low"
"2021-09-11","Amazon",1176.2,1178.78,1174.82,1176.45,4976816,"Positive","Medium"
"2021-09-12","Google",1173.61,1175.18,1170.77,1173.12,3074008,"Positive","Medium"
"2021-09-13","Microsoft",1171.75,1175.61,1171.06,1174.12,1917155,"Positive","Low"
"2021-09-14","Amazon",1171.75,1174.79,1170.53,1173.35,4985196,"Negative","Low"
"2021-09-15","Tesla",1172.64,1173.81,1171.08,1172.9,3557220,"Positive","High"
"2021-09-16","Amazon",1174.24,1175.25,1170.43,1173.25,3960839,"Neutral","Low"
"2021-09-17","Microsoft",1178.99,1179.41,1173.33,1175.83,4722509,"Positive","High"
"2021-09-18","Microsoft",1174.75,1177.09,1171.83,1173.7,669508,"Neutral","High"
"2021-09-19","Google",1179.09,1179.34,1175.97,1177.61,2196895,"Positive","Medium"
"2021-09-20","Tesla",1180.35,1183.27,1180.12,1182.52,3060504,"Neutral","Low"
"2021-09-21","Apple",1181.24,1183.97,1179.61,1183.46,1148773,"Positive","Medium"
"2021-09-22","Microsoft",1184.12,1185.17,1182.02,1184.55,2855464,"Neutral","High"
"2021-09-23","Amazon",1183.9,1187.6,1181.82,1185.03,1975951,"Neutral","Medium"
"2021-09-24","Microsoft",1186.23,1188.98,1184.55,1185.41,594952,"Negative","Medium"
"2021-09-25","Tesla",1188.76,1194.08,1185.87,1191.94,3760052,"Positive","Medium"
"2021-09-26","Tesla",1194.17,1196.04,1191.58,1192.46,3499904,"Positive","Medium"
"2021-09-27","Apple",1191.45,1192.49,1190.5,1192.11,1517844,"Neutral","Low"
"2021-09-28","Tesla",1189.85,1190.09,1188.37,1189.44,4933515,"Positive","Low"
"2021-09-29","Microsoft",1185.88,1189.03,1185.51,1186.47,1932779,"Negative","Low"
"2021-09-30","Tesla",1183.63,1186.56,1182.33,1183.66,3517514,"Neutral","Low"
"2021-10-01","Microsoft",1180.44,1183.94,1178.09,1181.62,633143,"Negative","High"
"2021-10-02","Microsoft",1185.13,1187.67,1184.17,1184.45,2349075,"Negative","High"
"2021-10-03","Tesla",1189.4,1190.97,1188.67,1190.85,1318889,"Neutral","High"
"2021-10-04","Apple",1187.41,1190.28,1182.55,1185.4,2754962,"Positive","Low"
"2021-10-05","Apple",1185.82,1188.3,1183.9,1187.74,4923767,"Positive","Medium"
"2021-10-06","Google",1190.67,1190.75,1187.67,1188.9,3286906,"Neutral","Medium"
"2021-10-07","Amazon",1191.15,1196.58,1189.59,1194.73,3785168,"Neutral","Low"
"2021-10-08","Google",1196.25,1197.1,1193.15,1195.1,2568501,"Neutral","Low"
"2021-10-09","Google",1198.16,1199.47,1195.56,1196.68,3839979,"Negative","Medium"
"2021-10-10","Microsoft",1199.59,1200.32,1198.18,1200.2,3637070,"Negative","Medium"
"2021-10-11","Microsoft",1197.24,1201.06,1196.31,1198.5,2578503,"Positive","Low"
"2021-10-12","Google",1200.58,1204.45,1200.43,1202.93,785926,"Neutral","Low"
"2021-10-13","Apple",1200.73,1202.31,1200.48,1200.93,2651094,"Positive","Low"
"2021-10-14","Google",1202.27,1203.69,1201.29,1202.7,700278,"Neutral","High"
"2021-10-15","Apple",1205.36,1207.3,1204.23,1205.57,4365687,"Positive","Low"
"2021-10-16","Amazon",1208.81,1211.19,1204.04,1206.44,4106722,"Positive","Low"
"2021-10-17","Google",1211.37,1213.54,1210.06,1210.86,3083107,"Neutral","Low"
"2021-10-18","Tesla",1214.98,1216.34,1211.91,1214.24,3225162,"Positive","Low"
"2021-10-19","Apple",1210.67,1210.74,1210.5,1210.56,1910863,"Positive","High"
"2021-10-20","Google",1211.4,1212.93,1207.83,1210.1,1344446,"Neutral","High"
"2021-10-21","Google",1210.9,1212.19,1209.52,1210.1,4190687,"Negative","Medium"
"2021-10-22","Apple",1212.25,1212.29,1210.36,1210.63,2668199,"Neutral","Low"
"2021-10-23","Microsoft",1209.11,1212.61,1206.54,1211.94,2041321,"Negative","Medium"
"2021-10-24","Amazon",1208.03,1210.01,1205.87,1207.2,4822739,"Negative","Low"
"2021-10-25","Google",1210.44,1214.71,1209.27,1211.75,2903564,"Positive","Medium"
"2021-10-26","Microsoft",1213.42,1216.51,1211.83,1215.18,1434667,"Neutral","Medium"
"2021-10-27","Tesla",1213.9,1216.07,1209.55,1210.3,4111197,"Positive","Low"
"2021-10-28","Microsoft",1212.38,1212.86,1209.16,1209.81,4574392,"Positive","Medium"
"2021-10-29","Amazon",1213.35,1215.09,1213.27,1214.02,3506730,"Positive","High"
"2021-10-30","Google",1219.52,1221.47,1215.62,1216.08,4030909,"Neutral","Low"
"2021-10-31","Google",1219.63,1223.01,1218.61,1222.11,4272882,"Positive","High"
"2021-11-01","Tesla",1221.72,1222.32,1218.61,1220.82,3249963,"Negative","High"
"2021-11-02","Microsoft",1221.01,1223.39,1220.92,1223.22,659242,"Neutral","Medium"
"2021-11-03","Google",1225.33,1226.48,1221.56,1223.83,1525722,"Positive","Low"
"2021-11-04","Microsoft",1223.44,1227.19,1222.29,1225.59,3109614,"Positive","Low"
"2021-11-05","Apple",1229.13,1229.45,1226.27,1227.85,2529457,"Neutral","Low"
"2021-11-06","Tesla",1227.16,1228.24,1225.71,1226.06,1580042,"Neutral","Medium"
"2021-11-07","Apple",1228.86,1230.99,1227.72,1228.87,4743988,"Neutral","High"
"2021-11-08","Apple",1231.84,1234.47,1231.42,1233.07,2365707,"Neutral","High"
"2021-11-09","Google",1232.21,1236.71,1229.39,1234.26,1452618,"Positive","Low"
"2021-11-10","Microsoft",1234.64,1236.75,1232.33,1234.07,2636292,"Positive","Medium"
"2021-11-11","Google",1233.45,1234.42,1230.57,1230.9,4078352,"Positive","Low"
"2021-11-12","Apple",1232.22,1234.82,1229.33,1230.97,4930955,"Neutral","Low"
"2021-11-13","Google",1232.66,1235.02,1230.48,1231.46,3726766,"Negative","Low"
"2021-11-14","Microsoft",1232.3,1236.98,1231.87,1234.15,2785673,"Neutral","Low"
"2021-11-15","Amazon",1236.26,1239.41,1234.87,1236.61,2648546,"Positive","Medium"
"2021-11-16","Tesla",1238.87,1240.07,1233.13,1235.2,3055725,"Negative","Medium"
"2021-11-17","Tesla",1236.67,1239.05,1235.92,1237.82,4466236,"Neutral","Medium"
"2021-11-18","Apple",1235.61,1236.59,1235.5,1236.35,3127105,"Positive","Low"
"2021-11-19","Apple",1233.98,1236.82,1233.01,1234.4,743164,"Negative","Medium"
"2021-11-20","Microsoft",1234.18,1236.98,1233.05,1235.55,822828,"Positive","Low"
"2021-11-21","Tesla",1234.2,1237.01,1229.83,1232.32,2758592,"Negative","Low"
"2021-11-22","Microsoft",1233.49,1235.51,1230.71,1234.56,2166619,"Positive","High"
"2021-11-23","Apple",1236.91,1238.9,1232.08,1234.75,4388086,"Positive","Medium"
"2021-11-24","Google",1236.91,1240.56,1235.43,1237.9,866229,"Neutral","Medium"
"2021-11-25","Tesla",1240.94,1243.32,1238.54,1241.14,4638284,"Negative","Low"
"2021-11-26","Amazon",1241.4,1243.7,1237.52,1239.95,3399199,"Positive","Medium"
"2021-11-27","Microsoft",1243.87,1245.62,1243.16,1243.17,1260822,"Positive","High"
"2021-11-28","Amazon",1240.81,1243.78,1237.92,1243.07,1738944,"Neutral","Medium"
"2021-11-29","Amazon",1245.58,1245.82,1241.88,1243.29,4685829,"Neutral","Medium"
"2021-11-30","Google",1243.3,1245.61,1242.34,1243.41,4434865,"Positive","Medium"
"2021-12-01","Google",1244.34,1247.44,1244.29,1244.92,3687566,"Neutral","Low"
"2021-12-02","Amazon",1245.56,1245.85,1243.2,1245.38,3563538,"Positive","Low"
"2021-12-03","Apple",1244.74,1249.01,1241.74,1246.42,4182819,"Neutral","Medium"
"2021-12-04","Google",1247.17,1247.27,1245.13,1245.51,1345887,"Positive","Medium"
"2021-12-05","Tesla",1245.02,1245.07,1242.44,1243.85,1798935,"Positive","Low"
"2021-12-06","Amazon",1245.58,1248.26,1240.96,1242.92,4906949,"Neutral","High"
"2021-12-07","Google",1246.76,1248.55,1245.39,1245.66,2169539,"Positive","Low"
"2021-12-08","Apple",1249.07,1249.53,1247.62,1249.35,4243597,"Positive","Medium"
"2021-12-09","Google",1249.35,1249.43,1248.81,1249.13,3110173,"Positive","Low"
"2021-12-10","Microsoft",1248.97,1250.25,1246.08,1248.73,2108172,"Positive","Low"
"2021-12-11","Apple",1249.65,1252.09,1246.88,1248.68,1514294,"Neutral","Medium"
"2021-12-12","Amazon",1246.19,1249.55,1244.56,1247.87,4309678,"Negative","Low"
"2021-12-13","Amazon",1247.88,1249.93,1244.08,1246.8,3358103,"Positive","High"
"2021-12-14","Apple",1249.63,1251.82,1245.73,1248.01,4777969,"Neutral","Low"
"2021-12-15","Amazon",1245.41,1246.39,1243.02,1245.91,1583501,"Positive","Low"
"2021-12-16","Amazon",1248.65,1250.85,1247.68,1250.38,3897488,"Neutral","Medium"
"2021-12-17","Apple",1251.1,1251.36,1248.8,1251.25,1616484,"Neutral","High"
"2021-12-18","Tesla",1250.78,1253.93,1249.85,1253.11,915975,"Positive","Low"
"2021-12-19","Tesla",1250.12,1252.93,1247.86,1251.81,2767184,"Positive","Low"
"2021-12-20","Amazon",1254.53,1254.72,1250.71,1252.36,2269714,"Positive","Medium"
"2021-12-21","Microsoft",1253.18,1258.19,1251.76,1255.66,4268143,"Neutral","Medium"
"2021-12-22","Apple",1253.06,1253.07,1249.45,1250.25,664292,"Negative","Medium"
"2021-12-23","Apple",1251.97,1254.57,1249.56,1251.51,686094,"Positive","Medium"
"2021-12-24","Amazon",1252.73,1254.27,1250.59,1253.52,3262835,"Negative","Medium"
"2021-12-25","Amazon",1254.27,1255.22,1250.42,1251.05,4975443,"Neutral","Medium"
"2021-12-26","Amazon",1257.73,1258.79,1255.66,1257.53,1416130,"Positive","Low"
"2021-12-27","Tesla",1259.96,1261.44,1256.93,1258.84,2600299,"Positive","High"
"2021-12-28","Amazon",1259.34,1261.14,1257.37,1259.12,1956406,"Neutral","Medium"
"2021-12-29","Microsoft",1256.2,1258.27,1254.06,1256.61,3310589,"Positive","Medium"
"2021-12-30","Google",1258.68,1261.54,1255.97,1257.08,3005973,"Neutral","High"
"2021-12-31","Microsoft",1258.41,1260.28,1255.22,1255.94,4762641,"Neutral","Medium"
"2022-01-01","Apple",1256.55,1259.44,1254.06,1254.61,1519731,"Positive","High"
"2022-01-02","Microsoft",1254.76,1256.05,1251.46,1252.89,1397809,"Positive","Low"
"2022-01-03","Amazon",1254.72,1256.85,1253.66,1254.29,3446671,"Negative","Medium"
"2022-01-04","Google",1255.16,1258.48,1253.62,1256.18,4514592,"Negative","High"
"2022-01-05","Apple",1255.93,1256.06,1252.99,1254.41,2955107,"Neutral","Medium"
"2022-01-06","Amazon",1252.29,1253.28,1249.29,1252.59,2685942,"Neutral","Low"
"2022-01-07","Tesla",1254.64,1256.21,1250.88,1252.26,4509676,"Positive","Low"
"2022-01-08","Amazon",1254.98,1255.86,1249.51,1252.25,4362513,"Neutral","Medium"
"2022-01-09","Apple",1251.67,1253.13,1249.53,1252.79,2807020,"Positive","Low"
"2022-01-10","Google",1255.2,1258.79,1255.14,1256.05,3502959,"Neutral","Medium"
"2022-01-11","Amazon",1256.67,1258.04,1255.87,1256.42,1462487,"Neutral","Medium"
"2022-01-12","Amazon",1254.73,1260,1252.56,1257.9,1830079,"Neutral","Low"
"2022-01-13","Tesla",1254.24,1256.87,1251.25,1254.94,3692852,"Negative","Medium"
"2022-01-14","Tesla",1258.68,1260.94,1256.27,1260.72,878534,"Neutral","Medium"
"2022-01-15","Google",1262.09,1262.36,1260.85,1261.69,1090055,"Negative","Medium"
"2022-01-16","Amazon",1260.65,1262.34,1257.66,1260.59,623653,"Neutral","Medium"
"2022-01-17","Google",1256.88,1259.86,1256.04,1256.73,3493750,"Neutral","High"
"2022-01-18","Apple",1261.31,1262.67,1257.83,1260.25,1009977,"Positive","Low"
"2022-01-19","Apple",1262.53,1262.56,1259.67,1261.94,1970028,"Positive","High"
"2022-01-20","Tesla",1263.58,1264.77,1258.48,1261.37,741959,"Positive","Low"
"2022-01-21","Microsoft",1265.17,1268.11,1264.21,1265.62,2965052,"Negative","Low"
"2022-01-22","Microsoft",1263.45,1263.82,1260.58,1262.53,4080159,"Neutral","Low"
"2022-01-23","Microsoft",1263.27,1265.79,1260.11,1262.82,3320663,"Neutral","Medium"
"2022-01-24","Amazon",1262.27,1263.55,1261.57,1262.12,3259115,"Neutral","High"
"2022-01-25","Microsoft",1261.76,1264.51,1258.76,1261.15,2629086,"Neutral","Medium"
"2022-01-26","Apple",1264.94,1266.17,1262.65,1263.92,2386892,"Neutral","Medium"
"2022-01-27","Microsoft",1259.83,1261.91,1257.32,1260.35,1108331,"Positive","Low"
"2022-01-28","Apple",1263.53,1267.53,1260.72,1265.66,1650900,"Neutral","Low"
"2022-01-29","Apple",1265.8,1269.63,1263.49,1267.85,4002565,"Positive","High"
"2022-01-30","Microsoft",1269.23,1269.96,1267.14,1268.28,4082746,"Positive","Medium"
"2022-01-31","Amazon",1266.17,1267.99,1261.26,1263.63,4373576,"Positive","High"
"2022-02-01","Microsoft",1262.84,1264.63,1261.26,1264.3,3512352,"Positive","Low"
"2022-02-02","Apple",1259.27,1262.05,1259.25,1261.6,1274228,"Positive","Low"
"2022-02-03","Apple",1261.62,1265.62,1261.31,1263.65,2172535,"Positive","Low"
"2022-02-04","Google",1260.78,1263.06,1259.16,1260.17,3565539,"Neutral","Medium"
"2022-02-05","Apple",1263.49,1265,1260.99,1263.17,3049834,"Neutral","Medium"
"2022-02-06","Microsoft",1265.02,1269.74,1262.61,1267.91,4361772,"Positive","Medium"
"2022-02-07","Tesla",1270.95,1271.62,1270.17,1271.58,1545839,"Positive","Medium"
"2022-02-08","Google",1267.6,1270.54,1266.22,1268.59,2236021,"Neutral","High"
"2022-02-09","Google",1266.27,1267.25,1263.82,1265.23,1140192,"Positive","Medium"
"2022-02-10","Tesla",1262.08,1263.91,1260.1,1262.18,3173065,"Negative","High"
"2022-02-11","Apple",1269.63,1271.42,1267.03,1269.41,1594398,"Negative","Low"
"2022-02-12","Tesla",1272.38,1274.32,1269.69,1271.03,1699501,"Neutral","Low"
"2022-02-13","Microsoft",1271.83,1274.43,1269.18,1269.32,3798784,"Positive","Medium"
"2022-02-14","Microsoft",1270.99,1273.21,1270.47,1271.52,601352,"Negative","Medium"
"2022-02-15","Tesla",1270.8,1272.82,1266.87,1268.64,3541918,"Positive","High"
"2022-02-16","Tesla",1270.33,1274.58,1269.33,1271.97,4328839,"Positive","High"
"2022-02-17","Google",1272.53,1273.38,1268.63,1269.15,1223928,"Positive","Medium"
"2022-02-18","Amazon",1273.41,1274.92,1272.25,1272.52,1086606,"Neutral","Medium"
"2022-02-19","Amazon",1272.82,1272.95,1269.31,1270.43,4551988,"Neutral","Low"
"2022-02-20","Amazon",1270.89,1274.16,1269.44,1271.77,4387042,"Neutral","Low"
"2022-02-21","Amazon",1266.15,1271.56,1263.83,1269.45,2923024,"Negative","Low"
"2022-02-22","Microsoft",1269.3,1273.82,1267.72,1270.92,2688679,"Positive","Medium"
"2022-02-23","Google",1268.31,1270.08,1264.42,1267.02,2709593,"Negative","Low"
"2022-02-24","Microsoft",1267.49,1269.63,1265.31,1267.97,1534307,"Positive","Low"
"2022-02-25","Tesla",1269.23,1269.56,1268.44,1268.95,698256,"Positive","High"
"2022-02-26","Amazon",1272.26,1275.78,1271.75,1273.68,2197486,"Positive","Low"
"2022-02-27","Apple",1273.11,1274.25,1272.92,1273.85,3320774,"Negative","Low"
"2022-02-28","Amazon",1273.69,1275.6,1267.9,1270.72,3002064,"Positive","Low"
"2022-03-01","Microsoft",1269.86,1272.06,1267.46,1269.81,591932,"Negative","Medium"
"2022-03-02","Google",1273.53,1274.23,1271.61,1274.13,3535563,"Neutral","Medium"
"2022-03-03","Tesla",1274.62,1277.38,1270.18,1271.1,3745656,"Neutral","Medium"
"2022-03-04","Microsoft",1270.25,1274,1267.78,1271.15,1213990,"Positive","High"
"2022-03-05","Google",1267.16,1270.42,1265.22,1269.07,4058596,"Positive","Low"
"2022-03-06","Apple",1266.64,1268.13,1266.62,1266.75,4340168,"Negative","Medium"
"2022-03-07","Tesla",1269.86,1270.39,1268.1,1269.68,1280851,"Negative","Low"
"2022-03-08","Microsoft",1270.97,1273.11,1268.15,1268.21,3848043,"Neutral","High"
"2022-03-09","Apple",1272.49,1275.24,1270.89,1272.91,1934225,"Neutral","Low"
"2022-03-10","Microsoft",1268.87,1271.62,1265.71,1267.91,3603011,"Positive","Medium"
"2022-03-11","Apple",1268.93,1270.01,1266.51,1269.19,1268712,"Negative","High"
"2022-03-12","Google",1267.73,1271.93,1267.69,1269.55,1554126,"Negative","Medium"
"2022-03-13","Microsoft",1271.66,1274.59,1270.46,1271.6,1991779,"Positive","Low"
"2022-03-14","Google",1267.21,1268.7,1265.6,1267.84,1045830,"Positive","High"
"2022-03-15","Apple",1268.02,1271.67,1265.57,1268.75,1130347,"Positive","Medium"
"2022-03-16","Microsoft",1270.28,1271.9,1268.88,1270.89,2796198,"Neutral","Low"
"2022-03-17","Microsoft",1267.81,1270.08,1264.89,1268.09,3072463,"Positive","High"
"2022-03-18","Google",1264.85,1265.86,1261.82,1264.02,963913,"Neutral","Low"
"2022-03-19","Tesla",1266.05,1269.31,1265.22,1268.75,3447709,"Positive","Low"
"2022-03-20","Amazon",1272.35,1275.17,1271.81,1272.84,4325619,"Neutral","Medium"
"2022-03-21","Microsoft",1269.35,1272.04,1268.97,1271.84,4012941,"Negative","Low"
"2022-03-22","Apple",1271.11,1273.6,1269.88,1271.71,3737553,"Positive","Medium"
"2022-03-23","Tesla",1273.37,1275.19,1272.23,1272.35,3124595,"Positive","Medium"
"2022-03-24","Microsoft",1273.07,1276.62,1272.09,1275.42,2010327,"Neutral","Low"
"2022-03-25","Tesla",1274.08,1275.79,1271.91,1273.67,1525381,"Positive","Low"
"2022-03-26","Google",1274.14,1274.44,1273.47,1274.08,1362234,"Neutral","Medium"
"2022-03-27","Google",1275.87,1276.83,1273.33,1275.84,4662078,"Positive","Low"
"2022-03-28","Tesla",1270.92,1274.21,1270.08,1271.97,2947733,"Positive","Medium"
"2022-03-29","Google",1268.73,1270.34,1266.55,1268.05,2963715,"Positive","Medium"
"2022-03-30","Google",1265.54,1268.15,1265.12,1265.71,1934180,"Positive","Medium"
"2022-03-31","Tesla",1266.19,1266.5,1264.33,1266.22,4652462,"Negative","Medium"
"2022-04-01","Amazon",1266.09,1268.5,1263.8,1265.09,4614738,"Positive","High"
"2022-04-02","Microsoft",1264.51,1266.15,1261.75,1264.17,4862479,"Neutral","High"
"2022-04-03","Microsoft",1264.84,1265.7,1263.64,1263.98,3503633,"Negative","Medium"
