Date,City,Gold_Purity,Gold_Price_per_10g,Jewellery_Shop,Demand_Level,Festival_Season,Import_Duty_%,USD_INR_Rate
2021-10-29,Chennai,22K,45536,Local Shop,Medium,No,12.5,82.36
2021-10-30,Mumbai,22K,45417,Tanishq,High,Yes,12.5,82.36
2021-10-31,Hyderabad,22K,45541,Kalyan Jewellers,Medium,No,10.0,82.36
2021-11-01,Hyderabad,24K,45451,Local Shop,Medium,Yes,15.0,82.36
2021-11-02,Hyderabad,22K,45420,Kalyan Jewellers,High,Yes,10.0,82.36
2021-11-03,Mumbai,22K,45521,Malabar Gold,Medium,No,12.5,82.36
2021-11-04,Chennai,22K,45483,Local Shop,High,No,15.0,82.36
2021-11-05,Kolkata,22K,45426,PC Jeweller,Low,No,15.0,82.36
2021-11-06,Mumbai,22K,45380,Malabar Gold,Low,No,15.0,82.36
2021-11-07,Kolkata,22K,45480,Local Shop,Low,No,10.0,82.36
2021-11-08,Kolkata,22K,45555,Tanishq,High,No,15.0,82.36
2021-11-09,Kolkata,22K,45465,Local Shop,High,Yes,10.0,82.36
2021-11-10,Mumbai,24K,45479,Kalyan Jewellers,High,No,12.5,82.36
2021-11-11,Chennai,24K,45628,Tanishq,Low,Yes,15.0,82.36
2021-11-12,Chennai,22K,45688,Tanishq,Medium,No,15.0,82.36
2021-11-13,Chennai,22K,45724,Local Shop,High,Yes,12.5,82.36
2021-11-14,Mumbai,22K,45730,Malabar Gold,High,No,10.0,82.36
2021-11-15,Hyderabad,22K,45756,Malabar Gold,Low,Yes,10.0,82.36
2021-11-16,Mumbai,24K,45903,Local Shop,Low,No,10.0,82.36
2021-11-17,Kolkata,24K,45925,Local Shop,Low,No,12.5,82.36
2021-11-18,Kolkata,22K,45958,Local Shop,High,Yes,15.0,82.36
2021-11-19,Kolkata,22K,45890,Tanishq,Low,Yes,15.0,82.36
2021-11-20,Kolkata,22K,45781,PC Jeweller,Medium,No,15.0,82.36
2021-11-21,Delhi,22K,45741,Tanishq,Low,Yes,12.5,82.36
2021-11-22,Chennai,24K,45701,Kalyan Jewellers,Low,Yes,12.5,82.36
2021-11-23,Delhi,22K,45715,Malabar Gold,Medium,Yes,15.0,82.36
2021-11-24,Chennai,24K,45699,Local Shop,Low,Yes,12.5,82.36
2021-11-25,Hyderabad,22K,45725,Kalyan Jewellers,High,No,15.0,82.36
2021-11-26,Delhi,22K,45837,Tanishq,Medium,No,10.0,82.36
2021-11-27,Kolkata,24K,45843,Malabar Gold,Medium,No,12.5,82.36
2021-11-28,Delhi,22K,45938,Tanishq,Low,No,12.5,82.36
2021-11-29,Hyderabad,24K,45856,Local Shop,Low,No,10.0,82.36
2021-11-30,Mumbai,24K,45910,PC Jeweller,High,No,12.5,82.36
2021-12-01,Mumbai,22K,45793,Kalyan Jewellers,High,No,12.5,82.36
2021-12-02,Mumbai,22K,45772,PC Jeweller,Medium,No,10.0,82.36
2021-12-03,Chennai,22K,45826,Malabar Gold,Low,No,10.0,82.36
2021-12-04,Hyderabad,22K,45724,Kalyan Jewellers,High,Yes,12.5,82.36
2021-12-05,Chennai,22K,45835,Kalyan Jewellers,High,No,15.0,82.36
2021-12-06,Kolkata,24K,45830,PC Jeweller,High,No,15.0,82.36
2021-12-07,Delhi,24K,45832,PC Jeweller,Low,No,10.0,82.36
2021-12-08,Delhi,22K,45933,Malabar Gold,High,No,12.5,82.36
2021-12-09,Mumbai,22K,45945,Local Shop,Medium,No,15.0,82.36
2021-12-10,Delhi,24K,45905,Local Shop,Low,No,10.0,82.36
2021-12-11,Mumbai,22K,45946,Tanishq,High,No,15.0,82.36
2021-12-12,Chennai,22K,46066,Malabar Gold,High,No,10.0,82.36
2021-12-13,Delhi,24K,46092,Tanishq,Low,Yes,15.0,82.36
2021-12-14,Kolkata,24K,46069,Malabar Gold,Medium,No,15.0,82.36
2021-12-15,Mumbai,24K,46147,Tanishq,Medium,No,15.0,82.36
2021-12-16,Delhi,22K,46254,Tanishq,Medium,No,15.0,82.36
2021-12-17,Mumbai,22K,46364,PC Jeweller,Medium,Yes,15.0,82.36
2021-12-18,Kolkata,24K,46386,Malabar Gold,High,No,12.5,82.36
2021-12-19,Mumbai,24K,46320,Local Shop,High,No,15.0,82.36
2021-12-20,Delhi,24K,46346,Local Shop,Low,No,15.0,82.36
2021-12-21,Delhi,24K,46262,Malabar Gold,High,No,15.0,82.36
2021-12-22,Mumbai,24K,46147,Tanishq,Medium,No,15.0,82.36
2021-12-23,Chennai,22K,46050,PC Jeweller,Low,No,15.0,82.36
2021-12-24,Delhi,22K,46109,PC Jeweller,Medium,No,10.0,82.36
2021-12-25,Hyderabad,22K,46030,Kalyan Jewellers,Medium,No,10.0,82.36
2021-12-26,Chennai,22K,46112,Local Shop,High,No,10.0,82.36
2021-12-27,Delhi,22K,46030,Tanishq,High,No,15.0,82.36
2021-12-28,Chennai,24K,46008,Malabar Gold,High,No,15.0,82.36
2021-12-29,Hyderabad,22K,46124,PC Jeweller,High,No,15.0,82.36
2021-12-30,Kolkata,24K,46189,Tanishq,High,No,15.0,82.36
2021-12-31,Chennai,24K,46241,Local Shop,Low,No,10.0,82.36
2022-01-01,Delhi,22K,46157,Malabar Gold,Medium,Yes,15.0,82.36
2022-01-02,Mumbai,22K,46300,PC Jeweller,Medium,No,15.0,82.36
2022-01-03,Kolkata,22K,46324,Kalyan Jewellers,Medium,No,10.0,82.36
2022-01-04,Kolkata,22K,46218,Tanishq,High,No,15.0,82.36
2022-01-05,Delhi,22K,46300,PC Jeweller,High,Yes,12.5,82.36
2022-01-06,Chennai,22K,46239,Tanishq,Low,No,12.5,82.36
2022-01-07,Hyderabad,24K,46345,Local Shop,Low,Yes,15.0,82.36
2022-01-08,Kolkata,22K,46367,PC Jeweller,Medium,No,12.5,82.36
2022-01-09,Delhi,22K,46371,Kalyan Jewellers,Low,Yes,12.5,82.36
2022-01-10,Delhi,22K,46406,PC Jeweller,High,No,15.0,82.36
2022-01-11,Mumbai,24K,46334,Local Shop,High,No,10.0,82.36
2022-01-12,Mumbai,24K,46328,Tanishq,High,Yes,10.0,82.36
2022-01-13,Mumbai,24K,46287,PC Jeweller,Medium,No,10.0,82.36
2022-01-14,Mumbai,22K,46194,Tanishq,Medium,No,12.5,82.36
2022-01-15,Delhi,22K,46341,Tanishq,Medium,No,10.0,82.36
2022-01-16,Mumbai,24K,46245,Malabar Gold,Medium,No,10.0,82.36
2022-01-17,Delhi,24K,46220,Malabar Gold,Medium,No,12.5,82.36
2022-01-18,Hyderabad,22K,46245,PC Jeweller,High,No,10.0,82.36
2022-01-19,Mumbai,24K,46177,Tanishq,Low,No,15.0,82.36
2022-01-20,Hyderabad,24K,46241,Kalyan Jewellers,Low,Yes,15.0,82.36
2022-01-21,Delhi,22K,46390,Malabar Gold,Low,No,10.0,82.36
2022-01-22,Kolkata,22K,46457,Tanishq,Low,No,10.0,82.36
2022-01-23,Kolkata,24K,46572,Local Shop,Low,Yes,12.5,82.36
2022-01-24,Kolkata,22K,46497,Malabar Gold,Low,Yes,10.0,82.36
2022-01-25,Kolkata,22K,46432,Kalyan Jewellers,Low,No,15.0,82.36
2022-01-26,Chennai,22K,46445,Kalyan Jewellers,High,No,12.5,82.36
2022-01-27,Delhi,22K,46423,PC Jeweller,Medium,Yes,15.0,82.36
2022-01-28,Chennai,24K,46329,PC Jeweller,Low,No,12.5,82.36
2022-01-29,Delhi,24K,46403,Malabar Gold,High,No,15.0,82.36
2022-01-30,Mumbai,22K,46335,Local Shop,Medium,No,10.0,82.36
2022-01-31,Kolkata,22K,46266,Local Shop,Medium,No,15.0,82.36
2022-02-01,Hyderabad,24K,46317,Local Shop,Low,No,10.0,82.36
2022-02-02,Chennai,22K,46399,Local Shop,Low,No,15.0,82.36
2022-02-03,Mumbai,24K,46546,Tanishq,High,No,12.5,82.36
2022-02-04,Hyderabad,22K,46473,Local Shop,Medium,Yes,12.5,82.36
2022-02-05,Delhi,24K,46431,Kalyan Jewellers,Low,No,15.0,82.36
2022-02-06,Delhi,24K,46365,Kalyan Jewellers,Medium,Yes,10.0,82.36
2022-02-07,Chennai,22K,46338,Tanishq,Medium,No,15.0,82.36
2022-02-08,Chennai,24K,46438,Kalyan Jewellers,High,No,10.0,82.36
2022-02-09,Hyderabad,22K,46490,Kalyan Jewellers,Medium,Yes,15.0,82.36
2022-02-10,Mumbai,24K,46574,Local Shop,Medium,No,12.5,82.36
2022-02-11,Kolkata,22K,46636,Kalyan Jewellers,Low,Yes,12.5,82.36
2022-02-12,Kolkata,22K,46542,Kalyan Jewellers,High,No,15.0,82.36
2022-02-13,Kolkata,22K,46524,Tanishq,High,No,10.0,82.36
2022-02-14,Chennai,22K,46639,PC Jeweller,High,No,12.5,82.36
2022-02-15,Hyderabad,22K,46524,Tanishq,Medium,No,12.5,82.36
2022-02-16,Delhi,24K,46485,Kalyan Jewellers,High,Yes,10.0,82.36
2022-02-17,Chennai,24K,46613,Kalyan Jewellers,High,No,10.0,82.36
2022-02-18,Chennai,24K,46678,Kalyan Jewellers,High,No,10.0,82.36
2022-02-19,Kolkata,24K,46793,Malabar Gold,Low,Yes,12.5,82.36
2022-02-20,Kolkata,22K,46736,Tanishq,High,No,10.0,82.36
2022-02-21,Delhi,22K,46642,PC Jeweller,High,Yes,12.5,82.36
2022-02-22,Mumbai,22K,46579,Tanishq,Medium,No,10.0,82.36
2022-02-23,Kolkata,24K,46495,Malabar Gold,Low,No,10.0,82.36
2022-02-24,Chennai,24K,46494,Malabar Gold,High,No,15.0,82.36
2022-02-25,Chennai,22K,46437,Kalyan Jewellers,Low,No,15.0,82.36
2022-02-26,Kolkata,24K,46324,Local Shop,Low,No,10.0,82.36
2022-02-27,Hyderabad,22K,46293,Malabar Gold,Medium,No,12.5,82.36
2022-02-28,Kolkata,22K,46377,PC Jeweller,Medium,No,15.0,82.36
2022-03-01,Mumbai,24K,46321,Kalyan Jewellers,Low,Yes,15.0,82.36
2022-03-02,Kolkata,24K,46382,Tanishq,High,No,12.5,82.36
2022-03-03,Chennai,24K,46512,Kalyan Jewellers,Low,No,15.0,82.36
2022-03-04,Mumbai,22K,46500,Malabar Gold,High,Yes,12.5,82.36
2022-03-05,Hyderabad,22K,46587,Malabar Gold,Medium,No,10.0,82.36
2022-03-06,Chennai,22K,46697,Local Shop,High,Yes,15.0,82.36
2022-03-07,Kolkata,24K,46818,Tanishq,Medium,Yes,15.0,82.36
2022-03-08,Kolkata,22K,46848,Local Shop,Medium,No,12.5,82.36
2022-03-09,Chennai,22K,46986,PC Jeweller,High,Yes,15.0,82.36
2022-03-10,Mumbai,22K,47120,Malabar Gold,Low,No,12.5,82.36
2022-03-11,Mumbai,22K,47043,Kalyan Jewellers,Low,No,10.0,82.36
2022-03-12,Hyderabad,24K,46937,Local Shop,Low,No,12.5,82.36
2022-03-13,Hyderabad,22K,46937,PC Jeweller,Medium,No,15.0,82.36
2022-03-14,Mumbai,22K,47078,Tanishq,Medium,Yes,12.5,82.36
2022-03-15,Delhi,22K,46978,Local Shop,High,Yes,12.5,82.36
2022-03-16,Delhi,22K,47035,Tanishq,High,No,12.5,82.36
2022-03-17,Mumbai,22K,46935,Malabar Gold,Medium,No,12.5,82.36
2022-03-18,Chennai,22K,46981,Tanishq,Medium,No,10.0,82.36
2022-03-19,Delhi,22K,46875,Local Shop,High,No,15.0,82.36
2022-03-20,Mumbai,24K,46775,Malabar Gold,Low,Yes,12.5,82.36
2022-03-21,Chennai,22K,46823,Local Shop,High,No,12.5,82.36
2022-03-22,Mumbai,24K,46921,Malabar Gold,Medium,No,15.0,82.36
2022-03-23,Kolkata,22K,47021,Local Shop,Low,No,15.0,82.36
2022-03-24,Delhi,24K,47060,Malabar Gold,Medium,No,12.5,82.36
2022-03-25,Mumbai,22K,47048,Tanishq,Low,No,12.5,82.36
2022-03-26,Delhi,22K,47076,Local Shop,High,No,10.0,82.36
2022-03-27,Kolkata,22K,47054,Local Shop,Medium,No,10.0,82.36
2022-03-28,Hyderabad,24K,47036,Malabar Gold,Low,Yes,12.5,82.36
2022-03-29,Hyderabad,24K,47185,Local Shop,Medium,Yes,10.0,82.36
2022-03-30,Chennai,22K,47141,Tanishq,Low,No,12.5,82.36
2022-03-31,Hyderabad,22K,47182,Malabar Gold,Low,Yes,10.0,82.36
2022-04-01,Mumbai,24K,47080,Malabar Gold,Medium,No,12.5,82.36
2022-04-02,Delhi,22K,47047,Tanishq,Medium,Yes,10.0,82.36
2022-04-03,Chennai,22K,47134,Local Shop,Medium,No,12.5,82.36
2022-04-04,Kolkata,22K,47131,Malabar Gold,Medium,No,10.0,82.36
2022-04-05,Kolkata,24K,47229,Kalyan Jewellers,Low,Yes,10.0,82.36
2022-04-06,Delhi,24K,47178,Tanishq,Low,Yes,10.0,82.36
2022-04-07,Mumbai,24K,47180,Tanishq,Low,No,12.5,82.36
2022-04-08,Mumbai,24K,47275,Local Shop,Low,No,10.0,82.36
2022-04-09,Delhi,24K,47296,Tanishq,High,No,12.5,82.36
2022-04-10,Hyderabad,22K,47439,Tanishq,Medium,Yes,15.0,82.36
2022-04-11,Kolkata,24K,47569,Kalyan Jewellers,High,No,15.0,82.36
2022-04-12,Hyderabad,22K,47505,Tanishq,Medium,No,10.0,82.36
2022-04-13,Chennai,24K,47428,Kalyan Jewellers,Medium,Yes,15.0,82.36
2022-04-14,Delhi,24K,47525,Malabar Gold,Medium,No,12.5,82.36
